id	source_file	line_start	line_end	present	political_hits	quote_text
LAJJS6-001	003.孙中山蒋介石与道统.txt	7	7	yes		乃所愿，则学孔子也！
LAJJS6-002	003.孙中山蒋介石与道统.txt	7	7	yes		去圣人之世，若此其未远也；近圣人之居，若此其甚也
LAJJS6-003	003.孙中山蒋介石与道统.txt	7	7	yes		然而无有乎尔，则亦无有乎尔
LAJJS6-004	003.孙中山蒋介石与道统.txt	7	7	yes		如欲平治天下，当今之世，舍我其谁哉？
LAJJS6-005	003.孙中山蒋介石与道统.txt	13	13	yes		觝排异端，攘斥佛老
LAJJS6-006	003.孙中山蒋介石与道统.txt	13	13	yes		尧以是传之舜，舜以是传之禹，禹以是传之汤，汤以是传之文、武、周公，文、武、周公传之孔子，孔子传之孟轲，轲之死，不得其传焉
LAJJS6-007	003.孙中山蒋介石与道统.txt	15	15	yes		自是以来，圣圣相承，若成汤、文、武之为君，皋陶、伊、傅、周、召之为臣，既皆以此而接夫道统之传。
LAJJS6-008	003.孙中山蒋介石与道统.txt	21	21	yes		孔子之外，古今百家，随其浅深，无得免者
LAJJS6-009	003.孙中山蒋介石与道统.txt	23	23	yes		曾子不在四科之目……舍孔子而宗孟轲，则于本统离矣！
LAJJS6-010	003.孙中山蒋介石与道统.txt	77	77	yes		大道之行也，天下为公，选贤与能，讲信修睦。故人不独亲其亲、不独子其子，使老有所终，壮有所用，幼有所长，矜寡孤独废疾者皆有所养，男有分，女有归。货恶其弃于地也，不必藏于己；力恶其不出于身也，不必为己。是故谋闭而不兴，盗窃乱贼而不作，故外户而不闭，是谓大同。
LAJJS6-011	004.蒋介石与“空中强盗”.txt	85	85	yes		宾至如归
LAJJS6-012	005.孙中山蒋介石与迁都.txt	49	49	yes		不求安乐者，子孙有时可以得到安乐；求安乐者，每不得安乐。
LAJJS6-013	005.孙中山蒋介石与迁都.txt	75	75	yes		青山绕郭，长江如带
LAJJS6-014	006.蒋介石与“中华民国”亡国.txt	15	15	yes		百事要看得浑些。
LAJJS6-015	006.蒋介石与“中华民国”亡国.txt	35	35	yes		长太息以掩涕兮，哀民生之多艰
LAJJS6-016	006.蒋介石与“中华民国”亡国.txt	39	39	yes		六帝园林堕劫灰，独余灵谷葬崔嵬，行人指点云间鹤，唤得齐梁一梦回。
LAJJS6-017	006.蒋介石与“中华民国”亡国.txt	39	39	yes		贫僧塔坏，陛下社稷随坏。
LAJJS6-018	012.蒋介石与“人人得而诛之”.txt	25	25	yes		沛公至军，立诛杀曹无伤
LAJJS6-019	012.蒋介石与“人人得而诛之”.txt	25	25	yes		其君无日不讨国人而训之。
LAJJS6-020	012.蒋介石与“人人得而诛之”.txt	25	25	yes		以敝邑褊小，介于大国，诛求无时。
LAJJS6-021	013.蒋介石与吴稚晖.txt	89	89	yes		生未带来，死乃支配，可耻！
LAJJS6-022	016.蒋介石与《文星》.txt	5	5	yes		星沉海底当窗见，雨过河源隔座看。
LAJJS6-023	016.蒋介石与《文星》.txt	19	19	yes		有多少人是因为读了一本书才开始他的新生命
LAJJS6-024	016.蒋介石与《文星》.txt	47	47	yes		儿大爷难做
LAJJS6-025	016.蒋介石与《文星》.txt	279	279	yes		虚膺其名，滥竽遗讥
LAJJS6-026	016.蒋介石与《文星》.txt	285	285	yes		直谅多闻之友
LAJJS6-027	016.蒋介石与《文星》.txt	445	445	yes		与人刃我，宁我自刃
LAJJS6-028	016.蒋介石与《文星》.txt	477	477	yes		有福先享、有难独当
LAJJS6-029	020.童轩荪笔下的蒋介石.txt	15	15	yes		念书太多，我们不可及
LAJJS6-030	020.童轩荪笔下的蒋介石.txt	23	23	yes		临老去国，昔人所悲，唯借楮墨，以遣旅怀
LAJJS6-031	020.童轩荪笔下的蒋介石.txt	41	41	yes		江海有能容之量
LAJJS6-032	020.童轩荪笔下的蒋介石.txt	123	123	yes		冠盖云集，备极哀荣
LAJJS6-033	020.童轩荪笔下的蒋介石.txt	139	139	yes		陈蕃之榻
LAJJS6-034	020.童轩荪笔下的蒋介石.txt	157	157	yes		他年得遂投闲计，只对青山不著书
LAJJS6-035	020.童轩荪笔下的蒋介石.txt	159	159	yes		如今腐草无萤火，终古垂杨有暮鸦！
