id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LALD-001	李敖来电集	002.2000年4月12日.txt	41	41	相信小说的前途只有加强仅能由小说来表达的思想	李敖文学论断	李敖《北京法源寺》后记	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-002	李敖来电集	002.2000年4月12日.txt	41	41	靠小说笔触来说故事的也好，纠缠形式的也罢，其实都难挽回小说的颓局。	李敖文学论断	李敖《北京法源寺》后记	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-003	李敖来电集	002.2000年4月12日.txt	47	47	己所不欲勿施于人	儒家名句	《论语》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-004	李敖来电集	003.2000年4月13日.txt	7	7	表现出来的是金刚怒目，骨子里是菩萨低眉	李敖自述文句	李敖，化用佛教成语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-005	李敖来电集	003.2000年4月13日.txt	21	21	一出道就是流氓，靠打天下起家	李敖自述文句	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：原文明确称“您曾说过”，句子本体为非政治自述文句。
LALD-006	李敖来电集	003.2000年4月13日.txt	21	21	狂气、流气、义气、勇气形成李敖的综合体	李敖自述文句	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：原文明确称“又说”，句子本体为非政治自述文句。
LALD-007	李敖来电集	003.2000年4月13日.txt	25	25	争不到一时，也争不到千秋	李敖警语	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-008	李敖来电集	003.2000年4月13日.txt	27	27	情欲信，词欲巧	古典文论句	古典文论成句	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-009	李敖来电集	003.2000年4月13日.txt	39	39	我第一是文学家，第二是诗人，第三是历史学家	李敖自述文句	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：独立成行引号文句，属于非政治自我定位。
LALD-010	李敖来电集	007.2000年4月19日.txt	19	19	此情不渝、据理力争、依法解决。	李敖幽默语	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-011	李敖来电集	007.2000年4月19日.txt	87	87	故事是假的，场景是真的	李敖文学论断	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：原文为小说技法说明，非政治文句。
LALD-012	李敖来电集	012.2000年4月26日.txt	17	17	众里寻她千百度，暮然回首，那人却在灯火阑珊处	宋词名句	辛弃疾《青玉案·元夕》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-013	李敖来电集	015.2000年5月1日.txt	15	15	人之将死，其言也善	儒家名句	《论语》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-014	李敖来电集	016.2000年5月2日.txt	11	11	我觉得那篇文字有不少的毛病，应该有人替你指点出来。很可能的，在台湾就没有人肯给你指点出来。所以我不能不自己担任这种不受欢迎的工作了。	胡适书信语	胡适致李敖信	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-015	李敖来电集	017.2000年5月3日.txt	9	9	借一千还十万	李敖感恩语	李敖	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-016	李敖来电集	017.2000年5月3日.txt	21	21	我们的考据学，原来是那些早年做小官的人，从审判诉讼案件的经验中学来的一种证据法。	胡适学术论断	胡适论考据学	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-017	李敖来电集	017.2000年5月3日.txt	23	23	世上最强有力的人就是那个最孤立的人！	外国文学名言	易卜生语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-018	李敖来电集	017.2000年5月3日.txt	23	23	杀吾马者道旁儿！	中国古话	中国古话	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-019	李敖来电集	020.2000年5月8日.txt	19	19	先天下之忧而忧，后天下之乐而乐	宋文名句	范仲淹《岳阳楼记》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-020	李敖来电集	020.2000年5月8日.txt	19	19	宁鸣而死，不默而生	宋赋名句	范仲淹《灵乌赋》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-021	李敖来电集	020.2000年5月8日.txt	21	21	民胞物与	宋儒成语	张载《西铭》语意	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-022	李敖来电集	022.2000年5月10日.txt	13	13	是邪？非邪？立而望之，偏何姗姗其来迟！	古典文句	汉武帝思李夫人故事	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：古典故事中的文句，句子本体非现代政治语录。
LALD-023	李敖来电集	022.2000年5月10日.txt	39	39	但愿空诸所有	佛家文句	庞居士语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：原文明确称“庞居士之愿”，句子本体为佛家文句。
LALD-024	李敖来电集	022.2000年5月10日.txt	39	39	慎勿实诸所无	佛家文句	庞居士语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：原文明确称第二句，句子本体为佛家文句。
LALD-025	李敖来电集	023.2000年5月11日.txt	27	27	同做冯妇	传统成语	《孟子》典故成语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-026	李敖来电集	032.2000年5月24日.txt	57	57	长袖善舞、多财善贾	传统成语	《韩非子》成语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。 校对补入：虽处于现代时事段落，但 quote_text 本体为传统成语。
LALD-027	李敖来电集	044.2000年6月9日.txt	31	31	不看僧面看佛面	传统俗语	中国俗语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-028	李敖来电集	047.2000年6月14日.txt	37	37	只准州官放火，不准百姓点灯	传统俗语	中国俗语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-029	李敖来电集	051.2000年6月20日.txt	5	5	沐猴而冠	传统成语	《史记》典故成语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-030	李敖来电集	052.2000年6月21日.txt	11	11	维鹊有巢，维鸠居之。	诗经句	《诗经》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-031	李敖来电集	052.2000年6月21日.txt	11	11	鹊巢柳树，鸠夺其处。	易林句	《易林》	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-032	李敖来电集	052.2000年6月21日.txt	11	11	鹊巢鸠占	传统成语	传统成语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
LALD-033	李敖来电集	053.2000年6月22日.txt	23	23	钟鼎山林，各有天性，不可强也	古典文句	古典文人语	yes		首轮保守收入：本书夹杂访谈、读者来信、政论、法律文件和时事材料，现代政党人物语录、选举口号、治理/外交判断、法律条文、公文声明和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、文学论断、书信文句和李敖非政治文句。
