id	source_file	line_start	line_end	present	political_hits	quote_text
LAGMDYJXJ-001	《国民党研究续集》自序.txt	7	7	yes		大德不踰闲，小德出入可也
LAGMDYJXJ-002	《国民党研究续集》自序.txt	9	9	yes		鞠躬尽瘁，死而后已。
LAGMDYJXJ-003	001.国民党与云南起义.txt	51	51	yes		剑及履及
LAGMDYJXJ-004	001.国民党与云南起义.txt	51	51	yes		夜长梦多
LAGMDYJXJ-005	001.国民党与云南起义.txt	202	202	yes		寄字远从千里外，论交深在十年前
LAGMDYJXJ-006	001.国民党与云南起义.txt	222	222	yes		夫子自道
LAGMDYJXJ-007	001.国民党与云南起义.txt	222	222	yes		贪天之功
LAGMDYJXJ-008	001.国民党与云南起义.txt	262	262	yes		急功近利
LAGMDYJXJ-009	001.国民党与云南起义.txt	262	262	yes		模棱两可
LAGMDYJXJ-010	001.国民党与云南起义.txt	262	262	yes		欺世盗名
LAGMDYJXJ-011	001.国民党与云南起义.txt	262	262	yes		首鼠异端
LAGMDYJXJ-012	003.国民党与“锡安山事件”.txt	5	5	yes		避秦之地
LAGMDYJXJ-013	003.国民党与“锡安山事件”.txt	5	5	yes		世外桃源
LAGMDYJXJ-014	003.国民党与“锡安山事件”.txt	17	17	yes		不出户，知天下
LAGMDYJXJ-015	003.国民党与“锡安山事件”.txt	27	27	yes		筚路蓝缕
LAGMDYJXJ-016	003.国民党与“锡安山事件”.txt	33	33	yes		人家是流泪撒种、欢呼收割；我们是欢呼撒种、流泪收割。
LAGMDYJXJ-017	003.国民党与“锡安山事件”.txt	35	35	yes		十年辛苦不寻常
LAGMDYJXJ-018	004.国民党的裁缝将军之一.txt	5	5	yes		世风日下
LAGMDYJXJ-019	004.国民党的裁缝将军之一.txt	19	19	yes		车水马龙
LAGMDYJXJ-020	004.国民党的裁缝将军之一.txt	19	19	yes		苦恨年年压金线，为他人作嫁衣裳
LAGMDYJXJ-021	004.国民党的裁缝将军之一.txt	19	19	yes		门已可罗雀
LAGMDYJXJ-022	004.国民党的裁缝将军之一.txt	19	19	yes		人情冷暖
LAGMDYJXJ-023	004.国民党的裁缝将军之一.txt	19	19	yes		世态炎凉
LAGMDYJXJ-024	004.国民党的裁缝将军之一.txt	19	19	yes		座无虚席
LAGMDYJXJ-025	005.国民党的裁缝将军之二.txt	7	7	yes		白里透红
LAGMDYJXJ-026	007.国民党大使垮台秘闻.txt	3	3	yes		不认得耶稣
LAGMDYJXJ-027	007.国民党大使垮台秘闻.txt	3	3	yes		人在人情在，人死什么都没有了
LAGMDYJXJ-028	007.国民党大使垮台秘闻.txt	3	3	yes		尸骨未寒
LAGMDYJXJ-029	007.国民党大使垮台秘闻.txt	3	3	yes		文酒之会
LAGMDYJXJ-030	008.国民党的大臣之体.txt	31	31	yes		有则改之，无则加勉
LAGMDYJXJ-031	008.国民党的大臣之体.txt	31	31	yes		Caesar’s wife must be above suspicion.
LAGMDYJXJ-032	009.国民党胡秋原的时光隧道.txt	7	7	yes		武大郎玩夜猫子——什么人玩什么鸟
LAGMDYJXJ-033	009.国民党胡秋原的时光隧道.txt	29	29	yes		教祖母吸蛋
LAGMDYJXJ-034	009.国民党胡秋原的时光隧道.txt	31	31	yes		年轻人有从没达成的大志，年老人有从没发生的往事。
LAGMDYJXJ-035	009.国民党胡秋原的时光隧道.txt	31	31	yes		The young have aspirations that never come to pass,the old have reminiscences of what never happened.
LAGMDYJXJ-036	013.国民党一脑门子封建主义.txt	13	13	yes		感慨系之
LAGMDYJXJ-037	013.国民党一脑门子封建主义.txt	13	13	yes		息肩终老
LAGMDYJXJ-038	016.国民党的“集体向上空长号”.txt	5	5	yes		人皆善啸
LAGMDYJXJ-039	016.国民党的“集体向上空长号”.txt	5	5	yes		仰天长啸
LAGMDYJXJ-040	016.国民党的“集体向上空长号”.txt	5	5	yes		丈夫啸闻百里，妇人啸闻五十里。如笙竽之音。
