score	file	line	text	context
8	《论定蒋经国》前言（李敖）.txt	3	追思纪念会上，允宜人手一册，宛若握紧经国先生的手，请他牵引我们向前	蒋经国死在1988年1月13日，眼看就是一周年了。他的徒子徒孙们、他的佞幸私昵们、他的旧属同志们，纷纷展开所谓“纪念蒋故总统经国先生逝世周年”活动，活动中项目繁多，只有一项是有长久作用的，就是他们印行大量的书刊，以为谬种流传。例如今天的国民党党方《中央日报》上，就登出中央日报出版部的广告，出版《永远与国人同在——经国先生逝世周年纪念专辑》，说收有“李总统登辉...
6	《论定蒋经国》前言（李敖）.txt	3	纪念蒋故总统经国先生逝世周年	蒋经国死在1988年1月13日，眼看就是一周年了。他的徒子徒孙们、他的佞幸私昵们、他的旧属同志们，纷纷展开所谓“纪念蒋故总统经国先生逝世周年”活动，活动中项目繁多，只有一项是有长久作用的，就是他们印行大量的书刊，以为谬种流传。例如今天的国民党党方《中央日报》上，就登出中央日报出版部的广告，出版《永远与国人同在——经国先生逝世周年纪念专辑》，说收有“李总统登辉...
6	《论定蒋经国》前言（李敖）.txt	3	李总统登辉先生等纪念专文十二篇；以及名流、学者、旧属、民间等感人的纪念文粹三十三篇；《蒋总统与我》征文二十一篇	蒋经国死在1988年1月13日，眼看就是一周年了。他的徒子徒孙们、他的佞幸私昵们、他的旧属同志们，纷纷展开所谓“纪念蒋故总统经国先生逝世周年”活动，活动中项目繁多，只有一项是有长久作用的，就是他们印行大量的书刊，以为谬种流传。例如今天的国民党党方《中央日报》上，就登出中央日报出版部的广告，出版《永远与国人同在——经国先生逝世周年纪念专辑》，说收有“李总统登辉...
6	《论定蒋经国》前言（李敖）.txt	3	尊重经国先生毕生之所痛恶、力避歌功颂德，而在于阐扬他‘平凡’、‘平淡’、‘平实’之中所显现的自然的伟大。	蒋经国死在1988年1月13日，眼看就是一周年了。他的徒子徒孙们、他的佞幸私昵们、他的旧属同志们，纷纷展开所谓“纪念蒋故总统经国先生逝世周年”活动，活动中项目繁多，只有一项是有长久作用的，就是他们印行大量的书刊，以为谬种流传。例如今天的国民党党方《中央日报》上，就登出中央日报出版部的广告，出版《永远与国人同在——经国先生逝世周年纪念专辑》，说收有“李总统登辉...
3	《论定蒋经国》前言（李敖）.txt	3	总政治部	蒋经国死在1988年1月13日，眼看就是一周年了。他的徒子徒孙们、他的佞幸私昵们、他的旧属同志们，纷纷展开所谓“纪念蒋故总统经国先生逝世周年”活动，活动中项目繁多，只有一项是有长久作用的，就是他们印行大量的书刊，以为谬种流传。例如今天的国民党党方《中央日报》上，就登出中央日报出版部的广告，出版《永远与国人同在——经国先生逝世周年纪念专辑》，说收有“李总统登辉...
8	《论定蒋经国》前言（李敖）.txt	5	非常沉痛，那种心情，实不亚于月前我丈夫逝世！	国民党的肉麻兮兮，大略如此，民进党以下的所谓反对分子，其实也媚骨百出。例如蒋经国死后，康宁祥亲自去鞠躬如仪，1988年1月15日《自立晚报》登：“康宁祥仍永难忘怀经国先生宽阔的政治胸怀，他步入灵堂内，向经国先生为台湾民主政治的努力致最高敬礼，并代表着在野人士对经国先生的景仰。”当然，在表现媚骨的时候，民进党其他大员是不会后人的，所以，我们在蒋经国死后，看到朱...
6	《论定蒋经国》前言（李敖）.txt	5	康宁祥仍永难忘怀经国先生宽阔的政治胸怀，他步入灵堂内，向经国先生为台湾民主政治的努力致最高敬礼，并代表着在野人士对经国先生的景仰。	国民党的肉麻兮兮，大略如此，民进党以下的所谓反对分子，其实也媚骨百出。例如蒋经国死后，康宁祥亲自去鞠躬如仪，1988年1月15日《自立晚报》登：“康宁祥仍永难忘怀经国先生宽阔的政治胸怀，他步入灵堂内，向经国先生为台湾民主政治的努力致最高敬礼，并代表着在野人士对经国先生的景仰。”当然，在表现媚骨的时候，民进党其他大员是不会后人的，所以，我们在蒋经国死后，看到朱...
3	《论定蒋经国》前言（李敖）.txt	5	媚骨症候群	国民党的肉麻兮兮，大略如此，民进党以下的所谓反对分子，其实也媚骨百出。例如蒋经国死后，康宁祥亲自去鞠躬如仪，1988年1月15日《自立晚报》登：“康宁祥仍永难忘怀经国先生宽阔的政治胸怀，他步入灵堂内，向经国先生为台湾民主政治的努力致最高敬礼，并代表着在野人士对经国先生的景仰。”当然，在表现媚骨的时候，民进党其他大员是不会后人的，所以，我们在蒋经国死后，看到朱...
5	《论定蒋经国》前言（李敖）.txt	7	富贵不能淫、贫贱不能移、威武不能屈	我在蒋经国生前，就出版封面标出“蒋经国死了”的“诅咒”之书，以代天讨；如今蒋经国死了，自应有“鞭尸”之作，聊伸我怀。因此我决定在他死后一周年之日，编著《论定蒋经国》这本书，一来打倒国民党的马屁书刊，令其虚生；二来证实民进党的没有志气，令其愧死；三来向全世界显示，在生死线外，中国毕竟有强项不屈之人，在台湾岛上，不畏蒋家王朝，而以个人力量，挺身为人间存正义而留信...
7	001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	15	贫僧塔坏，陛下社稷随坏。	事实上，“中华民国”之亡，不亡于1949，早亡于蒋介石篡夺成蒋家王朝之时。所以1949所亡的，无异是蒋家王朝。蒋家王朝定都南京，人被兵临城下前夜，蒋介石文学侍从之臣陈布雷，在黯然环顾南京灵谷寺、鸡鸣寺后，服毒自杀，这一“先你而死”，最有深意。灵谷寺、鸡鸣寺都是六朝的名刹。灵谷寺是宋文帝元嘉年间（5世纪）宝志禅师盖的，最早叫道林寺。梁武帝天监十三年（514），...
