id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAJJSPZ-001	001.《蒋介石评传》序（汪荣祖）.txt	5	5	成语	同做冯妇	《孟子》冯妇典故	汪荣祖用成语形容两人本不想再写传记却又联手写作。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收成语本体；不收蒋介石传记写作缘起和人物评价语境。
LAJJSPZ-002	002.《蒋介石评传》序（李敖）.txt	15	15	易经成句	干父之蛊	《易经·蛊卦》	李敖用《易经》成句指儿子面对父辈遗留问题。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收古典成句本体；不收蒋家身份、受难和政治统治语境。
LAJJSPZ-003	002.《蒋介石评传》序（李敖）.txt	15	15	古典成句	为亲者讳	传统避讳成句	李敖用传统成句说明亲属为亲人隐讳的处境。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收成句本体；不收蒋家后代身份与现代政治受害语境。
LAJJSPZ-004	003.第一章、发迹以前.txt	19	19	礼制古文	禁迁葬者与嫁殇者。	《周礼·地官·媒氏》	作者引《周礼》禁止迁葬与嫁殇的礼制文句。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收礼制古文本体；不收现代传记中的宗法批评语境。
LAJJSPZ-005	003.第一章、发迹以前.txt	19	19	经注文句	生时非夫妇，死而迁葬之，使相从	《周礼》注疏	作者转引注解解释迁葬为生前非夫妇、死后迁葬相从。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收经注文句本体；不收冥婚和蒋家宗法语境。
LAJJSPZ-006	003.第一章、发迹以前.txt	19	19	古人言行	原之所以自容于明公，公之所以待原者，以能守训典而不易也！若听明公之命，则是凡庸也！明公焉以为哉？	邴原拒曹操冥婚事	作者引邴原拒绝曹操为曹冲冥婚的答语，说明守训典而不易。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收古人答语本体；不收蒋家宗法和冥婚批评语境。
LAJJSPZ-007	003.第一章、发迹以前.txt	25	25	孔子语	能执干戈以卫社稷，虽欲无殇，不亦可乎？	孔子礼制语	作者引孔子语说明早殇者若能执干戈卫社稷，可不以殇论。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收古代礼制语本体；不收现代军政和蒋家继嗣语境。
LAJJSPZ-008	003.第一章、发迹以前.txt	27	27	宗法成句	大宗不可绝	传统宗法成句	作者用成句概括大宗无子时必须立后继嗣的原则。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收宗法成句本体；不收蒋家继嗣批评语境。
LAJJSPZ-009	003.第一章、发迹以前.txt	27	27	礼制古文	礼之所以立法，曰重大宗也；小宗无子，以为可以绝者也，故不为之立后，大宗无子，不可以绝，故立后以继之。	薛蕙《为人后解》	作者引薛蕙解释宗法立后制度中大宗不可绝的原则。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收礼制古文本体；不收蒋家过继与现代家族批评语境。
LAJJSPZ-010	003.第一章、发迹以前.txt	27	27	礼俗成句	一门两不绝	传统兼祧说法	作者引一门两不绝说明一个儿子兼承两房的办法。	首轮保守收入：《蒋介石评传》以蒋介石政治传记、党国史、北伐、内战、抗战、外交、台湾统治与蒋氏父子评价为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀和反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、游记散句和非政治格言。 只收礼俗成句本体；不收蒋家家族安排语境。
