id	source_file	line_start	line_end	present	political_hits	quote_text
LAPMMUNK-001	001.你不知道的彭明敏.txt	33	33	yes		可与同患，难与处安
LAPMMUNK-002	002.给彭明敏先生的两封旧信.txt	45	47	yes		何世无奇才，遗之在草泽！
LAPMMUNK-003	009.答彭明敏先生.txt	5	5	yes		公自平生怀直气，谁能晚节负初心？
LAPMMUNK-004	011.三答彭明敏先生.txt	53	67	yes		死别已吞声，生别常恻恻。江南瘴疠地，逐客无消息。故人入我梦，明我长相忆。恐非平生魂，路远不可测。魂来枫林青，魂返关塞黑。君今在罗网，何以有羽翼？落月满屋梁，犹疑照颜色。水深波浪阔，无使蛟龙得。
LAPMMUNK-005	011.三答彭明敏先生.txt	69	83	yes		浮云终日行，游子久不至。三夜频梦君，情亲见君意。告归常局促，苦道来不易。江湖多风波，舟楫恐失坠。出门搔白首，若负平生志。冠盖满京华，斯人独憔悴。孰云网恢恢，将老身反累。千秋万岁名，寂寞身后事。
LAPMMUNK-006	013.“吾道一以贯之”.txt	17	17	yes		述而不作，信而好古，窃比于我老彭
LAPMMUNK-007	013.“吾道一以贯之”.txt	17	17	yes		述而又作，信而好古，窃比于我老彭
LAPMMUNK-008	014.记胡适与彭明敏.txt	43	43	yes		成功者多爹，失败者孤儿
LAPMMUNK-009	016.李敖致书彭明敏，大谈白头宫女事.txt	9	9	yes		天行有常，不为尧存，不为桀亡
LAPMMUNK-010	016.李敖致书彭明敏，大谈白头宫女事.txt	13	13	yes		如果你想害一个人，你就劝他办杂志
LAPMMUNK-011	016.李敖致书彭明敏，大谈白头宫女事.txt	15	15	yes		More than half of modem culture depends on what one shouldn’t read
LAPMMUNK-012	016.李敖致书彭明敏，大谈白头宫女事.txt	17	17	yes		老去无端玩古董
LAPMMUNK-013	020.三十年后的劝告.txt	19	19	yes		感谢光明但别忘了在黑暗中执灯的朋友
