id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LAOS228-001	yes		1	以德报怨	001.俞国华找不到二二八的有关文件吗？.txt	9	9
LAOS228-002	yes		1	以人废言	001.俞国华找不到二二八的有关文件吗？.txt	29	29
LAOS228-003	yes		1	瞒天过海	001.俞国华找不到二二八的有关文件吗？.txt	33	33
LAOS228-004	yes		1	欲盖弥彰	001.俞国华找不到二二八的有关文件吗？.txt	35	35
LAOS228-005	yes		1	口口声声	002.二二八的立碑问题.txt	7	7
LAOS228-006	yes		1	特立独行	003.《二二八研究》前言.txt	7	7
LAOS228-007	yes		1	天方夜谭	003.《二二八研究》前言.txt	7	7
LAOS228-008	yes		1	头疼医头、脚疼医脚	003.《二二八研究》前言.txt	7	7
LAOS228-009	yes		1	顺水人情	003.《二二八研究》前言.txt	9	9
LAOS228-010	yes		1	金针度人	003.《二二八研究》前言.txt	15	15
LAOS228-011	yes		1	巨细不遗	003.《二二八研究》前言.txt	15	15
LAOS228-012	yes		1	毛骨悚然	003.《二二八研究》前言.txt	15	15
LAOS228-013	yes		1	旁征博引	003.《二二八研究》前言.txt	15	15
LAOS228-014	yes		1	慎思明辨	003.《二二八研究》前言.txt	15	15
LAOS228-015	yes		1	无征不信	003.《二二八研究》前言.txt	15	15
LAOS228-016	yes		1	心惊肉跳	003.《二二八研究》前言.txt	15	15
LAOS228-017	yes		1	眼观四面	003.《二二八研究》前言.txt	15	15
LAOS228-018	yes		1	知所去取	003.《二二八研究》前言.txt	15	15
LAOS228-019	yes		1	众说纷陈	003.《二二八研究》前言.txt	15	15
LAOS228-020	yes		1	不入于杨、则入于墨	004.《二二八研究续集》前言.txt	3	3
LAOS228-021	yes		1	断烂朝报	004.《二二八研究续集》前言.txt	9	9
LAOS228-022	yes		1	不识大体	005.《二二八研究三集》前言.txt	17	17
LAOS228-023	yes		1	天下之恶皆归之	005.《二二八研究三集》前言.txt	17	17
LAOS228-024	yes		1	刀下留人	006.陈仪论.txt	9	9
LAOS228-025	yes		1	悬崖勒马	006.陈仪论.txt	9	9
LAOS228-026	yes		1	淋漓尽致	006.陈仪论.txt	13	13
LAOS228-027	yes		1	恩将仇报	006.陈仪论.txt	21	21
LAOS228-028	yes		1	事业平生悲剧多，循环历史究如何？痴心爱国浑忘老，爱到痴心即是魔。	006.陈仪论.txt	25	25
LAOS228-029	yes		1	治生敢曰太无方，病在偏怜晚节香。廿载服官无息日，一朝罢去便饥荒。	006.陈仪论.txt	25	25
LAOS228-030	yes		1	莫名其妙	007.二二八的道歉问题.txt	11	11
LAOS228-031	yes		1	比邻若天涯	010.侯素心的素怀心声.txt	5	5
LAOS228-032	yes		1	凤毛麟角	010.侯素心的素怀心声.txt	41	41
LAOS228-033	yes		1	不择手段	010.侯素心的素怀心声.txt	87	87
LAOS228-034	yes		1	高高在上	010.侯素心的素怀心声.txt	95	95
LAOS228-035	yes		1	大惊小怪	011.国民党打二二八牌了.txt	3	3
LAOS228-036	yes		1	得不偿失	012.陈仪不是恩人吗？.txt	9	9
LAOS228-037	yes		1	望洋兴叹	012.陈仪不是恩人吗？.txt	9	9
LAOS228-038	yes		1	丰衣足食	012.陈仪不是恩人吗？.txt	11	11
LAOS228-039	yes		1	心满意足	012.陈仪不是恩人吗？.txt	11	11
LAOS228-040	yes		1	衣锦还乡	012.陈仪不是恩人吗？.txt	11	11
LAOS228-041	yes		1	以讹传讹	012.陈仪不是恩人吗？.txt	13	13
LAOS228-042	yes		1	一匹马！一匹马！我以江山换一匹马！	012.陈仪不是恩人吗？.txt	19	19
LAOS228-043	yes		1	一钱难倒英雄汉	012.陈仪不是恩人吗？.txt	19	19
LAOS228-044	yes		1	远水救不了近火	012.陈仪不是恩人吗？.txt	19	19
LAOS228-045	yes		1	忠友有三，老婆、老狗、与现金。	012.陈仪不是恩人吗？.txt	19	19
LAOS228-046	yes		1	A horse! a horse! my kingdom for a horse!	012.陈仪不是恩人吗？.txt	19	19
LAOS228-047	yes		1	There are three faithful friends-an old wife, an old dog, and ready money.	012.陈仪不是恩人吗？.txt	19	19
LAOS228-048	yes		1	其言也善	012.陈仪不是恩人吗？.txt	25	25
LAOS228-049	yes		1	还吾头来	014.纪念二二八是外省人提出的.txt	5	5
LAOS228-050	yes		1	如长江大河	014.纪念二二八是外省人提出的.txt	5	5
LAOS228-051	yes		1	虚与委蛇	016.二二八事变后陈仪方面的一个密件.txt	7	7
LAOS228-052	yes		1	历历笔上	018.“托你替我买一听吃面包的‘黄油’！”.txt	9	9
LAOS228-053	yes		1	跃然纸上	018.“托你替我买一听吃面包的‘黄油’！”.txt	9	9
LAOS228-054	yes		1	偷天换日	019.二二八与陈仪.txt	7	7
LAOS228-055	yes		1	实事求是	019.二二八与陈仪.txt	29	29
LAOS228-056	yes		1	不甘寂寞	020.二二八道歉中的怪现象.txt	3	3
LAOS228-057	yes		1	身首分离	021.二二八与关公.txt	5	5
LAOS228-058	yes		1	身首分裂	021.二二八与关公.txt	5	5
LAOS228-059	yes		1	身首异处	021.二二八与关公.txt	5	5
LAOS228-060	yes		1	还我头来！	021.二二八与关公.txt	11	11
LAOS228-061	yes		1	恍然大悟	021.二二八与关公.txt	11	11
LAOS228-062	yes		1	昔非今是，一切休论；后果前因，彼此不爽。今将军为吕蒙所害，大呼还我头来，然则颜良、文丑、五关六将等众人之头，又将向谁索耶？	021.二二八与关公.txt	11	11
LAOS228-063	yes		1	一干二净	021.二二八与关公.txt	11	11
LAOS228-064	yes		1	云长安在？	021.二二八与关公.txt	11	11
LAOS228-065	yes		1	目光如豆	021.二二八与关公.txt	17	17
LAOS228-066	yes		1	一厢情愿	021.二二八与关公.txt	17	17
LAOS228-067	yes		1	自以为是	021.二二八与关公.txt	17	17
LAOS228-068	yes		1	知过能改	021.二二八与关公.txt	25	25
LAOS228-069	yes		1	断章取义	022.二二八档案开放了，又怎样？.txt	3	3
LAOS228-070	yes		1	仁民爱物	022.二二八档案开放了，又怎样？.txt	21	21
LAOS228-071	yes		1	仁义道德	022.二二八档案开放了，又怎样？.txt	21	21
LAOS228-072	yes		1	画蛇添足	025.林荣三在二二八大杀台湾人？.txt	59	59
LAOS228-073	yes		1	自作聪明	025.林荣三在二二八大杀台湾人？.txt	59	59
LAOS228-074	yes		1	叱咤风云	026.将军坟.txt	19	19
LAOS228-075	yes		1	充耳不闻	026.将军坟.txt	19	19
LAOS228-076	yes		1	敢作敢当	026.将军坟.txt	19	19
LAOS228-077	yes		1	舍生取义	026.将军坟.txt	19	19
LAOS228-078	yes		1	视死如归	026.将军坟.txt	19	19
LAOS228-079	yes		1	佩虎符、坐皋比	026.将军坟.txt	21	21
LAOS228-080	yes		1	求仁得仁	026.将军坟.txt	21	21
LAOS228-081	yes		1	独行其是	026.将军坟.txt	23	23
LAOS228-082	yes		1	风生水起	026.将军坟.txt	23	23
LAOS228-083	yes		1	肝脑涂地	026.将军坟.txt	23	23
LAOS228-084	yes		1	其犹龙乎？	026.将军坟.txt	23	23
LAOS228-085	yes		1	气象万千	026.将军坟.txt	23	23
LAOS228-086	yes		1	强项不屈	026.将军坟.txt	23	23
LAOS228-087	yes		1	杀身成仁	026.将军坟.txt	23	23
LAOS228-088	yes		1	之死靡它	026.将军坟.txt	23	23
LAOS228-089	yes		1	障百川而东之，挽狂澜于既倒	027.让二二八使我们成熟.txt	21	21
LAOS228-090	yes		1	适可而止	027.让二二八使我们成熟.txt	25	25
LAOS228-091	yes		1	墓草久宿	027.让二二八使我们成熟.txt	27	27
LAOS228-092	yes		1	知其所止	027.让二二八使我们成熟.txt	27	27
LAOS228-093	yes		1	助纣为虐	028.二二八中的留日特级流氓.txt	5	5
LAOS228-094	yes		1	语焉不详	028.二二八中的留日特级流氓.txt	7	7
LAOS228-095	yes		1	理直气壮	028.二二八中的留日特级流氓.txt	15	15
LAOS228-096	yes		1	从今以后，千万别管闲事，我们走我们的路，驴子吃人家的稻子，你要听话，叔叔才会常常带你到乡下来玩。	028.二二八中的留日特级流氓.txt	19	19
LAOS228-097	yes		1	虎而翼之	029.台湾人为何不敢清算日本人的二二八？.txt	9	9
LAOS228-098	yes		1	灰头土脸	029.台湾人为何不敢清算日本人的二二八？.txt	145	145
LAOS228-099	yes		1	涕泗横流	030.从暴君历史学到暴民历史学.txt	15	15
LAOS228-100	yes		1	夫贤士之处世也，譬若锥之处囊中，其末立见。	030.从暴君历史学到暴民历史学.txt	23	23
LAOS228-101	yes		1	脱颖而出	030.从暴君历史学到暴民历史学.txt	23	23
LAOS228-102	yes		1	种豆得豆	030.从暴君历史学到暴民历史学.txt	27	27
LAOS228-103	yes		1	平心静气	030.从暴君历史学到暴民历史学.txt	29	29
LAOS228-104	yes		1	哗众取宠	030.从暴君历史学到暴民历史学.txt	31	31
LAOS228-105	yes		1	恃宠而骄	030.从暴君历史学到暴民历史学.txt	31	31
LAOS228-106	yes		1	虽千万人吾往矣	030.从暴君历史学到暴民历史学.txt	31	31
LAOS228-107	yes		1	为虎作伥	030.从暴君历史学到暴民历史学.txt	35	35
LAOS228-108	yes		1	为所欲为	031.你通缉，我窝藏.txt	9	9
LAOS228-109	yes		1	阳奉阴违	031.你通缉，我窝藏.txt	9	9
LAOS228-110	yes		1	牵强附会	031.你通缉，我窝藏.txt	11	11
LAOS228-111	yes		1	独善其身	031.你通缉，我窝藏.txt	21	21
LAOS228-112	yes		1	不失其赤子之心	032.二二八时外省人的被害文献.txt	13	13
LAOS228-113	yes		1	世界上无论什么地方都有好人，也有坏人。	032.二二八时外省人的被害文献.txt	17	17
LAOS228-114	yes		1	不明不白	032.二二八时外省人的被害文献.txt	41	41
LAOS228-115	yes		1	死灰复燃	032.二二八时外省人的被害文献.txt	57	57
LAOS228-116	yes		1	任劳任怨	032.二二八时外省人的被害文献.txt	71	71
LAOS228-117	yes		1	间不容发	032.二二八时外省人的被害文献.txt	119	119
LAOS228-118	yes		1	呆若木鸡	032.二二八时外省人的被害文献.txt	135	135
