id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LASFH-001	yes		1	天不生‘李敖’，万古如长夜。	001.为司法黑暗发榜.txt	7	7
LASFH-002	yes		1	快意恩仇	001.为司法黑暗发榜.txt	9	9
LASFH-003	yes		1	锲而不舍	001.为司法黑暗发榜.txt	11	11
LASFH-004	yes		1	上得山多终遇虎	001.为司法黑暗发榜.txt	11	11
LASFH-005	yes		1	官官相护	001.为司法黑暗发榜.txt	13	13
LASFH-006	yes		1	无所遁形	001.为司法黑暗发榜.txt	31	31
LASFH-007	yes		1	明镜高悬	001.为司法黑暗发榜.txt	35	35
LASFH-008	yes		1	草菅人命	001.为司法黑暗发榜.txt	39	39
LASFH-009	yes		1	水落石出	001.为司法黑暗发榜.txt	41	41
LASFH-010	yes		1	不得要领	001.为司法黑暗发榜.txt	47	47
LASFH-011	yes		1	行尸走肉	001.为司法黑暗发榜.txt	47	47
LASFH-012	yes		1	逍遥法外	001.为司法黑暗发榜.txt	49	49
LASFH-013	yes		1	孤傲高蹈	001.为司法黑暗发榜.txt	57	57
LASFH-014	yes		1	趋炎附势	001.为司法黑暗发榜.txt	57	57
LASFH-015	yes		1	说大人，则藐之	001.为司法黑暗发榜.txt	57	57
LASFH-016	yes		1	戏公卿、弄王侯	001.为司法黑暗发榜.txt	57	57
LASFH-017	yes		1	杠上开花	001.为司法黑暗发榜.txt	59	59
LASFH-018	yes		1	耐人寻味	001.为司法黑暗发榜.txt	59	59
LASFH-019	yes		1	服善之勇	001.为司法黑暗发榜.txt	65	65
LASFH-020	yes		1	曲法阿世	001.为司法黑暗发榜.txt	73	73
LASFH-021	yes		1	杀人如草不闻声	001.为司法黑暗发榜.txt	73	73
LASFH-022	yes		1	遗臭万年	001.为司法黑暗发榜.txt	75	75
LASFH-023	yes		1	光明正大	001.为司法黑暗发榜.txt	83	83
LASFH-024	yes		1	瞒天过海	001.为司法黑暗发榜.txt	83	83
LASFH-025	yes		1	莫须有	001.为司法黑暗发榜.txt	83	83
LASFH-026	yes		1	上下其手	001.为司法黑暗发榜.txt	83	83
LASFH-027	yes		1	欲加之罪，何患无辞	001.为司法黑暗发榜.txt	83	83
LASFH-028	yes		1	孤陋寡闻	001.为司法黑暗发榜.txt	89	89
LASFH-029	yes		1	黄鱼两吃	001.为司法黑暗发榜.txt	93	93
LASFH-030	yes		1	李代桃僵	001.为司法黑暗发榜.txt	93	93
LASFH-031	yes		1	指鹿为马	001.为司法黑暗发榜.txt	95	95
LASFH-032	yes		1	摇身一变	002.钟曜唐——这样的法官配做院长吗？.txt	3	3
LASFH-033	yes		1	案重初供	002.钟曜唐——这样的法官配做院长吗？.txt	15	15
LASFH-034	yes		1	换汤不换药	003.为翁媳命案抱不平.txt	15	15
LASFH-035	yes		1	和盘托出	003.为翁媳命案抱不平.txt	37	37
LASFH-036	yes		1	避重就轻	003.为翁媳命案抱不平.txt	99	99
LASFH-037	yes		1	不了了之	003.为翁媳命案抱不平.txt	99	99
LASFH-038	yes		1	众说纷纷	003.为翁媳命案抱不平.txt	175	175
LASFH-039	yes		1	牵强附会	003.为翁媳命案抱不平.txt	205	205
LASFH-040	yes		1	倒果为因	003.为翁媳命案抱不平.txt	207	207
LASFH-041	yes		1	同流合污	004.从华定国冤狱到吕德冤狱.txt	7	7
LASFH-042	yes		1	天外有天	004.从华定国冤狱到吕德冤狱.txt	11	11
LASFH-043	yes		1	灰头土脸	004.从华定国冤狱到吕德冤狱.txt	31	31
LASFH-044	yes		1	面目全非	004.从华定国冤狱到吕德冤狱.txt	31	31
LASFH-045	yes		1	生不如死	004.从华定国冤狱到吕德冤狱.txt	81	81
LASFH-046	yes		1	老天爹（爷）不负苦心人	004.从华定国冤狱到吕德冤狱.txt	91	91
LASFH-047	yes		1	铁面无私	004.从华定国冤狱到吕德冤狱.txt	99	99
LASFH-048	yes		1	故态复萌	005.人间何处有青天.txt	21	21
LASFH-049	yes		1	画蛇添足	005.人间何处有青天.txt	25	25
LASFH-050	yes		1	满城风雨	005.人间何处有青天.txt	31	31
LASFH-051	yes		1	天方夜谭	005.人间何处有青天.txt	33	33
LASFH-052	yes		1	若合符节	005.人间何处有青天.txt	49	49
LASFH-053	yes		1	信口开河	005.人间何处有青天.txt	63	63
LASFH-054	yes		1	用之则行，舍之则藏	005.人间何处有青天.txt	69	69
LASFH-055	yes		1	苛政猛于虎	005.人间何处有青天.txt	71	71
LASFH-056	yes		1	忍气吞声	005.人间何处有青天.txt	75	75
LASFH-057	yes		1	无风不起浪	005.人间何处有青天.txt	143	143
LASFH-058	yes		1	真的假不了，假的真不了	005.人间何处有青天.txt	143	143
LASFH-059	yes		1	周而复始	005.人间何处有青天.txt	143	143
LASFH-060	yes		1	蛛丝马迹	005.人间何处有青天.txt	143	143
LASFH-061	yes		1	春潮带雨晚来急	005.人间何处有青天.txt	213	213
LASFH-062	yes		1	隔叶黄鹂空好音	005.人间何处有青天.txt	213	213
LASFH-063	yes		1	差强人意	005.人间何处有青天.txt	245	245
LASFH-064	yes		1	无所不用其极	005.人间何处有青天.txt	357	357
LASFH-065	yes		1	见仁见智	005.人间何处有青天.txt	421	421
LASFH-066	yes		1	走投无路	005.人间何处有青天.txt	437	437
LASFH-067	yes		1	身败名裂	005.人间何处有青天.txt	463	463
LASFH-068	yes		1	一念之间	005.人间何处有青天.txt	509	509
LASFH-069	yes		1	除暴安良	005.人间何处有青天.txt	601	601
LASFH-070	yes		1	天有不测风云，人有旦夕祸福	005.人间何处有青天.txt	603	603
LASFH-071	yes		1	打太极拳	005.人间何处有青天.txt	611	611
LASFH-072	yes		1	一干二净	005.人间何处有青天.txt	623	623
LASFH-073	yes		1	变本加厉	005.人间何处有青天.txt	697	697
LASFH-074	yes		1	息事宁人	005.人间何处有青天.txt	709	709
LASFH-075	yes		1	异口同声	005.人间何处有青天.txt	711	711
LASFH-076	yes		1	九霄云外	005.人间何处有青天.txt	721	721
LASFH-077	yes		1	敷衍了事	005.人间何处有青天.txt	739	739
LASFH-078	yes		1	忍无可忍	005.人间何处有青天.txt	745	745
LASFH-079	yes		1	若无其事	005.人间何处有青天.txt	747	747
LASFH-080	yes		1	视死如归	005.人间何处有青天.txt	747	747
LASFH-081	yes		1	守正不阿	005.人间何处有青天.txt	759	759
LASFH-082	yes		1	毛骨悚然	005.人间何处有青天.txt	789	789
LASFH-083	yes		1	一丘之貉	005.人间何处有青天.txt	817	817
LASFH-084	yes		1	后来居上	006.法官谢俊峰、王德云、张剑男公然破坏假扣押制度！.txt	21	21
LASFH-085	yes		1	昭然若揭	006.法官谢俊峰、王德云、张剑男公然破坏假扣押制度！.txt	21	21
LASFH-086	yes		1	恍然大悟	007.法官陈贻男的错误判决.txt	15	15
LASFH-087	yes		1	错认颜标是鲁公	008.评法官陈重瑜眼中的法律和正义.txt	47	47
LASFH-088	yes		1	胶柱鼓瑟	008.评法官陈重瑜眼中的法律和正义.txt	47	47
LASFH-089	yes		1	只知其一而不知其二	008.评法官陈重瑜眼中的法律和正义.txt	47	47
LASFH-090	yes		1	白纸黑字	008.评法官陈重瑜眼中的法律和正义.txt	49	49
LASFH-091	yes		1	节外生枝	008.评法官陈重瑜眼中的法律和正义.txt	49	49
LASFH-092	yes		1	舍大道而不由	008.评法官陈重瑜眼中的法律和正义.txt	49	49
LASFH-093	yes		1	石破天惊	009.“李登辉诱奸女生”不犯法.txt	17	17
LASFH-094	yes		1	莫名其妙	010.驳台中高分院法官林松虎.txt	5	5
LASFH-095	yes		1	滑天下之大稽	010.驳台中高分院法官林松虎.txt	15	15
LASFH-096	yes		1	当事人不得兼证人。	011.最高法院的判决笑话.txt	7	7
LASFH-097	yes		1	藏诸名山	011.最高法院的判决笑话.txt	19	19
LASFH-098	yes		1	奇货可居	011.最高法院的判决笑话.txt	19	19
LASFH-099	yes		1	彼有淫具！	011.最高法院的判决笑话.txt	21	21
LASFH-100	yes		1	别开生面	011.最高法院的判决笑话.txt	23	23
LASFH-101	yes		1	视而不见	011.最高法院的判决笑话.txt	23	23
LASFH-102	yes		1	移花接木	012.最高法院竟比警总还警总！.txt	29	29
LASFH-103	yes		1	高高在上	012.最高法院竟比警总还警总！.txt	37	37
LASFH-104	yes		1	扶同为恶	012.最高法院竟比警总还警总！.txt	41	41
LASFH-105	yes		1	希旨承风	012.最高法院竟比警总还警总！.txt	41	41
LASFH-106	yes		1	一翻两瞪眼	012.最高法院竟比警总还警总！.txt	41	41
LASFH-107	yes		1	荒腔走板	013.最高法院法官岂可有最低视野？.txt	5	5
LASFH-108	yes		1	无法无天	013.最高法院法官岂可有最低视野？.txt	35	35
LASFH-109	yes		1	举重若轻	013.最高法院法官岂可有最低视野？.txt	39	39
LASFH-110	yes		1	飞来山上千寻塔，闻说鸡鸣见日升。不畏浮云遮望眼，自缘身在最高层。	013.最高法院法官岂可有最低视野？.txt	41	47
LASFH-111	yes		1	无中生有	014.法官陈瑞甫、陈满贤、梁松雄不知维护人民权利.txt	11	11
LASFH-112	yes		1	蝉曳残声到别枝	014.法官陈瑞甫、陈满贤、梁松雄不知维护人民权利.txt	75	75
LASFH-113	yes		1	断章取义	014.法官陈瑞甫、陈满贤、梁松雄不知维护人民权利.txt	75	75
LASFH-114	yes		1	望尘莫及	014.法官陈瑞甫、陈满贤、梁松雄不知维护人民权利.txt	75	75
LASFH-115	yes		1	偷天换日	015.法官萧仰归真太荒唐了！.txt	13	13
LASFH-116	yes		1	责无旁贷	016.法官邱美育的荒唐大判决.txt	7	7
LASFH-117	yes		1	落井下石	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	3	3
LASFH-118	yes		1	司空见惯	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	63	63
LASFH-119	yes		1	春秋笔法	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	85	85
LASFH-120	yes		1	不学无术，误人子弟	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	113	113
LASFH-121	yes		1	招朋引类	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	131	131
LASFH-122	yes		1	一不做二不休	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	149	149
LASFH-123	yes		1	本是同根生	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	173	173
LASFH-124	yes		1	天衣无缝	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	181	181
LASFH-125	yes		1	顺水人情	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	183	183
LASFH-126	yes		1	习以为常	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	205	205
LASFH-127	yes		1	咬文嚼字	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	269	269
LASFH-128	yes		1	见义勇为	017.法官谷凤岐、陈世淙、蔡清游的自扰扰人.txt	279	279
LASFH-129	yes		1	一望而知	018.法官施俊尧的荒谬判决.txt	167	167
LASFH-130	yes		1	牛头不对马嘴	018.法官施俊尧的荒谬判决.txt	189	189
LASFH-131	yes		1	锯箭法	018.法官施俊尧的荒谬判决.txt	217	217
LASFH-132	yes		1	息息相关	018.法官施俊尧的荒谬判决.txt	221	221
LASFH-133	yes		1	毫不相干	020.法官陈国梁、刘景星、张连财的枉法裁判.txt	27	27
LASFH-134	yes		1	青史留名	020.法官陈国梁、刘景星、张连财的枉法裁判.txt	101	101
LASFH-135	yes		1	只字不提	024.法官施俊尧的枉法审理.txt	51	51
LASFH-136	yes		1	胡扯八扯	024.法官施俊尧的枉法审理.txt	55	55
LASFH-137	yes		1	不知所云	024.法官施俊尧的枉法审理.txt	61	61
LASFH-138	yes		1	记忆犹新	025.法官陈国梁、刘景星、张连财的又一枉法裁判.txt	31	31
LASFH-139	yes		1	听而不闻	025.法官陈国梁、刘景星、张连财的又一枉法裁判.txt	41	41
LASFH-140	yes		1	头头是道	026.法官房阿生、蔡光治、黄赛月的枉法裁判.txt	5	5
LASFH-141	yes		1	不折不扣	027.质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃.txt	51	51
LASFH-142	yes		1	倒打一耙	027.质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃.txt	85	85
LASFH-143	yes		1	恩将仇报	027.质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃.txt	85	85
LASFH-144	yes		1	占了便宜还卖乖	027.质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃.txt	89	89
LASFH-145	yes		1	弃暗投明	027.质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃.txt	91	91
