id	source_file	line_start	line_end	present	political_hits	quote_text
LALDHM-001	001.“新瓶装新酒”吗？.txt	7	7	yes		没有人把新酒装在旧皮袋里，若是这样，皮袋就裂开，酒漏出来，连皮袋也坏了；惟独把新酒装在新皮袋里，两样就都保全了。
LALDHM-002	002.这是哪门子“新酒”？.txt	15	15	yes		造也，吉凶所起造也。
LALDHM-003	009.歪嘴又打朱熹牌！.txt	11	11	yes		小和尚念经——有口无心
LALDHM-004	010.为有源头朱熹来！.txt	17	17	yes		半亩方塘一鉴开，天光云影共徘徊。问渠那得清如许，为有源头活水来。
LALDHM-005	010.为有源头朱熹来！.txt	19	19	yes		世事短如春梦，人情薄似秋云，不须计较苦劳心，万事原来有命。幸遇三杯酒好，况逢一朵花新，片时欢笑且相亲，明日阴晴未定。
LALDHM-006	010.为有源头朱熹来！.txt	21	21	yes		慈母手中线，游子身上衣；临行密密缝，意恐迟迟归。谁言寸草心，报得三春晖。
LALDHM-007	010.为有源头朱熹来！.txt	43	43	yes		你自家的准则，他是便知是，非便知非
LALDHM-008	010.为有源头朱熹来！.txt	67	67	yes		所谓‘致知在格物’者，言欲致吾之知，在即物而穷其理也。
LALDHM-009	010.为有源头朱熹来！.txt	69	69	yes		朱子所谓格物云者，在即物而穷其理也。是就事事物物上求其所谓定理者也。是以吾心而求理于事事物物之中，析心与理而为二矣。……若鄙人所谓致知格物者，致吾心之良知于事事物物也。吾心之良知，即所谓天理也。致吾心良知之天理于事事物物，则事事物物皆得其理矣。致吾心之良知者，致知也。事事物物皆得其理者，格物也。是合心与理为一者也。
LALDHM-010	010.为有源头朱熹来！.txt	75	75	yes		咬住青山不放松
LALDHM-011	011.财阀伸手捞国策，总统幕后搞“台独”.txt	27	27	yes		此地无银三百两，隔壁王二不曾偷
LALDHM-012	020.评李登辉指示《“二二八事件”研究报告》.txt	263	263	yes		埋骨何须桑梓地，人间无处不青山。
LALDHM-013	020.评李登辉指示《“二二八事件”研究报告》.txt	507	507	yes		缺席的常是错的。
LALDHM-014	020.评李登辉指示《“二二八事件”研究报告》.txt	515	515	yes		君子成人之美，不成人之恶。
LALDHM-015	021.李登辉“鸿禧山庄”贪污舞弊案调查报告.txt	21	21	yes		长袖善舞、多财善贾
