source_file	line	text
001.才华盖世侠骨柔情的思想家.txt	5	“政治家”应由思想家领导
001.才华盖世侠骨柔情的思想家.txt	11	邓维桢要办《政治家》时，跟我谈过很久，我就告诉他我应该是第一期的封面人物。他问：“为什么？你又不是政治家。”我说就因为我不是政治家，所以才应该找我。政治家是应由思想家来领导的，你说对不对？要不然水准就会降低，会变成政客。罗素得到诺贝尔文学奖时，不是也莫名其妙吗？他觉得他应该得和平奖才对。
001.才华盖世侠骨柔情的思想家.txt	31	□谁说的？我也有温柔敦厚的一面，譬如我在看守所里就是温柔敦厚，出来时朱光军还夸奖了我一番。另外像我给胡茵梦漂亮的离婚，难道不算温柔敦厚？当胡茵梦哀怨地到处说她是唐宝云第二，会被李敖拖十年，五个钟头后，她就接到我的离婚书和玫瑰花，她不是唐宝云第二，而是胡茵梦第一。她太不了解我李敖了，在决断关头时，我是有英雄气概的。龚定盦有一句诗说：“不是逢人苦誉君，亦狂亦侠亦温文。”我就是这样。我有很奇异的做人标准，不是那么容易了解的。
001.才华盖世侠骨柔情的思想家.txt	41	还有我救殷海光。我救殷海光时，他已被官方封锁，日子很难过，可是我愿意救他，因为我认为他的生命很珍贵，值得救。那时美军顾问团在台北，市面上的冰箱冷气，都靠顾问团用的二手货，我化名“OK李”，整天转卖旧电器，有一次我卖一台冰箱给李翰祥，在搬运时，被李太太看到，他问：“怎么大作家做起苦力来了？”我说：“大作家被下放了，正在劳动改造啊！”
001.才华盖世侠骨柔情的思想家.txt	43	王晓波在《悼念我的老师殷海光先生》中说：“后来，殷先生由宏恩医院转往台大医院开刀，台大医院有公保，只要住二等病房就不必另外缴费，宏恩医院的费用是李敖付的，因为当时殷先生的学生中只有李敖有钱。”王晓波最后一句说的不对，当时殷海光学生中最有钱的是陈鼓应，可是他一毛不拔。张灏、林毓生也都比我这卖苦力的、多年失业的有钱，但他们都不行动，这些殷门弟子只会说漂亮话不做漂亮事。他们抱住殷海光，说殷海光是他们的，我倒要开开玩笑，来篇《我的殷海光》，我要告诉海内外的混蛋们，你们上了殷海光学生亲友的当了，真的殷海光是我李敖笔下的（《我的殷海光》收于《李敖千秋评论丛书》第五期）。
001.才华盖世侠骨柔情的思想家.txt	47	我再告诉你我另一个侠的故事。我中学时有个老师叫严侨（严复的长孙，华严的哥哥，辜振甫太太的哥哥），他是共产党，被捕了以后，我常常饿了早饭不吃，凑钱给严师母，严师母后来到台北投靠辜振甫，辜振甫闭门不见，严师母只好给外国人当下女（她是匪谍之妻，中国人不敢用），三个小孩都送进孤儿院。去年辜振甫赔了我一笔钱，我抽了十万送给严师母，胡茵梦也在场，我那时与严师母已十多年不见了，我告诉她：“这个钱你可以拿，这就是三十年前对你闭门不见那人的钱，今天我总算给你出这口恶气。”胡茵梦说我小气，小气的人会这样吗？
001.才华盖世侠骨柔情的思想家.txt	77	□那我就说：“嘴巴上骂我吹牛的人，心里都为我供了牌位。”我觉得我现在的白话文比以前更好了，以前喜欢卖弄学问、不自然，现在真的是行云流水了。
001.才华盖世侠骨柔情的思想家.txt	79	我对中文运用的空前绝后，从我讲的“五十年来和五百年内，中国人写白话文的前三名是李敖、李敖、李敖”这句话可以看出。一般人绝对不会像我这样运用文字，他们顶多说五十年来五百年内我是最好的、五十年来五百年内我是第一等等，他们绝不会用“李敖、李敖、李敖”，我这样用法，可以构成押韵、达到广告效果。
001.才华盖世侠骨柔情的思想家.txt	91	□因为党外的大方向是对的，眼前加入国民党的，先占便宜，党外则先吃亏，先被打击、被怀疑。如果说党外在投机，也是投未来的机、投不可知的机。有一张党证没什么稀奇，可是少一张党证，多少不方便啊！荀子不就说过“有之不必然，无之必不然”吗？
001.才华盖世侠骨柔情的思想家.txt	107	■这次你一出来就揭发了很多所谓“黑幕”，你不担心惹出麻烦来吗？
001.才华盖世侠骨柔情的思想家.txt	119	我结婚第二天晚上，有个人打电话到我家说：“李敖，我要杀你全家”。我说：“我只一个人，你怎么杀我全家”？他就说：“好，那我杀你一个。”
001.才华盖世侠骨柔情的思想家.txt	121	你猜我怎么回答？我告诉他：“那你排队吧！要杀我的人一大堆，还轮不到你呢！”
001.才华盖世侠骨柔情的思想家.txt	123	第三天夜里3点多钟，有个自称中视林导播的，打电话找胡茵梦，我说现在是夜里3点啊！他回答说：“没错，我知道是夜里3点，你叫不叫胡茵梦来听？她不来听，明天我就公布胡茵梦跟我的床上照片。”
001.才华盖世侠骨柔情的思想家.txt	125	你猜我怎么回答？我说：“林导播，胡茵梦在跟我结婚前，就开过一张名单给我。名单里面没有你，可见你是冒充的，如果你有照片，那你公布好了。”
001.才华盖世侠骨柔情的思想家.txt	129	我们讲流氓“三刀六眼”，一刀插进大腿，刀眼从另一边出来，“三刀六眼”这样才能当流氓嘛！我们有我们的江湖气，有机智、有凶狠的一面，也有慈悲的一面，我猜想，我可能是奸雄一类的人物（又笑起来）。
001.才华盖世侠骨柔情的思想家.txt	145	当你追求进步时，怎么可能没有代价？古往今来的这种例证，我看的太多了，老实说，我无动于衷。清朝名将彭玉麟说过一句话：“烈士肝肠名士胆，杀人手段救人心”，搞政治的人要相当放得开，不必妇人之仁。
001.才华盖世侠骨柔情的思想家.txt	147	甘地发起抢盐运动时，很多人说他心肠狠。那时英军对盐是管制的，这样群众才容易就范。甘地于是发动男女老少去抢盐，英军守住盐库，对着成千上万逼近的群众开不了枪，因为他们不暴动嘛！只是往前挤。英军只好挥起棒没命的打，打得他们头破血流，可是前一排打倒了，后一排的人又挤上去。甘地面对这种惨状，无动于衷，还是让他们继续抢。当为了一个大目标献身奋斗时，甘地只能无动于衷。他说：“我们今天要吃这么多苦，那是因为我们吃的苦还不够，我们做的牺牲还不大”。
001.才华盖世侠骨柔情的思想家.txt	181	陈平就是一个例子，每个人都说陈平偷嫂子。有一天，连皇帝也忍不住了，就问他到底是怎么回事。陈平回答：“我从来就没有哥哥。”可是，这个谣言还是跟了陈平一辈子。
001.才华盖世侠骨柔情的思想家.txt	187	“我德比才高”
001.才华盖世侠骨柔情的思想家.txt	193	孟子书中说：“自反而不缩，虽千万人，吾往矣！”这话念起来轻松，真要做时，可要很高的勇气。
001.才华盖世侠骨柔情的思想家.txt	197	我想起萧伯纳讲的一句话：“人家捧我，我很不安，因为捧的不够。”我觉得只有我才能把我自己捧够。
001.才华盖世侠骨柔情的思想家.txt	203	□当然，我可以不必为五斗米折腰。（这时他的律师龙云翔插进来：不是不必，是不必那么为五斗米折腰。）
001.才华盖世侠骨柔情的思想家.txt	211	□辜振甫赔了我钱，我抽了十万给严师母。我帮《深耕》写一篇东西，他们给我四千块稿费，我马上叫来人找到黄石城说：“笑话，只给四千，拿三万来。”黄石城果然给了我三万，可是我把这钱转给林正杰当竞选经费了。还有绿岛那些难友，我从来不吝惜，一送送十万。我愿意充阔。既然我们这个社会，装穷比充阔难混，为什么我要装穷？我可以打高空，银行相信我，愿意给我贴现，我当然充阔。
002.对是非绝对是不让步的.txt	19	我李敖只是会叫，其实人不坏。所以在我家门口应该钉一块牌子，上面写——“内有恶犬，但不咬人。”
002.对是非绝对是不让步的.txt	41	我坐牢的时候和别人合住的时间只有几个月，其他的时间都是独住一个牢房，这次坐牢也是一个人独住。一个人独住所要面对的首先就是寂寞。在囚犯的眼中，让我一个人独住是“虐待”我，而不是像有些人所说的是“优待”我。一般的囚犯都怕一个人独住，因为寂寞是非常难挨而且痛苦的。在寂寞中情绪能够不变坏并且还要有工作成绩，这就不简单了。
002.对是非绝对是不让步的.txt	43	监狱可以说是人间最苦的地方，在这种“苦其心志”（虽然没有“劳其筋骨”）的状态下，会使你觉得人生需要面临很多的独立作战。在孤独无助的状况下，大多数的人都会产生自怜的情结，但是我就没有产生这种情结。
002.对是非绝对是不让步的.txt	57	不相信“为读书而读书”
