file	line	context
001.景福门，你们来个屁！.txt	5	拉斐德死后八十七年，也就是他去美国参加独立战争后一百四十年，第一次世界大战爆发了，美国加入战团，支援法国对抗德国。美国派出军队，派遣军司令官是潘兴将军（General John J. Pershing）。1917年7月4日，一幕感人的献词在巴黎拉斐德坟前发表了，主题是：——“拉斐德，我们来了！”（Lafayette we are here!）。言简意赅，表达...
001.景福门，你们来个屁！.txt	7	这句“拉斐德，我们来了！”的名言，一般都误以为出自潘兴将军之口，但据潘兴回忆录——《我在世界大战中的经历》（My Experiences in the World War），却指出乃是斯坦顿上校（Colonel C. E. Stanton）的杰作。一言之微，为大将者都不没人之功，这种风度，可为典范。
001.景福门，你们来个屁！.txt	9	最近北京天安门前风起云涌，大陆学生与人民，为争取自由民主，波澜壮阔，蔚为奇观。相形之下，台湾地区的委琐畏葸，显得不成一比。国民党老脸兜不住，乃由巧宦施启扬出面，召集行政院大陆工作会报，徒以空话，加以声援。在上者粉拳绣腿如此，在下者自然希旨成风，也就纷纷绣花枕头而出。其中最恶心人者，是今早看报，有所谓国立中山大学教职员发表的支援大陆民主运动声明。该声明由马屁诗...
001.景福门，你们来个屁！.txt	11	显然的，马屁诗人余光中在窃取“拉斐德，我们来了！”之意，以为比附与贴金。但是，这些国民党御用文人，他们在“争取两千万人的民主与自由”上，根本就是一纸空白，而没有任何实际行动。如今又朝十一亿人口大放厥词，且以当年美法战士自况自脱，其无耻也，真可腾笑古今中外。事实上，国民党“总统府”前的景福门，早已是压迫自由民主的标志，又何足以自炫骄人？如今景福门下的御用文人，...
002.中国双城记.txt	17	另一方面，在北京以外的另一个城市——台北，所有的反应，却是莫名其妙的。看起来像支援，其实只是做秀；看起来像哀悼，其实只是干号；看起来像吶喊，其实只是空话；看起来像悲歌遍海岛，其实只是欢乐满人间。从四十年前开始，国民党就鼓动大陆起义抗暴，我们就来；如今那边京华烟云如彼，这厢粉拳绣腿如此，还无耻大喊：“天安门，我们来了！”
003.北京滥杀，台北滥情.txt	3	昨天晚上应台大学生会邀请，在全校处处为天安门滥杀满挂丧祭布条下，发表演讲，我不客气的指出：高等知识分子不可以跟着国民党传播媒体，如此滥情。我认为目前台湾朝野这些举动，只能自己过瘾、自我慰藉而已，对大陆实在“无能为力”，因为大陆那边，得不到任何实惠，如果有什么实惠，我看也是自己享用了。例如到处捐血，捐了半天，送不出去，现在卫生单位负责人已笑脸上电视，说这些血送...
003.北京滥杀，台北滥情.txt	11	在北京方面共产党滥杀学生之际，在台北方面，国民党却动员学生，发起一片滥情风。在滥情风下，从纠合小学幼童遥祭英灵起，到各路人马戴孝也、配纱也、悲歌也、吟诗也、下泪也、禁食也，乃至募款也、送报也、诵经也、祈祷也、弥撒也、喊口号也、竖立民主女神像也、烧毁邓小平、李鹏、杨尚昆刍像也、大学校长发起六月九日中午十二时集体默哀三分钟也。……花样百出，甚至香港的国民党同路人...
004.双城外记.txt	3	5月19日我在师大演讲，师大学生问我对这次天安门事件的看法。我铁口直断，说共产党忍无可忍时候一定出兵，军队一开出来，一切学生运动立刻云散烟消。——别以为共产党干不出来，共产党才干得出来呢！
004.双城外记.txt	13	这一次天安门事件，由于今天下午传来邓小平出面的画面，多日来“匪情专家”和业余“匪情专家”的猜谜和造谣，已经完全穿帮。邓小平已死也、邓小平失权也、邓小平无法掌握全局也、中共内战也……所有的捕风捉影，都显示了台北的起哄与无知。
004.双城外记.txt	15	这些起哄与无知，抽起样来，品类繁多。我在台大演讲，台大学生问我：国民党一直说反攻大陆，目前有了机会，为什么不动手？我说机会是有了，可是目前不是好机会而是坏机会，四十年来最坏的机会，共产党与苏联和解了、冻结在中苏边境的五十八个师也可以调动了、内部困难又常常导致外部冒险、邓小平又说在他死前即1990年前乐见中国统一……种种迹象都显示了它不打你就好了，你还想反攻它...
004.双城外记.txt	19	对这种一厢情愿、不知自己是老几的所谓“具体建议”，其荒谬好笑，真令人不敢相信竟出自高等知识分子之手！其梦呓程度，实越反攻大陆而上之。因为要“绳之以法”，必得有赖反攻大陆成功为前提，反攻大陆未成，一切诛杀，自然谈不到。谈不到却先“请立法院尽快通过法律”，则此种法律，除了可供“意诛”之资外，全无任何意义。国民党学人竟有此种出馊主意的大脑，真可为这次天安门事件，别...
005.别信“匪情专家”.txt	3	昨天午前陈又亮自美国打电话来，告诉我北京清华大学学生在天安门广场散发《李敖论五四》一文的事，两人顺便聊起北京的情形。陈又亮是我台大小老弟中最慧黠过人的，跟他聊天，相激相荡之下，每多妙悟。挂掉电话，我就立刻想写这篇文章。
005.别信“匪情专家”.txt	13	除了对“匪情专家”的个人进退、敢不拜嘉之外，所谓“匪情专家”，对我们实在并无更多的权威性。可恶的是，国民党的“匪情专家”却整天被请出来指导我们，为我们导向，甚至为国民党自己的封疆大吏导向，于是许多笑料，就脱肛而出。
005.别信“匪情专家”.txt	15	例如所谓“反攻大陆”的问题，在国民党党中央四十年前提出“一年反攻”“两年反攻”之后，就一直是“匪情专家”无法面对的问题。在雷震《自由中国》半月刊最后点破反攻无望的时候，“匪情专家”就大肆抨击，认为是“公然散布失败主义的思想”！但是，迟迟不能反攻，直到1959年5月19日，由国民党总裁演讲“掌握中兴复国的机运”时，宣布“再过十年”，也就是到了1969年，“超过...
005.别信“匪情专家”.txt	19	这次天安门事件，又一次证实了“匪情专家”完全无所施其技，大家左分析、右分析，但其结果，与中外记者捕风捉影或造谣生事如出一辙，不分你我，大家都成了猜谜先生。“匪情”如此，纵夙夜匪懈，亦无从得其情矣！
006.从橘子汁到洋酒.txt	9	第一，所谓“他以‘民主鬼’‘自由魂’称呼殉难的北京学生”，与“事实的存在”不符。因为我那篇文章中，并没有这些话，这些话是康系报纸捏造的。虽然这些话没什么，但李敖既没用来“称呼殉难的北京学生”，硬栽在李敖头上，其居心就太不光明了。
006.从橘子汁到洋酒.txt	13	第三，我来自北京，北京是我念小学念初中的地方，我对北京学生的感情，自信在许多假仁假义假慈悲的台湾居民和舞文弄墨的台湾文人之上，不劳干号派替我操心。康系报纸说我“歪曲北京学运的精神”，证明了康宁祥这票人，根本就没看懂我的中文。我的原文是：“天安门广场的学生中，固然有绝食等悲壮表现，却也有另一种现象，可以观察他们的艰苦。……他们的境遇，真令人同情。”文章明白如此...
007.大风起兮.txt	15	五、他提醒人们，美国最怕中苏和好。——所以中苏“两国具体安排高峰会谈的时刻，布什访问中国。”“当戈尔巴乔夫正式访华时，受美国操纵的大陆学潮也发展到最高潮。本来以采访中苏高峰会谈的美国三家电视台，成为集中报导北京学潮的工具，造谣、渲染、夸张、丑化，用选择性偏颇镜头和诱导性的新闻插播，进行煽风点火。”
008.共产党饶你，我不饶你.txt	15	国民党报纸中，有这样的提示：“我们要特别留意的是公告中指出‘如果认为必须追诉的，由最高人民检察院核准’的但书，这和去年的公告所有犯罪不再追诉，显然有极大的不同，突出所谓‘历史罪行’的意义，显示中共在进行‘示好’的同时，仍不忘保留最后的法律处置权，以便能‘伺机运用’，这是有此‘前科’的国人在旅游探亲时不可不特别警惕的。”又说：“在六四事件发生，台海两岸关系微妙...
008.共产党饶你，我不饶你.txt	17	国民党报纸中这些论述，有的部分，是有意误导的。例如它说“和去年的公告所有犯罪不再追诉，显然有极大的不同，突出所谓‘历史罪行’的意义，显示中共在进行‘示好’的同时，仍不忘保留最后的法律处置权，以便能‘伺机运用’，这是有此‘前科’的国人在旅游探亲时不可不特别警惕的。”事实上，在去年的公告中，共产党明说1949年10月1日以前“在大陆犯有罪行的”，“不再追诉”。对...
010.“民运”“民阵”的归宿.txt	3	刘宾雁这次来台，我不肯见他。他赠书写信来，我题诗回去。最后两句是：“朱弦休为蓝衣绝，白山黑水子何之？”事后王企祥问我：“蓝衣”改成“青衣”是不是好一点？我说蓝衣特指国民党（国民党有蓝衣社），与红色（朱弦）的共产党相对，意在期勉刘宾雁立场要站稳，不要把自己跟国民党扯在一起。
011.美国总统的请帖.txt	5	消息传出后，国民党曲学阿世的花瓶学者照样发表了谈话，今早报上说：“台大教授胡佛今日凌晨在获知方励之被阻参加布希总统宴会后表示，……为了人类共同的价值与理想，美国固应关怀大陆人权运动，也是所有民主国家、世界人权组织所应关注的，海内外中国人，特别是知识分子更不能漠视。”“美国普林斯顿大学教授余英时，今天获悉方励之无法与会的消息后，直率批评中共对方励之的阻挠已失去...
011.美国总统的请帖.txt	7	看了这些报导，立刻想起一件往事。那是1966年殷海光的一篇文字——《我被迫离开台湾大学的经过》，其中提到国民党“某部”（警备总司令部）阻止他与奥地利自由主义大师海耶克见面的事。殷海光回忆，1966年“9月20号海耶克（F. Hayek）教授来到台湾。土地银行董事长萧铮安排一个座谈会，约我参加，预定22号下午举行。21日下午4时20分，某总部该安全人员又来舍，...
015.魏德迈“客观”吗？.txt	5	《自由时报》登：“有中华民国长期友人之称的魏德迈将军，17日在华盛顿辞世，享年九十二岁。盖棺论定，魏德迈在历史的评价如何？淡江大学美国研究所所长李本京认为，魏德迈是个客观有风度的职业军人，他既不为共产党，也不为国民党，而是真正为中国人民的福祉着想，对于战时的中国有不可否认的贡献。……魏德迈在二次大战期间曾经担任先总统的参谋长，在他前任的是史迪威，由于史迪威的...
020.“血洗台湾”考.txt	3	法务部调查局《历史的教训——为何不与中共和谈？》（一九八二年六月）页149-150“第二节所谓‘血洗台湾’阴谋的粉碎”：
021.为“反共义士”进一解.txt	3	“义士”一词，在中国有长远的历史。古书中《墨子》《庄子》《荀子》《左传》《战国策》中，都有这词儿出现，可见中国人对“义士”的尊重，是源远流长的。宋朝洪迈《容斋随笔》卷八“人物以义为名”条下说：“至行过人曰义，义士……之类是也。”照这一定义，义士云者，是“至行过人”的超人、高人与伟人，我们不可不注意。
