file	line	context
《你不知道的彭明敏》引言.txt	3	彭明敏与李敖有一段罕为人知的患难交情。彭明敏写道：“我受难期间，他（李敖）对我那份厚情和义侠，永铭于心，至今仍时时回念感谢。”但是，在“台湾人出头天”以后，彭明敏却出书删去了李敖，把“厚情和义侠”的外省人出了局。
001.你不知道的彭明敏.txt	9	远在二十年前，当我被“台独”英雄们咬成是他们共犯而身陷冤狱时，我就有了写出真相的念头。不过，由于我的厚道和隐忍，这事被我一搁多年。直到最近，彭先生惹出了一个爆破点，他主动并且公然抹杀他跟我的友谊，并且形诸文字，我乃转告谢聪敏，我说：“你可以婉告彭先生，他和我未来的友谊也许难以继续；但他和我过去的友谊他若拼命想忘记，我就拼命想回忆，回忆完了，就会写出来，那时候彭先生恐怕不好看啦，请不要逼我写吧！”但是，一时欠聪欠敏的彭先生漠视我的警告，相应不理。直到最近我箭在弦上，又聪又敏的谢聪敏急了，乃安排7月5日的饭局，并说他可以请彭先生向我道歉。我说：“二十多年来，我承你们师徒厚爱，把我咬成台独分子，在政治立场上，我不怪你们，因为为政治牺牲朋友本来就不稀奇；但在朋友立场上，我感到很遗憾，你们害朋友家破人散、冤狱缠身、饱受刑求、坐牢多年，最后彭先生在海外发行的杂志竟还发表文章斗臭我！彭先生在台湾印行的书竟还将我和他的友谊出局！我生平饱受诬陷、忘恩、负义，这种遭遇倒也不少；被人不仁不义的打击，所见已多。但一应俱全而又年深月久的，却以彭先生的为首。道歉吗？我等了二十年了。二十年间，你们没有说过一句抱歉的话，台独英雄们做人这样菜，现在听说我要写书才要道歉，一切都太迟了。还是让我写完，发表出来，大家再‘重建革命感情’吧！”——谢聪敏应该懂我的意思，我曾写文章斥其卑鄙，但他大度能容，直到今天，还笑嘻嘻的在我身边做朋友。同理，彭先生如果知过能改，大度能容，他仍旧是我李敖珍惜的人。为什么不呢？我也多次不计较他对我的不仁不义了，为什么最后不再宽大一次呢？
001.你不知道的彭明敏.txt	17	彭：我认为情形已经不严重了，以后会更加和缓。我早年提出的《台湾自救运动宣言》当中，就主张台湾人与外省人一体合作，共建台湾。但是我被拘禁之后，政府对军公教各方面说明的时候，故意隐去这一段，反而诬称我提倡杀尽外省人，用以分化省籍之间的感情。我赞佩的人当中有提携我的外省籍师长，如胡适先生、萨孟武先生、傅斯年先生等等。也有外省籍好友，这说明我绝不是一个狭隘的省籍主义者。台湾不能分成本省外省两个族群互斗，那只会带来灾难，应该合作才是。我也同意在政党比例代表中有某种比例的大陆籍国会代表，但比例必须合理，产生方式也要有一定的民意基础，这样能使外省人有安全感。
001.你不知道的彭明敏.txt	19	我一看之下，为之一震。因为“1992年10月14日”的《中国时报》原文，并不如此。原文在“我赞佩的人当中有提携我的外省籍师长，如胡适先生、萨孟武先生、傅斯年先生等等，也有外省籍好友”和“这说明我绝不是一个狭隘的省籍主义者”之间，明明有九个字，被彭先生暗中删掉了，这九个字是
001.你不知道的彭明敏.txt	33	彭先生为什么要在新书里，在“外省籍的好友”一句下，删掉“包括反对台独的李敖”呢？我的看法有二：第一、彭先生是越王勾践型的寡情人物，是“可与同患，难与处安”（可以共患难，不可以共安乐）的人，在“台湾人出头天”的时代到来以后，李敖的利用价值已近于零，所以对李敖要敬而远之；第二、由于李敖有一定的影响力，又反对“台独”，而他们当年又诬陷李敖是“台独”，使李敖家破人散、冤狱缠身、饱受刑求、坐牢多年，他们对李敖的定位、跟李敖的关系变得十分复杂，造成他们内疚和不便，因此但愿渐行渐远，力谋“脱身”，以策安全。不过，李敖待朋友虽然宽厚，却非易与之辈，你对他过分不起，他极为难缠。而彭先生、魏廷朝、谢聪敏三位，“脱身”之道，随其智愚，各有不同。谢聪敏最识大体，他在牢里诬攀李敖是“台独”，为人卑鄙，但出狱后，在彭明敏等“台独分子”恩将仇报，在海外发行攻击李敖杂志之际，曾挺身而出，写文点破：“就李敖和台湾人的关系来说，我认为台湾人欠他的比他欠台湾人的更多。”这是谢聪敏的公道处，他在诚惶诚恐中，仍不忘仗义执言；至于魏廷朝，他和我私交极深，我不在家的时候，他可以替我看家，可见我对他的信任。以他跟我的深交，在牢里诬攀我是台独，我想他内疚最深。他出狱后只和叶菊兰、谢聪敏来看过我一次，从此形同隔世。1986年7月，在康宁祥的杂志刊出“台湾历史家”李筱峰假托魏廷朝之言做出攻击李敖的造谣文字后，魏廷朝曾写信驳斥。他说：“假托我的话，来攻击李敖，实在毫无道理。”他又说：“攻击李敖，应该攻其所短，岂能攻其所长？说他专门打小报告，陷害朋友，可以说适得其反；既不合事实，尤其不是魏廷朝口中所言。李敖是最可靠的朋友（也是最难缠的敌人），在困难的环境中，经常接济难友，有许多受过他的恩惠的人，在十几年后始终对他怀念不已，这恐怕是他自己当初所料想不到的。他对看不顺眼的人和事，反应过分强烈，往往马上使小性子用刺骨的言词、伤人的冷漠、明显的动作，当面让人难堪；但他不会放暗箭。”——这是魏廷朝的公道处，他在渐行渐远中，仍勉为临去秋波之言。
001.你不知道的彭明敏.txt	51	1965年起，我开始准备脱出台湾，须与海外各方联络。所有通信都须请人带出海外投邮，来信也不能邮寄，只能从海外由人带进台湾。为此，需要一些可靠朋友，由他们再转托其可靠友人，带出带进。李敖便是这少数可靠朋友之一，他曾为我转出一些重要信件，但他恐不知道我频频与海外联络，目的是什么。没有想到这竟成为他入狱重大罪名之一，我衷心歉疚，难以表达。
001.你不知道的彭明敏.txt	55	我到达瑞典以后，有一段时期，仍与他保持联络。但所谈大都是轻松私事，不涉及国家大事。
001.你不知道的彭明敏.txt	65	他出狱后，因顾虑到台湾以及我本身的环境，觉得还是不打扰他好。于此，我们的联络中断了，而一断就是十八年。
001.你不知道的彭明敏.txt	67	1988年底，偶然与他恢复联系，其后，我们有时隔洋追念往人往事，对人世沧桑，共担感慨。
001.你不知道的彭明敏.txt	83	在“彭案”没发生前，彭先生大体上是国民党培养的乖乖牌，他本是国民党最早提拔的青年才俊，看看他的资历：博士、台大政治系主任、“联合国代表团”顾问、阳明山会谈参加者、跟钱复同为第一届“十大杰出青年”……只要他不那么锋芒毕露的话，我敢断言，今天的“总统”是彭先生，而不是李登辉。李登辉那时只不过是农复会的一名技正而已。李登辉成名在我之后，像这样的笨东西，国民党竟然会大力提拔，原因无他，典型奴才耳！彭先生这样优秀的人才，国民党拉拢不到，我认为是这个人非常有志气，台湾被日本与国民党前后摧残八十多年，像这样有志气的台湾人真是不可多见！看看像党外人士，像高玉树、像张贤东，乃至像今天民进党的作秀派大员们，国民党稍微给了一点好处、一点面子、一点虚荣，就马上变了。而彭先生则不然，他是蒋介石“召见”过的人，可说是几乎到手的东西，他却弃若敝屣，甘愿当个反叛者，是很难得的。
001.你不知道的彭明敏.txt	91	彭先生虽然有那么好的太太，但是他不安于室，习与性成。本来这是私生活的事，别人不该提。但是你的私生活，“膨风”到与公益、与为人师表、与世道人心有关的时候，恐怕就不能托词是你个人私德而不准人来过问了吧？彭先生如果是“单身贵族”，随他扯女人也是他的事，但他至今是有妇之夫，这样乱来，自与形象不合。至于诱奸女生们，当女学生们想留学而请他写介绍信的时候，他的条件就开出来了。比较之下，今天人面兽心的“性骚扰”派大学教授们真是小儿科了。“窃比于我老彭”就差得太远了，两只手的“性骚扰”又算老几呢？人家一只手，早就上床大干特干起来啦！
001.你不知道的彭明敏.txt	93	彭先生笔下回忆他偷渡前夜会李敖的事。他偷渡后，谢聪敏、魏廷朝都跟我说，彭先生最后一个见的是我，他们在彭李会面后未再见面，其实这是联合串通的谎话。事实上，彭先生最后一晚还同一位名女人上了床后，才风流而去。
001.你不知道的彭明敏.txt	95	彭先生偷渡以后，秘密转给我一封信，还附带瑞典美女的泳装相片。信里戏称，里头的美女是李敖在瑞典的读者。我被抓时，信与照片都被警总搜去。我还记得当时警总军法处军法官王云涛开调查庭时，当庭在卷宗中掏出美女相片，手一扬，对我笑道：“你们的美女已被我们没收了！”
001.你不知道的彭明敏.txt	127	事由：为签报中央常务委员谈话会对所谓台独问题研讨之综合发言要点，敬请钧詧由。
001.你不知道的彭明敏.txt	129	敬呈者：关于所谓台独问题，经于2月13日举行中央常务委员谈话会，经就应采措施及彭逆明敏案有关情况，提出报告，详加研讨。决定如下：（一）统指会所提防制台独活动措施及分工表，应参照本日与会同志所提意见修订补充后，会同党政有关单位，积极策划办理。（二）彭逆明敏潜逃经过，有关单位查明后，应再提报常会。兹谨检呈与会委员综合发言要点一份，敬请钧詧。
