file	line	text
001.张学良是末代民族英雄.txt	11	从开刀以后一个月，就像女人怀孕坐月子一样。我做了一个月的月子，我就好像一位66岁的阿婆剖腹生产，我的遭遇就是这样。三个月开两次刀，并且第二次刀开的是14公分的刀，一个大伤口。我高估了我的体力，结果要休息这么久，现在讲话还是中气不足。虽然还是火力十足。所以我跟我自己开玩笑，我不是东山再起，我是西山再起。为什么呢？我记得我年轻的时候，梁实秋先生跟我说：李敖你记得，人过了60岁以后，谁比谁先走，谁比谁先死，就不知道了。我已经66岁了，在我这年纪里面，像苏东坡苏轼、像王安石，都在66岁都走掉了，我还能够健在。所以我今天说我是西山再起，而不是东山再起。
001.张学良是末代民族英雄.txt	15	末代民族英雄什么意思呢？就是中国还有民族英雄，世界也有民族英雄。对不起，台湾没有。这种民族英雄，他走了以后，这票人没有了。什么原因呢？我可以告诉各位，那种为了国家、为了理想，能够牺牲自己的这种伟大人物。现代教育和现代的人文环境已经创造不出来了。张学良他跟我同乡，就是中国的东北人。他的父亲就是张作霖，他们就所谓的东北王。他们的势力范围在东北成长以后，当时张作霖要逐鹿中原，就到了北京。所以我们常说北洋政府，国民党要打倒的北洋政府，最后一任的统治者不是别人，就是张学良的爸爸张作霖。
001.张学良是末代民族英雄.txt	17	当蒋介石这南方的军事势力，所谓北伐的时候，快打到北京的时候，张作霖就决定回东北。他的火车开到了皇姑屯的地方，忽然被地雷炸起来了，把他炸死了。被什么人炸死？就是日本人。日本人为什么炸死他？日本人认为张作霖不合作，所以他们要消灭这个跟日本人不合作的势力，他们要重新建立一个跟日本人合作的势力。张作霖死了以后，张学良继承了东北王的身份。
001.张学良是末代民族英雄.txt	29	所以这个故事，何东爵士的儿子何世礼就告诉我，正好印证了这个诗。就是：赵四风流朱五狂，翩翩蝴蝶正当行。温柔乡是英雄冢，哪管东师入沈阳。张学良管了东师入沈阳了。可是原来有个秘密电报，就蒋介石告诉他不可以抵抗。张学良背着黑锅背到了五年以后，他终于忍不住了，在西安就发生了所谓西安事变。西安事变什么意思？就是张学良要求蒋介石不要再打内战了，要跟日本人作战！就是一致抵抗外国。他们把蒋介石抓起来，要求蒋介石同意了八条件。蒋介石同意没同意？蒋介石同意了，只是没签字而已。这个事实得到同意了，因为同意了，张学良就把蒋介石放回来。他觉得我是你手下，劫持了你，要求你同意了，同意以后你回南京，我要给你面子，张学良就送蒋介石就回去了。回去以后就被蒋介石关起来，从38岁关到了83岁，从大陆关到了台湾，从蒋介石的升官到了蒋介石死。蒋介石死了以后，慢慢台湾开始疏解了张学良，可以有一点点自由了，最后他离开了台湾，到了夏威夷。
001.张学良是末代民族英雄.txt	33	张学良有他的怀抱，我认为他是很了不起的一个人，一个人可以搞东北独立而不搞独立。所以张学良说我们张家父子不是为了爱国，怎么会有这种下场？这就是张学良的伟大地方。可是我们看看，当台湾台北的远流出版社出版《张学良共产党西安事变》的书里面，我们可以看到，柏杨还写序，他说：“张学良率领20多万东北子弟兵，进入山海关，如果他真是抗日，停在关外就可以了，何必通过叛变的手段？”这什么话？刚才我拿出秘密文件来看，蒋介石不许他抗日！“东北军入关后，他对中央不给他补充新兵，愤恨不平，统帅部拒绝补充新兵，用心固然可诛，但一个受不公平待遇的军官，有抗议的权利，没有叛变的权利，也没有叛变的必要。”这是什么话？把张学良的西安事变解释成是为了要补充新兵。柏杨这种狭隘的人，居然把一个伟大的民族英雄，为了国家的前途，为了抵抗日本的这么一个伟大的怀抱，解释成是自己部队要添新兵，补饷。柏杨这种人是什么心术啊？远流出版社出版这种《张学良共产党西安事变》的书是什么心术啊？
001.张学良是末代民族英雄.txt	35	所以我们看这何世礼将军送给我的，最后在张学良90岁的时候有一个寿序。所以何世礼将军说：公之忧国忘家、志存宗社，其忠心义烈可与日月争光。因为张学良真的了不起。所以我们可以看到张学良是这样的一个了不起的民族英雄。
001.张学良是末代民族英雄.txt	37	最后他离开了台湾，也离开了自己的国家，老死他乡。最后张学良在被蒋介石关的时候，曾经用曾显华的名义笔名翻译了一部书，叫做《相遇于髑髅地》。这是他信了基督教以后的一篇文章。告诉我们，相遇于髑髅地，现在我们真的知道了，他跟蒋介石会相遇于髑髅地。广告以后我们继续讲。
001.张学良是末代民族英雄.txt	41	同时我告诉大家，我这样顺口这样讲张学良，为什么呢？因为我有很好的历史基础。在13年前我就出版过两本书，叫做《张学良研究》《张学良研究续集》。这里面我在副标题里面说：鞭尸蒋介石、平反张学良、蒋介石卑鄙、蒋介石卑鄙。我可以告诉各位，我是在张学良有生之年，第一个；也是在台湾第一个替张学良讲话，为他平反的人。我李敖仗义执言，用书、用证据来仗义执言，证明了我的功力。所以这些书虽然现在大家都看不到了，可是告诉各位，过去在13年前，我曾经为张学良做过这些事情！
001.张学良是末代民族英雄.txt	43	何世礼将军还特别写信来赞美我，感谢我。何世礼将军，他是张学良的，等于副官，后来也变成了将军。他告诉我一个故事很动人的。他在抗战胜利以后做中华民国驻日代表团的团长。他因为是英国留学法国留学，所以很得西方人的信任，人也非常正直。后来到美国的军事代表团团长，中华民国的团长，美国人点名要他去。美国人跟蒋介石说，你那些将军们都是贪污分子我们不要，请你派何世礼将军来。蒋介石没有办法，就找来何世礼将军。我讲这个故事是何世礼将军在我家亲口告诉我的。蒋介石找来何世礼将军，就跟他说，你帮我一个忙，到美国去几年可不可以？何世礼将军说好，我就去吧。然后何世礼将军就提出了一个要求。蒋介石问他什么要求？何世礼说：我等一下报告秘书长，报告总统府秘书长张群。然后他没有直接向蒋介石提出要求。后来他告诉张群，我的要求就是，你让我看一看我已经20多年看不到的我的老长官张学良。我要跟他见一面，你让我见一面，我就答应蒋介石去美国做军事代表团团长。张群就把这个事情转告蒋介石，蒋介石说好吧，让他们俩见一面。
001.张学良是末代民族英雄.txt	53	所以今天我们看到报上讲，这个陈水扁的故宫博物院院长杜正胜说：不管李登辉或者彭明敏，两个都是当时的标杆型人物。彭明敏是自由主义的信仰者，虽然蒋介石非常器重他，想要好好的栽培他，包括出席联合国的重要场合都要他参加。如果他继续留在国民党体系内，前途看好。然而即使在1964年，那么威权时代中，他还是敢发表破天荒的《台湾人自救宣言》，正好印证了孟子所说的富贵不能淫。
