file	line	matched_quote	previous_id	previous_book	previous_source	context
006.人——曾经走过这样一位血肉之躯.txt	3	一言而为天下法	LAZHXJ-067	李敖自传与回忆续集	034.文星与伪文星.txt:9-9	总结八十年的成就，似乎止于“示范”与“播种”。李敖一生独来独往而能独立存在，贫贱不移、威武不屈，是为“示范”；又在年复一年重围中，自台岛流窜祖国，以自由智慧崇中反美为天下倡，是为“播种”。只是世界和中国太大，阻力也多，究竟能播多少种，难以评估。最后能把握的，也是以“示范”为主。爱因斯坦（A. Einstein）论印度圣雄甘地（M. Gandhi）说：“后代子孙很难相信这世界上曾经走过这样一位血肉之躯。”（Generations to come will scarce believe that such a one as this ever in flesh and blood walked upon this earth.）我满喜欢这一描述。后代子孙也难想像在我们中国，生民犹如过客、成千上万又上亿的过客，能够反客为主的，除非成群结队、立党夺权营公或营私，个人绝无机会，不入于杨、则入于墨、或浮海入于美。个人没有前途，只有夭折与牺牲。冒出头来的个人仅有李敖一个、仅倖存李敖一个。如今也忽焉老矣。所以，就“示范”而言，反倒更为写真。其实古今个人，“匹夫而为百世师、一言而为天下法”者，毕竟寥寥。从历史长流评估，也只是一道灵光而来，化为...
006.人——曾经走过这样一位血肉之躯.txt	3	后代子孙很难相信这世界上曾经走过这样一位血肉之躯。	LAYTAS-050	李敖议坛哀思录	132.摸屁股送客.txt:17-17	总结八十年的成就，似乎止于“示范”与“播种”。李敖一生独来独往而能独立存在，贫贱不移、威武不屈，是为“示范”；又在年复一年重围中，自台岛流窜祖国，以自由智慧崇中反美为天下倡，是为“播种”。只是世界和中国太大，阻力也多，究竟能播多少种，难以评估。最后能把握的，也是以“示范”为主。爱因斯坦（A. Einstein）论印度圣雄甘地（M. Gandhi）说：“后代子孙很难相信这世界上曾经走过这样一位血肉之躯。”（Generations to come will scarce believe that such a one as this ever in flesh and blood walked upon this earth.）我满喜欢这一描述。后代子孙也难想像在我们中国，生民犹如过客、成千上万又上亿的过客，能够反客为主的，除非成群结队、立党夺权营公或营私，个人绝无机会，不入于杨、则入于墨、或浮海入于美。个人没有前途，只有夭折与牺牲。冒出头来的个人仅有李敖一个、仅倖存李敖一个。如今也忽焉老矣。所以，就“示范”而言，反倒更为写真。其实古今个人，“匹夫而为百世师、一言而为天下法”者，毕竟寥寥。从历史长流评估，也只是一道灵光而来，化为...
024.自吹自擂，不可免也.txt	3	寿星老吃砒霜——活得不耐烦了	LAMR-079	李敖回忆录	020.前程（1997-·62岁以后）.txt:11-11	要不要写这本书，犹豫好一阵子。因为我正在写的大书挡在前面，写八十年来的，似非当务之急。最后一个理由说服了自己：写了一辈子书，八十岁了，不来本书自庆一下，好像缺了点什么。于是决定在八十生日前花四十天，快速完成这本自庆之作。因是自庆，自吹自擂，不可免也。目无读者之讥，也全盘承认也。这是我的随兴之作，“寿星老吃砒霜——活得不耐烦了”，自己都服毒了，还在乎读者喊饶命吗？
030.我才根正苗红.txt	9	我以我血荐轩辕	LAKYEC-004	李敖快意恩仇录	003.陆根纪.txt:13-13	大陆本来是一片鲁迅“我以我血荐轩辕”天下的，视野狭小，令人生厌。“桥山龙驭”的黄帝陵也是假坟。忽然台湾传来荐轩辕死对头的妙诗，自然足为少数民族及被压迫民族张目。反正李敖是反派人物，他既然硬说自己根正苗红，就苗族吧。我笑称李敖要被双重保护：一、李敖是“国宝”；二、李敖是少数民族。
033.郑板桥是我县太爷.txt	3	日卖百钱，以代耕稼，实救困贫，托名风雅。	LAZHYH-007	李敖自传与回忆	001.李敖自传.txt:437-437	山东潍县有过一位好县官，就是大名鼎鼎的郑板桥。郑燮（1691-1764），号板桥，江苏兴化人。他十七岁中秀才，三十岁前落拓扬州，卖画度日，“日卖百钱，以代耕稼，实救困贫，托名风雅。”四十岁中举人，四十四岁中进士。中进士后，做了潍县的“七品官耳”，为了救济难民，得罪了上司，丢了差使。他在潍县作《逃荒行》、《还家行》、《思归行》等诗，表达民间疾苦，都很动人。潍县人感念他，为他立了祠堂。丢官以后，郑燮住在扬州，继续卖画，“一缣一楮，海内争藏之。”他自订润例，说：“大幅四两，小幅二两，书条对联一两，扇子斗方五钱。凡送礼物食物，不如白银为妙，盖公之所赠，未必弟之所好也。若送现银，则心中喜乐，书画皆佳。礼物既属纠缠，赊欠尤恐赖帐，年老神倦，不能陪诸君子作无益语言也。”为人的洒脱、风趣，可见一斑。我真高兴我的老家有这么一位县太爷。
033.郑板桥是我县太爷.txt	3	大幅四两，小幅二两，书条对联一两，扇子斗方五钱。凡送礼物食物，不如白银为妙，盖公之所赠，未必弟之所好也。若送现银，则心中喜乐，书画皆佳。礼物既属纠缠，赊欠尤恐赖帐，年老神倦，不能陪诸君子作无益语言也。	LAZHYH-009	李敖自传与回忆	001.李敖自传.txt:437-437	山东潍县有过一位好县官，就是大名鼎鼎的郑板桥。郑燮（1691-1764），号板桥，江苏兴化人。他十七岁中秀才，三十岁前落拓扬州，卖画度日，“日卖百钱，以代耕稼，实救困贫，托名风雅。”四十岁中举人，四十四岁中进士。中进士后，做了潍县的“七品官耳”，为了救济难民，得罪了上司，丢了差使。他在潍县作《逃荒行》、《还家行》、《思归行》等诗，表达民间疾苦，都很动人。潍县人感念他，为他立了祠堂。丢官以后，郑燮住在扬州，继续卖画，“一缣一楮，海内争藏之。”他自订润例，说：“大幅四两，小幅二两，书条对联一两，扇子斗方五钱。凡送礼物食物，不如白银为妙，盖公之所赠，未必弟之所好也。若送现银，则心中喜乐，书画皆佳。礼物既属纠缠，赊欠尤恐赖帐，年老神倦，不能陪诸君子作无益语言也。”为人的洒脱、风趣，可见一斑。我真高兴我的老家有这么一位县太爷。
044.吴焕章.txt	3	去国八千里，谊兼师友，晨夕过从，方冀联骠归故里；订交三十年，情比弟昆，金兰契合，何期驾鹤脱凡尘。	LAZHYH-006	李敖自传与回忆	001.李敖自传.txt:227-227	马占山将军是武人，他有一位替他拿主意的军师，就是吴焕章。吴焕章是大赉县人，是爸爸最好的朋友，他管爸爸叫二哥。为人风趣、热情而细心。爸爸死在台中后，他和张松涵（也是叫爸爸二哥的）合写挽联，内容是：“去国八千里，谊兼师友，晨夕过从，方冀联骠归故里；订交三十年，情比弟昆，金兰契合，何期驾鹤脱凡尘。”他们的交情，由此可见。吴焕章1935年起做立法委员、1944年做三民主义青年团黑龙江省支团代表、1945年做国大代表、兴安省主席，到台湾后，做光复大陆设计研究委员会台中研究区主任。他在国立北京法政大学俄文法政学系毕业、俄国海参崴东方大学研究。九一八事变后，他和爸爸展开抗日工作；卢沟桥事变后，爸爸留在北平，吴焕章“同意由李同志参加敌伪组织，做掩护与策动各工作”，由东北挺进军总司令马占山将军秘密任命。所谓“同志”，是同马占山将军抗日志愿的有志一同，并非国民党。吴焕章有个没问题的儿子，叫吴丁凯，有个有问题的媳妇，叫张淑芬，离婚后嫁给引诱友妻的财阀张忠谋。
060.六女二男.txt	3	盗不过五女之门	LAZHYH-001	李敖自传与回忆	001.李敖自传.txt:13-13	妈妈生我时候，已经一连生了四个女儿，这种情形，在那时代，已经有点岌岌可危了。中国汉朝就有“盗不过五女之门”（生了五个女儿的家，连小偷都不去偷）的话，一个媳妇，不老老实实生儿子，却一而再、再而三、三而四的生女儿，这成什么话？幸亏我应运而生，使妈妈立刻从“败部复活”，帮了她的忙不少。在生我以后，妈妈又故态复萌，连生了两个妹妹，那时我在家中地位如日中天，直到最后弟弟出世，才算两权分立。六女二男，就是我的同胞情况。大姐李珉，北京辅仁大学（后改北京大学），嫁给周克敏，夫妻两人都在昆明行医；二姐李珣，北京燕京大学（后改北京大学），工程专家，嫁给汤克勤；三姐李琳，台北师范大学，嫁给石锦，移民美国；四姐李琤，台北台大护校毕业，嫁给张立豫，移民美国；大妹李珈，台中静宜学院，嫁给陈大革，移民美国；小妹李璎，台北实践家专，嫁给叶成有，移民美国；弟弟李放，台北一中毕业，与王自义结婚，移民加拿大。我在十三岁一九四八年离开北京，南下天津和上海，那时大姐、二姐留在北京。大姐大我六岁，正念大一；二姐大我五岁，正念高三。这一分别，一别就是四十四年！一九九二年我请她们来台湾，那时我已五十七岁，大姐、二姐已经六十三、六十二岁了。二十年下来，大姐、二姐夫、三姐、四...
060.六女二男.txt	3	盗不过五女之门	LAMR-001	李敖回忆录	003.哈尔滨（1935-1937·1到2岁）.txt:41-41	妈妈生我时候，已经一连生了四个女儿，这种情形，在那时代，已经有点岌岌可危了。中国汉朝就有“盗不过五女之门”（生了五个女儿的家，连小偷都不去偷）的话，一个媳妇，不老老实实生儿子，却一而再、再而三、三而四的生女儿，这成什么话？幸亏我应运而生，使妈妈立刻从“败部复活”，帮了她的忙不少。在生我以后，妈妈又故态复萌，连生了两个妹妹，那时我在家中地位如日中天，直到最后弟弟出世，才算两权分立。六女二男，就是我的同胞情况。大姐李珉，北京辅仁大学（后改北京大学），嫁给周克敏，夫妻两人都在昆明行医；二姐李珣，北京燕京大学（后改北京大学），工程专家，嫁给汤克勤；三姐李琳，台北师范大学，嫁给石锦，移民美国；四姐李琤，台北台大护校毕业，嫁给张立豫，移民美国；大妹李珈，台中静宜学院，嫁给陈大革，移民美国；小妹李璎，台北实践家专，嫁给叶成有，移民美国；弟弟李放，台北一中毕业，与王自义结婚，移民加拿大。我在十三岁一九四八年离开北京，南下天津和上海，那时大姐、二姐留在北京。大姐大我六岁，正念大一；二姐大我五岁，正念高三。这一分别，一别就是四十四年！一九九二年我请她们来台湾，那时我已五十七岁，大姐、二姐已经六十三、六十二岁了。二十年下来，大姐、二姐夫、三姐、四...
066.我吹牛，因为你沉默.txt	3	虽千万人，吾往矣	LAMR-019	李敖回忆录	007.台大（1954-1959·19到24岁）.txt:9-9	我承认有些人了不起，但他们活在我活的时空里，不会凌我而上。王阳明说他做圣人，他做不到；但圣人做他，也不会超过他。真相在此。我一生的“苦心焦思”、一生的“困学纪闻”、一生的“没个商量处”、一生的“虽千万人，吾往矣”，都是我“综合爆发力”的张本。因此在八十前夜，我写下这本书“自大其身”。清朝学者李塨说：“交友以自大其身，求士以求此身之不朽。”我一生朋友不多，也不花时间招朋引类，所以“自大其身”，全靠自己吹捧自己。吃不消我自吹自擂的人应该惭愧，你们本该替我吹的，但你们闪躲，我就只好自己来了。我吹牛，因为你沉默。
