id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes	quote_found_at_declared_range	source_excerpt
LAHSPZ-001	胡适评传	关于《胡适评传》	001.关于《胡适评传》.txt	7	7	我已是死掉的人了，死人还能说些什么呢？	人生感喟	胡适语	李敖在序文中转引胡适自嘲已被批评者判为死人的感喟，句子有独立的生命无常意味。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　如今，7年过去了，胡适之从生龙活虎转入墓草久宿，从声容笑貌变成一棺孤骨。但是，每当我在南港的高压电线底下，走上了胡适的坟头，我都仿佛听到一种熟悉的声音在向我感叹：——“我已是死掉的人了，死人还能说些什么呢？”
LAHSPZ-002	胡适评传	关于《胡适评传》	001.关于《胡适评传》.txt	15	15	画我须是我。	传记格言	克伦威尔语	李敖借克伦威尔要求写真相的名句说明传记写作必须面对真实人物。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　英国的大政治家克伦威尔曾骂给他画像的人说：“画我须是我。”（Paint me as I am.）这句话，可以给任何想给别人“画像”的人做为警戒。胡适之不是轻易被了解的人，所以他也不容易被论断，没有受过严格的方法训练和史学训练的人，没有学会呼吸新时代空气的人，是没有办法给他“画像”的。
LAHSPZ-003	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	141	141	将军慷慨来渡辽，飞鞭跃马夸人豪。平时搜集得汉印，今作将印悬在腰。	近代讽刺诗	黄遵宪《渡辽将军歌》	李敖引用黄遵宪诗句讽刺吴大澂以金石嗜好入军事场景。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　《新民丛报》（二十三《文苑》）有一首《渡辽将军歌》，是黄遵宪写的，颇挖苦吴大澂和他的嗜古癖。诗里的名句，如：“将军慷慨来渡辽，飞鞭跃马夸人豪。平时搜集得汉印，今作将印悬在腰。”如：“两军相接战甫交，纷纷鸟兽空营逃。弃官脱剑无人惜，只幸腰间印未失。”如：“将军终是察吏材，湘中一官复归来，八千子弟空摧折，白衣迎拜悲风哀。幕下部卒皆云散，将军归来犹善饭。平章古玉图鼎钟，搜箧价犹值千万。”
LAHSPZ-004	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	141	141	将军终是察吏材，湘中一官复归来，八千子弟空摧折，白衣迎拜悲风哀。幕下部卒皆云散，将军归来犹善饭。平章古玉图鼎钟，搜箧价犹值千万。	近代讽刺诗	黄遵宪《渡辽将军歌》	李敖引用较长一段，呈现讽刺人物失败后仍归于金石古玩的一面。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　《新民丛报》（二十三《文苑》）有一首《渡辽将军歌》，是黄遵宪写的，颇挖苦吴大澂和他的嗜古癖。诗里的名句，如：“将军慷慨来渡辽，飞鞭跃马夸人豪。平时搜集得汉印，今作将印悬在腰。”如：“两军相接战甫交，纷纷鸟兽空营逃。弃官脱剑无人惜，只幸腰间印未失。”如：“将军终是察吏材，湘中一官复归来，八千子弟空摧折，白衣迎拜悲风哀。幕下部卒皆云散，将军归来犹善饭。平章古玉图鼎钟，搜箧价犹值千万。”
LAHSPZ-005	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	141	141	两军相接战甫交，纷纷鸟兽空营逃。弃官脱剑无人惜，只幸腰间印未失。	近代讽刺诗	黄遵宪《渡辽将军歌》	李敖续引同诗写败逃与护印的反差。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　《新民丛报》（二十三《文苑》）有一首《渡辽将军歌》，是黄遵宪写的，颇挖苦吴大澂和他的嗜古癖。诗里的名句，如：“将军慷慨来渡辽，飞鞭跃马夸人豪。平时搜集得汉印，今作将印悬在腰。”如：“两军相接战甫交，纷纷鸟兽空营逃。弃官脱剑无人惜，只幸腰间印未失。”如：“将军终是察吏材，湘中一官复归来，八千子弟空摧折，白衣迎拜悲风哀。幕下部卒皆云散，将军归来犹善饭。平章古玉图鼎钟，搜箧价犹值千万。”
LAHSPZ-006	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	233	233	夜夜澄心学坐禅，更残漏尽未成眠，忽然一阵风吹到，几处笙歌管杂弦。云影迢迢月影孤，山中习静要功夫，僧房寂寞蒲团冷，未悉禅心入定无？晓色迷离睡转浓，三杯乍夜醉黄封，非常最是邯郸梦，莫遣沙弥乱打钟。	幽默打油诗	胡传调侃诗	李敖转录胡传调侃同乡读书坐禅的诗，保留其诙谐诗趣。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　吾乡胡隽卿先生，工诗好学，常读书华山禅院，山下有青楼，先生自修其间，从未游行其地。同里胡铁花先生调以诗云：“夜夜澄心学坐禅，更残漏尽未成眠，忽然一阵风吹到，几处笙歌管杂弦。云影迢迢月影孤，山中习静要功夫，僧房寂寞蒲团冷，未悉禅心入定无？晓色迷离睡转浓，三杯乍夜醉黄封，非常最是邯郸梦，莫遣沙弥乱打钟。”逸趣自然，涵盖不尽。
LAHSPZ-007	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	283	283	吾家世业茶，然此儿慧，勿以服贾废读。	教育格言	胡铁花家传	胡传家传中长辈劝不以经商废读的话，体现旧家教育取向。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　先严讳传，字铁花，号钝夫。原名守珊，故一字守三。祖籍安徽绩溪县八都上川。先严幼而岐嶷，生三岁即不喜甘饵及衣履之红绿者。年十一，闻塾师为诸兄讲解，归辄能道其略。先伯祖星五公器异之，谓先大父曰：“吾家世业茶，然此儿慧，勿以服贾废读。”令从川沙庄砥廉先生游，学为诗文，闲犹佐先大父理世业，往来宣歙吴浙间。
LAHSPZ-008	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	295	295	多其取之方，少其取之数，则人易为力而乐从。	处事格言	胡铁花家传	胡传议修宗祠筹款时提出的取财有方、负担从轻原则。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　先是，先伯祖以大宗祠毁于贼，谋重建而艰于集费，会疾笃以委先严。先严议曰：“多其取之方，少其取之数，则人易为力而乐从。”遂定丁口捐、铺户捐、工捐、辛捐之法。自同治五年迄光绪二年，往来劝捐采料，兼任劳怨者，凡十一年而工竣。又参订礼经，审定祀位，有改于旧；同族为异议者，相持汹汹，卒感先严之诚，降心相就。又于东西庑添建“彰善”“酬劳”两室，祀族之贤而有劳者，众情益大和；维四室之议，格于众不得行，识者惜之。
LAHSPZ-009	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	327	327	习之熟则猝遇非常，不致张皇矣。	训练格言	胡铁花语	胡传督练步伐打靶时说明熟练训练可防临事慌乱。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　二十年补授台东直隶州知州，以知府在任候补。先严治军严而有恩，所统各营屯，辖境几五百里，往来督视无虚日。初视事，汰其吸鸦片者。台军以辟瘴为名，将士吸者十七八。先严颁戒丸，限戒期，愿戒者留，不愿者资遣内渡。向例以领饷道阻远，发饷逾两月，先严提前一月，以廉俸垫给之，军情大欢。在州黎明即起，赴军中点卯毕，习步伐打靶，皆有常程。尝曰：“习之熟则猝遇非常，不致张皇矣。”六月东事起，课之益勤。以州滨海无障蔽，不足拒炮，乃迁治于阿里摆，因山为障，军民乃安。先严初出山即留意东北边，若逆料有今日之事者，以位卑不获预有展布，及是闻北军屡挫，念台东绝地，终不可守，维矢一战而死以报国。
LAHSPZ-010	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	329	329	吾死，尔归吾骨，不幸则父子同死，毋令全家俱殉也。	家书遗语	胡铁花语	胡传临危安排家人内渡时留下的沉痛家族遗语。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　二十一年春，属四家叔挈不孝洪駓等内渡，留不孝洪骓侍，曰：“吾死，尔归吾骨，不幸则父子同死，毋令全家俱殉也。”先严体素强，而遇事奋往，不避艰险，几死者数矣。中年体遂衰；自抵台南，即患脚气；海警起，劳瘁备至，足愈肿，左足尤不良。割台议定，诏臣工内渡，先严以军事交代统，携州印交安平忠令，于闰五月初三自州启程。中途两遇盗，社番闻之，突出数百人来救，得免。十二日脚肿渐退，而步履益艰。既抵安平，刘军门（永福）苦留相助，先严辞以病，不许。六月十八又患泄泻，继以下血，益不支，双足俱不能动，刘公始放行。二十五日扶登舟。二十八日抵厦门，寓三仙馆，手足俱不能动，气益喘。七月初一发电上海，促介如四胞叔措资来厦。初二日接回电，心稍慰，饮薄粥一碗，沉沉睡去。至亥刻，气益促不能言，延至初三日子时竟弃不孝等而长逝矣。呜呼，痛哉！先严生于道光二十一年辛丑（公历1841）二月十九日，卒于光绪二十一年乙未（1895）七月初三。享年五十五岁。先严遗著，著有诗文集四卷！钝夫年谱四卷，日记若干卷，稟启存稿若干卷。均未印行。
