id	source_file	line_start	line_end	present	political_hits	quote_text
LAZNYJ-001	《郑南榕研究》自序.txt	5	5	yes		障百川而东之，回狂澜于既倒
LAZNYJ-002	《郑南榕研究》自序.txt	11	11	yes		为理念去死，无疑是高贵的。但为真实的理念去死，那就更高贵了！
LAZNYJ-003	001.党外·党内·性.txt	81	81	yes		道是刘三，说什么汉高祖！
LAZNYJ-004	001.党外·党内·性.txt	113	113	yes		所有的将军都会发生错误，都会打败仗，可是好的将军错误发生得少。
LAZNYJ-005	001.党外·党内·性.txt	113	113	yes		学问成家数
LAZNYJ-006	001.党外·党内·性.txt	143	143	yes		知耻近乎勇
LAZNYJ-007	001.党外·党内·性.txt	171	171	yes		食色性也
LAZNYJ-008	001.党外·党内·性.txt	195	195	yes		名字写在水上
LAZNYJ-009	002.言论自由第一优先.txt	33	33	yes		取法乎上，得乎其中。取法乎中，得乎其下。
LAZNYJ-010	004.给林正杰先生的公开信.txt	17	17	yes		天下没有不散的筵席
LAZNYJ-011	004.给林正杰先生的公开信.txt	69	69	yes		觉今是而昨非
LAZNYJ-012	004.给林正杰先生的公开信.txt	69	69	yes		实迷途其未远
LAZNYJ-013	006.千呼万唤“屎”出来.txt	5	5	yes		不屑在他不屑的地方作战
LAZNYJ-014	006.千呼万唤“屎”出来.txt	5	5	yes		有眼不识泰山
LAZNYJ-015	006.千呼万唤“屎”出来.txt	7	7	yes		只要我们有东西，不怕人家拿‘没有东西’来打我们。
LAZNYJ-016	006.千呼万唤“屎”出来.txt	7	7	yes		You can't beat something with nothing.
LAZNYJ-017	006.千呼万唤“屎”出来.txt	15	15	yes		我受了十余年的骂，从来不怨恨骂我的人。有时他们骂得不中肯，我反替他们着急。有时他们骂得太过火了，反损骂者自己的人格，我更替他们不安。如果骂我而使骂者有益，便是我间接于他有恩了，我自然很情愿挨骂。如果有人说，吃胡适一块肉可以延寿一年半年，我也一定情愿自己割下来送给他，并且祝福他。
LAZNYJ-018	006.千呼万唤“屎”出来.txt	17	17	yes		我见汝犹怜，何况老奴！
LAZNYJ-019	006.千呼万唤“屎”出来.txt	35	35	yes		干父之蛊
LAZNYJ-020	007.不愿自己也走慢了.txt	7	7	yes		狂者进取，狷者有所不为也。
LAZNYJ-021	014.言论自由还是第一优先.txt	3	3	yes		你不可牺牲原则去换取一种可疑的利益。
LAZNYJ-022	016.郑南榕死矣！.txt	13	13	yes		爸爸像太阳一样，如果太阳不见了，我会哭，我会叫，但还是叫不回太阳。
LAZNYJ-023	018.“杀君马者道旁儿”.txt	5	5	yes		甚矣，吾不知人也！曩者吾叱之，彼乃以我为非人也！
LAZNYJ-024	018.“杀君马者道旁儿”.txt	9	9	yes		求仁得仁
LAZNYJ-025	018.“杀君马者道旁儿”.txt	9	9	yes		杀君马者道旁儿
LAZNYJ-026	019.别小化了南榕之死.txt	3	3	yes		古今中外志士仁人，往往樵悴忧伤，继之以死。其所伤之事、所死之故，不止局于一时间一地域而已。盖别有超越时间地域之理性存焉。
LAZNYJ-027	019.别小化了南榕之死.txt	3	3	yes		吾中国文化之定义，具于白虎通三纲六纪之说，其意义为抽象理想最高之境，犹希腊柏拉图所谓Idea者。若以君臣之纲言之，君为李煜亦期之以刘秀；以朋友之纪言之，友为郦寄亦待之以鲍叔。其所殉之道，与所成之仁，均为抽象理想之通性，而非具体之一人一事。夫纲纪本理想抽象之物，然不能不有所依托，以为具体表现之用……至于流俗恩怨荣辱委琐龌蹉之说，皆不足置辩，故亦不之及云。
LAZNYJ-028	019.别小化了南榕之死.txt	3	3	yes		先生以一死见其独立自由之意志，非所论于一人之恩怨，一姓之兴亡。
LAZNYJ-029	019.别小化了南榕之死.txt	11	11	yes		明知山有虎，偏向虎山行
LAZNYJ-030	019.别小化了南榕之死.txt	11	11	yes		舍生取义
LAZNYJ-031	019.别小化了南榕之死.txt	11	11	yes		所恶有甚于死者，故患有所不辟也
LAZNYJ-032	019.别小化了南榕之死.txt	11	11	yes		学习哲学即是学习如何去死。
LAZNYJ-033	020.政治籍贯学.txt	7	7	yes		Seven cities warr'd for Homer, being dead,/Who, living，had no roof to shroud his head.
LAZNYJ-034	021.何妨一烈？.txt	19	19	yes		天外有天、海外有海
LAZNYJ-035	021.何妨一烈？.txt	19	19	yes		知其不可而为之
LAZNYJ-036	024.外省人做烈士.txt	11	11	yes		人一世，花一春
LAZNYJ-037	026.《九十年代》与情报局.txt	7	7	yes		真金不怕火炼
LAZNYJ-038	029.“南榕，让你看家”.txt	7	7	yes		每人都是大陆的一片，没有人是孤岛。任何土地的流失，大陆都要变小。
