file	line	text
001.扉幕——JOHN-JOHN开场白.txt	3	背景是一片云雾，上面浮游着一条条阳具的造型，模糊中模糊中，自远而近，又一条条淡出。最后，一条特大号的逼近、逼近，从大特写化为近景，化身出裸露腰部以上的裸男，他凝视着你。
001.扉幕——JOHN-JOHN开场白.txt	5	我是J-O-H-N，我是JOHN，不是小写的john，是大写的JOHN，我是最有名的美国A片演员，当然是主角。我是白人，当然是WASP。也是大写的，不大写，就变成wasp，变成黄蜂了。大写的WASP当然不是黄蜂，是W（hite）A（nglo-）S（axon）P（rotestant）（盎格鲁撒克逊白人新教徒）4个字的龟头，我们是骄傲的人种，我们有骄傲的上帝，不过，对我说来，最后一个P字后面应该多加个P字再加个I字，都是大写，成为WASPPI，什么意思呢？我们的总统IKE（艾森豪威尔）在回忆录中特别用出大写的VIPI那个字，就是V（ery）I（mportant）P(erson)I（ndeed），Indeed（真的，货真价实的）。我在大写的WASP后面加上大写的I，就是同一个意思。但我在I前面，又多加了一个大写的P，是什么意思呢？告诉你吧，P字就是P-E-...
001.扉幕——JOHN-JOHN开场白.txt	7	为什么我要这样子说来说去，因为有一种不算职业病的病，发生在我这行的重要器官上，它叫priapism，它的字源是希腊Priapus（普里阿波斯），是男性生殖之神。这个神的爸爸是酒神狄俄尼索斯（Dionysus），妈妈是爱与美女神阿佛洛狄忒（Aphrodite），酒色产品，自亦不凡，可是变成英文的priapism后，这个神的名字，就变成一种怪病的名称。priapism者，就是中国古典医书中的“挺纵不收”。
001.扉幕——JOHN-JOHN开场白.txt	9	“挺纵不收”是中国医书《薛己医按》中的词儿，在另一医书陈士铎《石室秘录》中，就白话得多了，它改叫“强阳不倒”。“挺纵不收”也好、“强阳不倒”也罢，都是描写一种情况，就是阴茎硬了，软不下来。
001.扉幕——JOHN-JOHN开场白.txt	17	当一个国家得了这种怪病，治疗的方法不是阉割，而是使它阳痿。使阳痿变成动词。
001.扉幕——JOHN-JOHN开场白.txt	25	不要怕，动词的阳痿毕竟不是动词的阉割，我们美国形式上还是保持很大很大，大大大，只是阳痿式的大大大而已。
001.扉幕——JOHN-JOHN开场白.txt	29	我是美国Ａ片的大明星，我太有资格品头论足了，当然，阳痿的是我的国家不是我。My Country，hard or soft（不论软硬，皆吾国也）是我JOHN-JOHN关心的；My Country，right or wrong（不论对错，皆吾国也）是美国总统关心的。现在，美国总统得到了报应，因为上帝发怒了，上帝要提前“最后审判”（Last Judgment）。正如英国诗人布莱克（William Blake）《天真的预言》（Auguries of Innocence）中所说的：
002.序幕——最后审判.txt	21	幕拉开了。迎面而来的，一片高台上的一条好大好大的横案，高高在上。案是黑色的，一片玄武、庄严与肃杀。正中后面是一把好大好大的太师椅，高高在上。椅是白色的，显示出来的，是一座大宝座。椅后的背景是层层云雾，衬出的横案和宝座，越来越不像迎面而来，倒像是逼人而至。层层云雾不单在正面，四面都是。横案和宝座仿佛漂浮在太虚幻境里，分不清是在什么地方，又像天堂，又像地狱。整体的画面是明确的，这分明是一座法庭。
002.序幕——最后审判.txt	43	卡特：（平静地）上帝一定有他的道理。也许上帝认定时候到了，全体大限已至，所以不论生死，就都来了。
002.序幕——最后审判.txt	45	里根：（笑容满面）也许上帝掷骰子，我们都在点子上。
