source_file	line	risk	text	context
001.给台北市公共汽车管理处.txt	1	true	给台北市公共汽车管理处	给台北市公共汽车管理处
002.好事近.txt	19	false	（适之先生曾提倡“不老”哲学，又是美国怕太太协会的会员，用这两点意思成此小词，敬贺他六十八岁的生辰。）	（适之先生曾提倡“不老”哲学，又是美国怕太太协会的会员，用这两点意思成此小词，敬贺他六十八岁的生辰。）
002.好事近.txt	25	false	胡适回信	胡适回信
002.好事近.txt	31	false	胡适 1958年12月28日	胡适 1958年12月28日
003.师生之间——致姚从吾的信.txt	7	false	柳子厚在他《与太学诸生书》中写道：	柳子厚在他《与太学诸生书》中写道：
003.师生之间——致姚从吾的信.txt	15	false	读The Education of Henry Adams 在第二十章中，有这么一段话	读The Education of Henry Adams 在第二十章中，有这么一段话
005.碧潭归隐答CS.txt	5	false	我不知道你和MC会不会如此轻易就分手，“从女人堆里走出来”。你怀疑在“事实上我们能做到吗”？	我不知道你和MC会不会如此轻易就分手，“从女人堆里走出来”。你怀疑在“事实上我们能做到吗”？
005.碧潭归隐答CS.txt	11	false	迁到碧潭来，这是第五天，独居于青山绿水之间，山楼听雨，微服行走，星月泛舟，小菜自烹，吸烟品茗，细读陶诗，……此与外界接触之我也；寡情欲，绝尘想，罕人事，少交往，返于自然，宁静致远，独立于京华烟云之外，不汲汲于声色，不倚靠他人（尤其是女人）对我的“反应”而生活，……此内心之我也。	迁到碧潭来，这是第五天，独居于青山绿水之间，山楼听雨，微服行走，星月泛舟，小菜自烹，吸烟品茗，细读陶诗，……此与外界接触之我也；寡情欲，绝尘想，罕人事，少交往，返于自然，宁静致远，独立于京华烟云之外，不汲汲于声色，不倚靠他人（尤其是女人）对我的“反应”而生活，……此内心之我也。
005.碧潭归隐答CS.txt	13	false	我似乎不能不“感谢”女人离去给我的好处，毕业给我的好处，尤其是一年半军队生涯带给我的清醒与决定——重大的决定，到了今天，如你所说，我“完全变了样”。	我似乎不能不“感谢”女人离去给我的好处，毕业给我的好处，尤其是一年半军队生涯带给我的清醒与决定——重大的决定，到了今天，如你所说，我“完全变了样”。
005.碧潭归隐答CS.txt	17	false	但在另一方面，我并不否定女人带给的情趣，只是那些情趣对“目前的我”说来，乃是最得不偿失的，——如果我“追求”或不“逃避”的话。我承认别人的生活方式，我以一种怡然自得的眼光（有点像我老子入夜后在台中公园偷看情侣那种）去看这些少男少女们泛舟戏水，去听说他们同宿同栖，我嘲笑（善意的）他们哪来那么多的感情和眼泪，我衷心佩服他们那种共同持家大量生产的劲儿。	但在另一方面，我并不否定女人带给的情趣，只是那些情趣对“目前的我”说来，乃是最得不偿失的，——如果我“追求”或不“逃避”的话。我承认别人的生活方式，我以一种怡然自得的眼光（有点像我老子入夜后在台中公园偷看情侣那种）去看这些少男少女们泛舟戏水，去听说他们同宿同栖，我嘲笑（善意的）他们哪来那么多的感情和眼泪，我衷心佩服他们那种共同持家大量生产的劲儿。
005.碧潭归隐答CS.txt	21	false	以你我相知之深，挟岁月与俱，人各有志，年齿愈长愈足以判之，各人皆有其一套生活方法与思想模式，或为其颠倒，或为其殉道，别人即或我知，亦难我从，人海苍茫，自行其是，斯可矣，渊明诗：	以你我相知之深，挟岁月与俱，人各有志，年齿愈长愈足以判之，各人皆有其一套生活方法与思想模式，或为其颠倒，或为其殉道，别人即或我知，亦难我从，人海苍茫，自行其是，斯可矣，渊明诗：
005.碧潭归隐答CS.txt	35	false	无论如何你要替我找张“金门”贞节牌坊的照片，最好大一点的。	无论如何你要替我找张“金门”贞节牌坊的照片，最好大一点的。
006.给胡适的一封信.txt	1	false	给胡适的一封信	给胡适的一封信
006.给胡适的一封信.txt	5	false	你的几位老弟子要在你七十岁生日的时候编全集，姚先生前些日子跟我商量，问我何不把我手边现有的材料贡献出来？我跑回乡下，用了一阵子功，居然整理出一套编年目录，因为是道道地地的原本，所以写的很潦草，我只有这一份，不是送给你的，是“借”给你看的。	你的几位老弟子要在你七十岁生日的时候编全集，姚先生前些日子跟我商量，问我何不把我手边现有的材料贡献出来？我跑回乡下，用了一阵子功，居然整理出一套编年目录，因为是道道地地的原本，所以写的很潦草，我只有这一份，不是送给你的，是“借”给你看的。
006.给胡适的一封信.txt	7	false	这套目录当然比徐高阮、Eugene L. Delafield和袁同礼的多出许多许多，他们开出来的，大部分我都“补”过；他们没收，我找到的，我都做了“〇”号，算是新“增”的。	这套目录当然比徐高阮、Eugene L. Delafield和袁同礼的多出许多许多，他们开出来的，大部分我都“补”过；他们没收，我找到的，我都做了“〇”号，算是新“增”的。
006.给胡适的一封信.txt	9	false	对这套增补过的目录，我想我实在不必假惺惺地谦虚了，它实在是一套比较完全的目录，我不相信过去还有谁比我做得更“专家”，——即使是会拿绣花针儿的中央研究院院长！	对这套增补过的目录，我想我实在不必假惺惺地谦虚了，它实在是一套比较完全的目录，我不相信过去还有谁比我做得更“专家”，——即使是会拿绣花针儿的中央研究院院长！
