score	file	line	text	context
3	《世论新语》目录.txt	42	选他做皇帝算啦！	039.“选他做皇帝算啦！”
3	《世论新语》目录.txt	191	饿死在台湾！	188.“饿死在台湾！”
4	《世论新语》自序.txt	5	五十年来和五百年内，中国人写白话文的前三名是李敖、李敖、李敖，嘴巴上骂我吹牛的人，心里都为我供了牌位	老友段宏俊办《世界论坛报》，拉我写《世论新语》专栏，虽在文体上、范围上，不同于一千五百年前的著作，但在落墨不多、为文恣肆上，却媲美前人。我曾自负性的写实说“五十年来和五百年内，中国人写白话文的前三名是李敖、李敖、李敖，嘴巴上骂我吹牛的人，心里都为我供了牌位”，设想我如果写的不是白话文而是文言文，则早生一千五百年，其前三名，也非我莫属。刘义庆后五百年出了欧阳修...
8	《世论新语》自序.txt	7	学行继程朱之后，文章在韩欧之间	我这些话，并非狂言。唐宋八大家的文章，在比较务实的清朝文章家眼中，实在漏洞百出。清朝的方苞少有文名，并以此自矜，后来到了北京，见到万斯同，万斯同跟他说，你整天迷恋古文，其实唐宋八大家中，除了韩愈文章中稍通圣贤之道外，其余七家，作了一辈子的文章，所说多空洞无裨实际。方苞经这一点醒，改治经学，以“学行继程朱之后，文章在韩欧之间”自期。他是桐城派开山祖师，桐城派作...
3	《世论新语》自序.txt	7	义法	我这些话，并非狂言。唐宋八大家的文章，在比较务实的清朝文章家眼中，实在漏洞百出。清朝的方苞少有文名，并以此自矜，后来到了北京，见到万斯同，万斯同跟他说，你整天迷恋古文，其实唐宋八大家中，除了韩愈文章中稍通圣贤之道外，其余七家，作了一辈子的文章，所说多空洞无裨实际。方苞经这一点醒，改治经学，以“学行继程朱之后，文章在韩欧之间”自期。他是桐城派开山祖师，桐城派作...
3	《世论新语》自序.txt	7	义	我这些话，并非狂言。唐宋八大家的文章，在比较务实的清朝文章家眼中，实在漏洞百出。清朝的方苞少有文名，并以此自矜，后来到了北京，见到万斯同，万斯同跟他说，你整天迷恋古文，其实唐宋八大家中，除了韩愈文章中稍通圣贤之道外，其余七家，作了一辈子的文章，所说多空洞无裨实际。方苞经这一点醒，改治经学，以“学行继程朱之后，文章在韩欧之间”自期。他是桐城派开山祖师，桐城派作...
3	《世论新语》自序.txt	9	夙不喜桐城派古文；幼年为文，学晚汉、魏、晋，颇尚矜炼。至是（办《新民丛报》）自解放，务为平易畅达，时杂以俚语、韵语及外国语法；纵笔所至不检束。学者竞效之，号新文体。老辈则痛恨，诋为野狐。然其文条理明晰，笔锋常带情感，对于读者，别有一种魔力焉。	中文的最后解放，在文言文方面是由梁启超总其成的。梁启超自谓：“夙不喜桐城派古文；幼年为文，学晚汉、魏、晋，颇尚矜炼。至是（办《新民丛报》）自解放，务为平易畅达，时杂以俚语、韵语及外国语法；纵笔所至不检束。学者竞效之，号新文体。老辈则痛恨，诋为野狐。然其文条理明晰，笔锋常带情感，对于读者，别有一种魔力焉。”
7	001.新专栏——疯老虎出场.txt	3	我们已经无处后退，只有勇敢向前。	二十五年老友段宏俊，独力办报，转眼一年；拉我写专栏，也转眼一年。一年来，我骂人无算，把他辛苦建立的公共关系，破坏无遗。目前段宏俊的处境，已被我害得正如四十年前《保卫大台湾》歌词的一句：“我们已经无处后退，只有勇敢向前。”于是，他又力排众议，拉我再加一个专栏。
5	001.新专栏——疯老虎出场.txt	5	遥知天上桂华孤，为问嫦娥更要无？月宫幸有闲田地，何不中央种两株？	日前我们的老友黄三回来，吃饭时三人谈笑：当年沈常福马戏团，全团只有一只老虎，但是虎虎生风。如今老段的报纸，其实也只有李敖一只老虎，并且还是疯的。既然一山不容二虎，只好一虎化为两条，以《世论新语》与《李敖论坛》两个专栏，虎虎生“疯”。白居易《桂华曲》说：“遥知天上桂华孤，为问嫦娥更要无？月宫幸有闲田地，何不中央种两株？”如今老段不怕嫦娥被疯老虎吃到肚里，乾纲独...
4	002.高玉树与三面无耻.txt	3	当年以非国民党员之身，竟两度自‘乌鲁木齐’中获选为市长	政治大家玩，有三边会谈、有三头马车、有三老五更、有三民主义……但有三面无耻者，却是闻所未闻。高玉树因不满国民党把他“踢到楼上去”（kickupstairs），特在楼上，玉树临风，招起红袖，向民进党的尤清抛起媚眼来。8月14日国民党《中央日报》以《高资政》为短评，认为高玉树对国民党“谰言报德”，反问他“当年以非国民党员之身，竟两度自‘乌鲁木齐’中获选为市长”，...
6	004.视听真乱了.txt	5	以正社会人士之视听	在占公产上，钱穆其实不如高玉树，高玉树真小人，占就占了；钱穆却伪君子，占了还大谈“委屈”、还要“以正社会人士之视听”。但是伪君子的手法，却比真政客高呢！社会视听中，《联合报》公开说他有“狷介风范”、《中国时报》公开说他“读书人的骨气却表露无遗”……这真是笑话！钱穆住蒋介石假公济私来的豪华别墅，二十二年来一块钱都没花，这是哪一门子“狷介”？哪一门子“读书人的骨...
6	004.视听真乱了.txt	5	读书人的骨气却表露无遗	在占公产上，钱穆其实不如高玉树，高玉树真小人，占就占了；钱穆却伪君子，占了还大谈“委屈”、还要“以正社会人士之视听”。但是伪君子的手法，却比真政客高呢！社会视听中，《联合报》公开说他有“狷介风范”、《中国时报》公开说他“读书人的骨气却表露无遗”……这真是笑话！钱穆住蒋介石假公济私来的豪华别墅，二十二年来一块钱都没花，这是哪一门子“狷介”？哪一门子“读书人的骨...
4	004.视听真乱了.txt	5	狷介风范	在占公产上，钱穆其实不如高玉树，高玉树真小人，占就占了；钱穆却伪君子，占了还大谈“委屈”、还要“以正社会人士之视听”。但是伪君子的手法，却比真政客高呢！社会视听中，《联合报》公开说他有“狷介风范”、《中国时报》公开说他“读书人的骨气却表露无遗”……这真是笑话！钱穆住蒋介石假公济私来的豪华别墅，二十二年来一块钱都没花，这是哪一门子“狷介”？哪一门子“读书人的骨...
