id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LALDHM-001	001.“新瓶装新酒”吗？.txt	7	7	宗教典籍译文	没有人把新酒装在旧皮袋里，若是这样，皮袋就裂开，酒漏出来，连皮袋也坏了；惟独把新酒装在新皮袋里，两样就都保全了。	《新约·马太福音》	李敖转引《新约》旧译，说明新酒旧皮袋的原义。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-002	002.这是哪门子“新酒”？.txt	15	15	古书训诂	造也，吉凶所起造也。	中国古书释酒	李敖转引古书对“酒”的训释，借以说明吉凶之所起。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-003	009.歪嘴又打朱熹牌！.txt	11	11	俗语	小和尚念经——有口无心	中国俗语	李敖用俗语形容只会背诵而不知其义。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-004	010.为有源头朱熹来！.txt	17	17	宋诗	半亩方塘一鉴开，天光云影共徘徊。问渠那得清如许，为有源头活水来。	朱熹《观书有感》	李敖转引朱熹《观书有感》全诗。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-005	010.为有源头朱熹来！.txt	19	19	宋词	世事短如春梦，人情薄似秋云，不须计较苦劳心，万事原来有命。幸遇三杯酒好，况逢一朵花新，片时欢笑且相亲，明日阴晴未定。	朱敦儒《西江月》	李敖转引朱敦儒《西江月》词句。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-006	010.为有源头朱熹来！.txt	21	21	唐诗	慈母手中线，游子身上衣；临行密密缝，意恐迟迟归。谁言寸草心，报得三春晖。	孟郊《游子吟》	李敖转引孟郊《游子吟》全诗。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-007	010.为有源头朱熹来！.txt	43	43	心学引文	你自家的准则，他是便知是，非便知非	王阳明语	李敖转引王阳明以自家准则说明良知。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。 校对轮补入：句子本体是心学引文，不收同段关于知难行易的政治辩论语境。
LALDHM-008	010.为有源头朱熹来！.txt	67	67	理学引文	所谓‘致知在格物’者，言欲致吾之知，在即物而穷其理也。	朱熹释《大学》	李敖转引朱熹对“致知在格物”的解释。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-009	010.为有源头朱熹来！.txt	69	69	心学引文	朱子所谓格物云者，在即物而穷其理也。是就事事物物上求其所谓定理者也。是以吾心而求理于事事物物之中，析心与理而为二矣。……若鄙人所谓致知格物者，致吾心之良知于事事物物也。吾心之良知，即所谓天理也。致吾心良知之天理于事事物物，则事事物物皆得其理矣。致吾心之良知者，致知也。事事物物皆得其理者，格物也。是合心与理为一者也。	王阳明论格物致知	李敖转引王阳明对朱熹格物说的辨析。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-010	010.为有源头朱熹来！.txt	75	75	清诗名句	咬住青山不放松	郑燮《竹石》	李敖转引郑燮《竹石》诗句。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。 校对轮补入：只收诗句本体，不收改山名的政治讽刺语境；同书后文再现不重复收入。
LALDHM-011	011.财阀伸手捞国策，总统幕后搞“台独”.txt	27	27	俗谚	此地无银三百两，隔壁王二不曾偷	中国俗谚	李敖借俗谚形容辩解反而露出破绽。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
LALDHM-012	020.评李登辉指示《“二二八事件”研究报告》.txt	263	263	古诗名句	埋骨何须桑梓地，人间无处不青山。	中国古诗	李敖转引古诗，借“青山”与刘青山姓名形成双关。	首轮保守收入：本书为现代人物政论集，党派、总统、台独、选举、二二八、政府报告和现代政治攻击语录一律不收；只保留可脱离政论语境的宗教典籍译文、古典诗词、哲学引文、俗谚和儒家格言。
