file	line	text
001.蒋宋美龄的一个错误.txt	3	一年前的2月里（2月17日），台湾各大报一夕之间，登出了蒋宋美龄给周恩来夫人邓颖超的公开信。据3月2日的党报宣传：“蒋夫人给邓颖超写了一封公开信，这封公开信，是给邓颖超读的，也是给中共头目、干部读的；更是给大陆同胞、复兴基地同胞、海外侨胞，甚至国际人士读的。蒋夫人的这封公开信，是诚恳说历史、诤言劝冥顽的历史性信件。”（李明：《澄清历史·诤劝冥顽》）既然是“诚恳说历史”“澄清历史”，那么这封信至少在历史部分，就得先站得住。但是，稍知历史的人看过后，却总觉得很不对劲。因为信中跟历史不合的地方，一再出现。去年2月25日的《前进时代》里，就提到信中所说法国知识分子对马列的崇拜，“加之，法国左派理论家萨特不时以辩证法及逻辑语汇，撰写似是而非之文字莠言惑众，……周先生正在当时此种热潮中留法，接受马列理论熏陶。”这意味着周恩来留法时曾受萨特思想的影响。按萨特生于1905年，死于1980年，1930年后始以文章问世，40至50年代崇尚存在主义，60年代后才开始左倾。周恩来留法为20年代初期，适时萨特仅为一十五、六岁的小孩，不可能撰文而对周有所影响。信中又说周恩来1935年“在遵义不知系感于前途荆棘满地，事不可为耶？抑被毛泽东以小小‘三面红旗’手法使之望陷阱而却步耶？”所谓“以小小‘三面红旗’手法”，但“三面红旗”乃是毛泽东于1958年提出的口号，意即总路线、人民公社与大跃进，这是对社会制度与经济制度的一种路线与见解，与政治斗争似乎无甚关联！
001.蒋宋美龄的一个错误.txt	7	其实这类笑话，并不自1984年写信给邓颖超始，早在1982年8月17日《给廖承志的公开信》中，就已开其端。蒋宋美龄给“承志世侄”公开信，开头说：
001.蒋宋美龄的一个错误.txt	13	查“悍匪孙美瑶在临城绑劫蓝钢车案”，发生在1923年5月5日，“蓝钢车”是当时东方仅有的全钢火车，是中国铁道部从美国买来的，当时孙美瑶劫走的，是全车乘客三百人（内外国人二十六人），劫的是人，并不是车。案子发生后车子照开，以后津浦路仍旧畅通无阻，并没有蒋宋美龄所说的中断情事。直到1924年9月，第二次直奉战事发生，直败奉胜，11月1日，山东督军郑士琦宣布武装中立，津浦路才暂时中断。据《国父年谱》1924年11月19日条下：
002.蒋夫人未婚夫小史.txt	3	老友江南在《一个蒋夫人的悲剧》（《台湾与世界》第三期，1983年3月）里，对蒋介石的多次婚姻，有这样一段论述：
002.蒋夫人未婚夫小史.txt	5	官史说：
002.蒋夫人未婚夫小史.txt	17	1934年4月，上海海天出版社出版《现代史料》第三集，有白丁写的《刘纪文小史》，说刘纪文出道之时，是受古应芬的提拔：
002.蒋夫人未婚夫小史.txt	21	不幸刘纪文和古家千金，订婚不满一年，而这位千金竟因病死去。所谓红颜未嫁身先丧，长使鳏夫泪满襟了！那时古氏尚无儿子，只得一位女儿，今竟死去，自悲伤万分，而思爱屋及乌。至于刘纪文呢？以既经获得了一位总长女儿，也竟无福消受，尤为万分懊丧。自是凡遇星期日或放假有空的时候，总是一个人独自走到他的未婚妻的墓前，哭泣一场。哭到眼眶红肿的时候，始行往古家见古应芬，古氏见他这样多情，同时又因为痛惜他的亡女，自此之后，对于刘纪文乃更为看重。
002.蒋夫人未婚夫小史.txt	25	刘氏做了厅长之后，想念起他的过去和今日的地位，都是他的亡妻和古应芬的力量。因此对于古应芬固然万分感激，同时对于其亡妻，也想替她表彰一下，于是在广州白云山附近，买了一块很大的坟场，建了一座很壮丽的坟墓，将他的亡妻移葬于此。另外亲自为他的亡妻，作了一篇墓志铭，请汪精卫先生书写，而用矾石雕刻了，竖在他亡妻的墓前。这篇墓志铭里，有两句香艳的警句，是值得称道的。文曰：“请于湘丈，得以越礼侍奉者数夕”，这所谓湘丈，是指古应芬，因古氏别字湘勤，而所谓越礼侍奉，就是侍奉他的未婚妻。侍奉而至于“越礼”，而又一连“数夕”之久，在刘氏固不愧为多情，但莫名其妙的局外人观之，无不引为窃笑之资者。
002.蒋夫人未婚夫小史.txt	35	刘氏赴粵之时，很多人跟他同去，以为一到广州，就马上可以上任，哪知到广州后，建设厅长已经给别人夺去，而广州那时的所谓大小要人，真是满坑满谷，粥少僧多，难于安置，刘氏虽有古应芬的力量，至此也毫无办法。因此刘氏大失所望，自悔上了古应芬的大当，常常一肚牢骚无从发泄。有时十分无聊的时候，又不免走到他的亡妻的墓前，徘徊瞻眺，以蔽抑郁。不过去得太频繁了，他的夫人许淑珍总不免有些醋意，说他对前妻感情太浓厚，因此种种，刘氏一生精神上最痛苦的，大概以这个时候为最厉害。
002.蒋夫人未婚夫小史.txt	37	时间很快的过了几个月，刘氏的官还没有成功，不幸到11月的时候，古应芬竟一病呜呼了！本来在这几个月中，刘氏对于古应芬，是不免有些怨望的。但现在古氏已死了，古氏过去对于刘氏，确有莫大的恩义，刘氏神志清明的时候，对于这一点恩义，无论如何，不能忘却的。故于古氏之死，确觉悲伤万分。同时他又感觉到在政治上提拔他最力的人，已经死去，今后谁来帮他忙呢？这是关系他的前途，尤为切身之痛。当时他有一副挽古氏的联语，最能写出他那时内心的苦痛。文曰：“国步尚多艰，公不少留，太息前途演荆棘”，“泰山今失望，吾将安仰？恪遵遗训慎行藏”。从这联语中“泰山今失望”一句，实属有为而发，而“吾将安仰”一句，简直是把他的心事和前途的徬徨恐惧，一一说出了。
002.蒋夫人未婚夫小史.txt	41	白丁这篇《刘纪文小史》，大体尚都正确，只是有一些重要补正，不可不知：
002.蒋夫人未婚夫小史.txt	43	一、《刘纪文小史》没有写出他的生年与学历，事实上，他是1889年生的。早年留学日本，入法政大学。1923年又留学英国，入伦敦大学。1926年回国。
002.蒋夫人未婚夫小史.txt	45	二、《刘纪文小史》只提到刘纪文从“民国十五年……适由外国返粵，遂由古应芬的力量，保荐为广东省农工厅长。”其实刘纪文早在1922年（民国十一年）就出了道，蒋介石《孙大总统广州蒙难记》原版提到，1922年8月10日孙中山到香港，刘纪文等去“登轮晋谒”，就可看出刘纪文当时的地位。虽然后来版本的《孙大总统广州蒙难记》已经暗中删去刘纪文等的大名了。1923 年3月2日孙中山成立了大本营，任命谭延闿为内政部长、程潜为军政部长、邓泽如为建设部长、廖仲恺为财政部长、古应芬为法制局长、刘纪文为审计局长……当时分封部长级大官，蒋介石还轮不到。直到半个月后（3月17日），才令蒋介石做大本营参谋长。所以在官职上，蒋介石当年实在刘纪文之下。
002.蒋夫人未婚夫小史.txt	47	三、《刘纪文小史》中绝口不敢提宋美龄跟刘纪文订婚的事，事实上，宋美龄跟刘纪文是广东同乡，他们早就订婚了。
002.蒋夫人未婚夫小史.txt	49	四、刘纪文被蒋介石横刀夺爱后，一直跟了蒋介石，走蒋介石内线，得到了南京市长的官儿。他在1927年5月25日和1928年7月14日，两次被任命南京市长，为什么两次呢？因为第一次任期中蒋介石下了野，他也随同下野，并陪蒋介石去日本。蒋介石复出后，他也借光复出。1928年6月27日，蒋介石在向国民政府呈请《复任刘纪文为南京市市长》的呈文中，说：“新都为中外观瞻之所系，市政乃地方建设之张本，国体所在，关切綦要，努力奋进不容或缓，值兹外交频繁，信使往来，整设市政以扬国光，自属首要之图。查前南京市市长刘纪文精明干练，学有专长，任事积极，不辞劳怨，以之仍充原职必获事半功倍，且复驾轻就熟，更能措置裕如。”溢美之辞，呼之欲出。刘纪文7月14日再任南京市长，四个半月后（12月1日），蒋介石宋美龄“恋爱”完毕，终于结婚。
002.蒋夫人未婚夫小史.txt	55	〔附记〕《民国十八年中国国民党年鉴》记刘纪文履历：“刘纪文，原名兆铭，广东东莞县人，现在四十一岁。中国同盟会会员。曾参与广东新军、黄花岗两役。民国元年派赴日本留学六年，毕业于日本法政大学。历任粵省金库监理、大本营审计局局长、陆军部军需司司长、广州市审计处处长。十二年赴欧洲考察战后经济状况，旋又奉命考察欧美各国市政。十五年归国，任粵省政府委员兼农工厅厅长，北伐时任总司令部行营军需处处长、经理委员会主席、审计处处长、总司令部经理处处长、南京特别市执行委员会委员兼宣传部部长、南京特别市市长。第三次全国代表大会被选为中央执行委员。”
003.宋美龄的房事问题.txt	3	写完《高玉树的房事问题》，联想到有房事问题者，亦不止于此，其他无耻例子还多，择其尤者，其唯宋美龄乎？
003.宋美龄的房事问题.txt	5	宋美龄依法律，一平民耳；依年齿，一老妪耳。却霸占“士林官邸”不放，且警卫森严，日费公帑，不可胜数。许荣淑做“立委”时，曾有以质询。1988年6月4日，“行政院”以台七十七专字第14610号书面答复曰：
003.宋美龄的房事问题.txt	15	我曾写《蒋宋美龄通奸》一书。如今宋美龄老得不堪奸用，却仍房事不绝，真是不要脸。
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	7	照《乱党之真相》一文献记录，宋霭龄为孙中山打过胎：
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	11	关于《乱党之真相》所说孙中山“宣布宋嘉树以死刑”的事，史特林·席格雷夫（Sterling Seagrave）《宋家王朝》（The Soong Dynasty）第六章中有这么几段：
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	19	席格雷夫显然不知道《乱党之真相》所说孙中山“冒然宣布宋嘉树以死刑”的事，但他知道宋嘉树最后死得不明不白。孙中山是不是派人“制裁”了宋嘉树，文献无征，但是若有死刑的宣布，则希旨承风的手下乱干一票，也就毫不希奇了！
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	21	关于孙宋婚姻，也有问题。我的老师吴相湘在《孙逸仙先生传》说：
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	23	民国三年春，卢夫人曾赴日本。据她答香山县商会函有云：“先伯（德彰大哥）离逝后，电召氏（卢自称）往日本，商配宋氏之婚。后氏回澳住居，得常往教堂聆主之救世大道。”这就是卢夫人明大义，同意分居，自居澳门。但孙科及二女仍奉养一切；孙先生就不致重婚。
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	25	吴相湘说“同意分居”，又说“不致重婚”的话，显然是含糊其辞的。事实上，孙文与宋庆龄在1915年在日本结婚的时候，卢夫人还是卢夫人，而在孙宋婚约上第一条，也只是尽速办理符合中国法律的正式婚姻手续而已。
004.痛哭党军皆缟素，冲冠一怒有红颜.txt	45	经过二十四年的奋斗，蒋介石终于被打到台湾去，中华民国亡国了，中华人民共和国成立了。她担任了国家副主席。三十二年后死去。留下的著作有《宋庆龄自传》（华光社版）、《宋庆龄自传及其言论》（光明书局版）、《中国走向民主的途中》（人民社版）、《妇女与抗战》（战时社版）、《第二次世界大战前夜》（北新书局版）、《中国应何以自存》（前导书店版）、《为新中国奋斗》（人民出版社版）、《宋庆龄选集》（人民出版社版）等书。
005.关于“蒋经国致生母信”.txt	3	蒋经国死后半年，1988年7月7日，由宋楚瑜任召集人，马英九、邵玉铭、戴瑞明等十一人为编纂，出版了《蒋总统经国先生哀思录》三巨册，收有《蒋总统经国先生论著年表》。奇怪的是，这年表是从1940年蒋经国三十一岁起的论著起算的，换句话说，蒋经国三十岁以前的片纸只字，都付阙如了。这显然是一种有意的忽略。
005.关于“蒋经国致生母信”.txt	5	事实上，三十岁以前的蒋经国，倒不无论著可寻呢！证据不必远求，光在同一册哀思录的另一年表——《蒋总统经国先生年表》中，我们便可看到文章。在该表1937年二十八岁条下，就有这么一段：“先生返国后，研读中国经史，将在俄国所经历之事，手撰《冰天雪地》与《去国十二年》两书。”但这两书却哪儿去了呢？
005.关于“蒋经国致生母信”.txt	7	其实，更精彩的，还是蒋经国写给他母亲的大作呢！据《蒋总统经国先生年表》1935年二十六岁条下，就有这么一段：“1月，陈绍禹要求先生写信回国，并借机捏造信件，以进行反间工作。”可见国民党党方承认有这么一封信，只是说他非出自蒋经国本意而已。
005.关于“蒋经国致生母信”.txt	9	不过，根据蒋经国留俄同学徐君虎的回忆，蒋经国在苏联时，是反对他老子的。《蒋经国在莫斯科》一书中，有这样几段：
