id	source_file	line_start	line_end	present	political_hits	quote_text
LALRW-001	001.我最佩服的一个国民党.txt	5	5	yes		年少通经，文极古藻，隽才也！
LALRW-002	001.我最佩服的一个国民党.txt	35	35	yes		摧枯拉朽
LALRW-003	001.我最佩服的一个国民党.txt	35	35	yes		小人知进而不知退
LALRW-004	001.我最佩服的一个国民党.txt	35	35	yes		有奶便是娘
LALRW-005	001.我最佩服的一个国民党.txt	35	35	yes		助纣为虐
LALRW-006	001.我最佩服的一个国民党.txt	53	53	yes		律己不苟而对人绝对放任
LALRW-007	001.我最佩服的一个国民党.txt	57	57	yes		不忍为同流合污之苟安
LALRW-008	001.我最佩服的一个国民党.txt	89	89	yes		无可奈何
LALRW-009	001.我最佩服的一个国民党.txt	117	117	yes		有所不为而后可以有为
LALRW-010	001.我最佩服的一个国民党.txt	119	119	yes		不降志，不辱身
LALRW-011	001.我最佩服的一个国民党.txt	149	149	yes		咄咄逼人
LALRW-012	002.五四以后的陈独秀.txt	13	13	yes		看山水又是山水
LALRW-013	002.五四以后的陈独秀.txt	13	13	yes		有始无终
LALRW-014	002.五四以后的陈独秀.txt	13	13	yes		有始有终
LALRW-015	003.我最难忘的五四人物.txt	5	5	yes		交友以自大其身；求士以求此身之不朽
LALRW-016	003.我最难忘的五四人物.txt	7	7	yes		特立独行
LALRW-017	004.梁实秋逝世周年感忆.txt	19	19	yes		比邻若天涯
LALRW-018	004.梁实秋逝世周年感忆.txt	19	19	yes		苟且偷安、逃避
LALRW-019	004.梁实秋逝世周年感忆.txt	19	19	yes		天涯若比邻
LALRW-020	005.梁实秋的两篇重要佚文.txt	5	5	yes		善意的批评
LALRW-021	005.梁实秋的两篇重要佚文.txt	5	5	yes		上帝都可以批评，为什么不可以批评一个人？
LALRW-022	005.梁实秋的两篇重要佚文.txt	5	5	yes		一朝权在手，便把令来行
LALRW-023	005.梁实秋的两篇重要佚文.txt	11	11	yes		一书贾耳
LALRW-024	005.梁实秋的两篇重要佚文.txt	25	25	yes		人心不同，各如其面
LALRW-025	005.梁实秋的两篇重要佚文.txt	25	25	yes		天经地义
LALRW-026	005.梁实秋的两篇重要佚文.txt	25	25	yes		无所不用其极
LALRW-027	005.梁实秋的两篇重要佚文.txt	105	105	yes		我曾看见过人领着熊，从没有看见过人被熊领着。
LALRW-028	005.梁实秋的两篇重要佚文.txt	107	107	yes		我是搞历史的人，搞历史的人只晓得追求历史的真相，不计其他。
LALRW-029	005.梁实秋的两篇重要佚文.txt	109	109	yes		传记文学写得好，必须能够没有忌讳；忌讳太多，顾虑太多，就没有法子写可靠的生动的传记了。
LALRW-030	005.梁实秋的两篇重要佚文.txt	111	111	yes		忌讳太多，顾虑太多
LALRW-031	006.方神父的惊人秘密.txt	17	17	yes		义正辞严
LALRW-032	006.方神父的惊人秘密.txt	25	25	yes		不看洋和尚面也看玛利亚面
LALRW-033	006.方神父的惊人秘密.txt	31	31	yes		万里凌云飞飞飞，今日返国归归归
LALRW-034	006.方神父的惊人秘密.txt	57	57	yes		打开天窗说话
LALRW-035	006.方神父的惊人秘密.txt	61	61	yes		身败名裂
LALRW-036	006.方神父的惊人秘密.txt	63	63	yes		独善其身
LALRW-037	006.方神父的惊人秘密.txt	63	63	yes		兼善天下
LALRW-038	006.方神父的惊人秘密.txt	63	63	yes		善霸
LALRW-039	007.方神父的另一惊人秘密.txt	3	3	yes		鸿爪遗痕
LALRW-040	007.方神父的另一惊人秘密.txt	5	5	yes		续貂
LALRW-041	007.方神父的另一惊人秘密.txt	7	7	yes		表里不一
LALRW-042	007.方神父的另一惊人秘密.txt	7	7	yes		人之初，性本善，性相近，习相远。
LALRW-043	007.方神父的另一惊人秘密.txt	7	7	yes		跳不出如来佛的掌心
LALRW-044	008.海隅光销二十年.txt	5	5	yes		有其母必有其女
LALRW-045	008.海隅光销二十年.txt	9	9	yes		你并不孤单，上帝是和你在一起的
LALRW-046	009.为殷海光先生出书经过.txt	5	5	yes		一年老一年，一日衰一日
LALRW-047	009.为殷海光先生出书经过.txt	17	17	yes		廿目所视、廿手所指
LALRW-048	009.为殷海光先生出书经过.txt	17	17	yes		杀头生意有人做，赔钱生意没人做
LALRW-049	009.为殷海光先生出书经过.txt	17	17	yes		十目所视，十手所指
LALRW-050	009.为殷海光先生出书经过.txt	17	17	yes		四目所视、四手所指
LALRW-051	009.为殷海光先生出书经过.txt	53	53	yes		好的就吸收，不好的就不要
LALRW-052	009.为殷海光先生出书经过.txt	89	89	yes		罢黜百家，一尊孔孟
LALRW-053	009.为殷海光先生出书经过.txt	123	123	yes		为人应世笨拙不堪
LALRW-054	009.为殷海光先生出书经过.txt	125	125	yes		在共同的工作里交友
LALRW-055	009.为殷海光先生出书经过.txt	127	127	yes		共心通灵
LALRW-056	009.为殷海光先生出书经过.txt	127	127	yes		仅靠言词不足以知人
LALRW-057	011.至今犹忆孙将军.txt	3	3	yes		公道自在人心啊！
LALRW-058	012.《孙立人研究》前言.txt	9	9	yes		戴震主之威，挟不赏之功
LALRW-059	012.《孙立人研究》前言.txt	9	9	yes		时至不行，反受其殃
LALRW-060	012.《孙立人研究》前言.txt	11	11	yes		措置别作擘画
LALRW-061	012.《孙立人研究》前言.txt	11	11	yes		众证结案，而武穆竟无服辞云
