file	line	matched_quote	previous_id	previous_book	previous_source	context
002.文警论及附件.txt	51	宁鸣而死，不默而生！	LADXT-032	独白下的传统	004.谏诤——“宁鸣而死，不默而生！”.txt:81-83	我辈生当乱世，或如庾信所言：“爰客逃难，求食而已”；或如范仲淹所言：“宁鸣而死，不默而生。”二者何择，实难忖度。但对我来说，实已无处后退、无地可避（此David Bradley所谓的No Place to Hide），最后只好白刃相见，大家看好戏也。
002.文警论及附件.txt	77	咄咄逼人	LADXT-026	独白下的传统	003.避讳——“非常不敢说”.txt:39-39	言外之意，已说得明明白白。“文警”们大可聪明一点。清朝初年，顾亭林曾被逼得说出“刀绳俱在，无速我死”的沉痛言词，“文警”们又何必太性急？我李敖如时运不济，早晚死在他们手里，让老子多活几年，岂不也好，又何必咄咄逼人，早累“浊”望？
002.文警论及附件.txt	77	咄咄逼人	LAJYLP-140	教育与脸谱	012.於梨华和她的小说.txt:11-11	言外之意，已说得明明白白。“文警”们大可聪明一点。清朝初年，顾亭林曾被逼得说出“刀绳俱在，无速我死”的沉痛言词，“文警”们又何必太性急？我李敖如时运不济，早晚死在他们手里，让老子多活几年，岂不也好，又何必咄咄逼人，早累“浊”望？
002.文警论及附件.txt	77	咄咄逼人	LAWLDH-028	文化论战丹火录	002.文化论战丹火录.txt:431-431	言外之意，已说得明明白白。“文警”们大可聪明一点。清朝初年，顾亭林曾被逼得说出“刀绳俱在，无速我死”的沉痛言词，“文警”们又何必太性急？我李敖如时运不济，早晚死在他们手里，让老子多活几年，岂不也好，又何必咄咄逼人，早累“浊”望？
003.张宗昌，我梦到了你！.txt	9	夫子步亦步、夫子趋亦趋	LACTDB-017	传统下的独白	005.一封神气的情书.txt:25-25	另一个可能成为圣人的我，也“夫子步亦步，夫子趋亦趋”的，开始“夫子梦亦梦”。在我梦寐以求的结果，在闺秀派所谓迷茫的境界中，终于，远远的，一对眼睛出现了。
004.开玩笑的自由.txt	13	你死我活	LASLXY-046	世论新语	079.“你死我活”新解.txt:3-3	原来在历史上，统治者对被统治者，实在缺乏开玩笑的渊源，真正吹胡子瞪眼的一方，总是高高在上的当今圣上，他们的威严与威风，部分要靠脸色铁青来维持，他们以“不苟言笑”自律，也以“不苟言笑”律人。这样久了，不苟言笑变成一种象征——一种威严与威风的象征。在这种象征下，多的是暴力与暴动、奴役与奴性，不论统治者那边或被统治者这边，双方残存的宽大善良一面，都无从培养，最后不是你死我活，就是两边都得胃病。
006.流血的自由.txt	11	慷慨歌燕市	LAWC2-149	李敖文存二集	011.论没有“流血的自由”.txt:3-9	不准“慷慨歌燕市”，
006.流血的自由.txt	15	引刀成一快	LAWC2-151	李敖文存二集	011.论没有“流血的自由”.txt:3-9	不准“引刀成一快”，
006.流血的自由.txt	17	不负少年头	LAWC2-152	李敖文存二集	011.论没有“流血的自由”.txt:3-9	不准“不负少年头”。
006.流血的自由.txt	19	慷慨歌燕市	LAWC2-149	李敖文存二集	011.论没有“流血的自由”.txt:3-9	诗中括号里头的文字，大家都知道是汪精卫谋刺摄政王不成，在清朝牢里作的。当时汪精卫所处的是一个旧时代，在旧时代中“造反”也好、“起义”也罢、“革命”也行，不管你干什么，只要你不成功被逮到，大概都难逃一死。在挨刀以前，抗节不屈的人，往往可以得到英雄式的招待和烈士式的满足，他在“从容作楚囚”以后，“绑赴法场”，还可以意气扬扬，“慷慨歌燕市”一番，他可以高喊口号，做简短演说，或是“骂贼而死”。“引刀成一快”前一分钟，他可以表示“二十年后还是一条好汉”，他真的是好汉，在菜市口看热闹的同胞们，也都不得不承认他是好汉——上面这种“引刀成一快”的故事，在古今中外历史中，我们可以找到很多。这些人虽都难逃刀下鬼的命运，但是相对的，也聊以自慰的，他们总算得到了“不负少年头”的满足——除了那混球的阿Q以外。
