file	line	quoteText	markers	political	previous	context	next
《冷眼看台湾》自序.txt	3	归骨于田横之岛	classics	political-context		我十四岁来台湾，转眼四十年。拜蒋家王朝列管之赐，始终未能出境；近年蒋家王朝人亡政息，我也忽焉老矣，也懒得出境了，大概此生将老死于斯。当年傅斯年为台湾人题字，有道是“归骨于田横之岛”，我住台湾四十年，并未见到田横式豪杰，台湾也自非田横之岛。但是，傅斯年的溢美，对我本人仿佛倒是写真。只是今日田横，也合该只做单干户，自己去田去横，没人要跟你玩命。所以，今日田横可以五百年内雄踞文坛，但是，要五百义人与你同生共死，则是生错了时代，也弄错了地方。	
《冷眼看台湾》自序.txt	5	恐朱儒	classics	political-context		我在台湾，本是时代与地方的交错，既然阴错阳差的浮海而至，也就随缘入化的凌云而活。对大陆，我并没有乡愁；对台湾，我也不曾寄旅。台湾只是我的工作所在，它是我的战场，但却不是我的敌人。台湾还不够格是我的敌人，它太小了。虽然我也以东方朔“恐朱儒”的玩世与愤世，跟这个岛周旋，跟这个岛上的恶政与小人周旋，但是，基本上与心境上，我只是“小和尚念经——有口无心”而已，我真正的心，在遥远的所在，那种遥远既是空间的，也是时间的。	
《冷眼看台湾》自序.txt	5	小和尚念经——有口无心	classics	political-context		我在台湾，本是时代与地方的交错，既然阴错阳差的浮海而至，也就随缘入化的凌云而活。对大陆，我并没有乡愁；对台湾，我也不曾寄旅。台湾只是我的工作所在，它是我的战场，但却不是我的敌人。台湾还不够格是我的敌人，它太小了。虽然我也以东方朔“恐朱儒”的玩世与愤世，跟这个岛周旋，跟这个岛上的恶政与小人周旋，但是，基本上与心境上，我只是“小和尚念经——有口无心”而已，我真正的心，在遥远的所在，那种遥远既是空间的，也是时间的。	
《冷眼看台湾》自序.txt	7	却恐他乡胜故乡	classics,poem	political-context		正因为有那种时空上的遥远，对大陆和台湾，我既了无乡愁，也不怀寄旅。我素来讨厌中国人轻易乡愁的情绪，我早就说乡愁观念的基本成因，一个是农业社会的安土重迁；一个是古代交通的不发达、通讯的不方便。这些因素，在我们现代化以后，都不存在了或减少了，所以乡愁的意义也就愈来愈没意义。古人的诗里有“却恐他乡胜故乡”“此心安处即为乡”的境界；有“埋骨何须桑梓地，人间何处不青山”的境界，可见古人也不无提升起来的水准。台湾是我成长之地，我对台湾当然有一种浓厚的感情，但在地缘上和政情上，我却深知我是“真正大陆型的知识分子”，我不喜欢台湾。...	
《冷眼看台湾》自序.txt	7	此心安处即为乡	classics,poem	political-context		正因为有那种时空上的遥远，对大陆和台湾，我既了无乡愁，也不怀寄旅。我素来讨厌中国人轻易乡愁的情绪，我早就说乡愁观念的基本成因，一个是农业社会的安土重迁；一个是古代交通的不发达、通讯的不方便。这些因素，在我们现代化以后，都不存在了或减少了，所以乡愁的意义也就愈来愈没意义。古人的诗里有“却恐他乡胜故乡”“此心安处即为乡”的境界；有“埋骨何须桑梓地，人间何处不青山”的境界，可见古人也不无提升起来的水准。台湾是我成长之地，我对台湾当然有一种浓厚的感情，但在地缘上和政情上，我却深知我是“真正大陆型的知识分子”，我不喜欢台湾。...	
《冷眼看台湾》自序.txt	7	埋骨何须桑梓地，人间何处不青山	classics,poem	political-context		正因为有那种时空上的遥远，对大陆和台湾，我既了无乡愁，也不怀寄旅。我素来讨厌中国人轻易乡愁的情绪，我早就说乡愁观念的基本成因，一个是农业社会的安土重迁；一个是古代交通的不发达、通讯的不方便。这些因素，在我们现代化以后，都不存在了或减少了，所以乡愁的意义也就愈来愈没意义。古人的诗里有“却恐他乡胜故乡”“此心安处即为乡”的境界；有“埋骨何须桑梓地，人间何处不青山”的境界，可见古人也不无提升起来的水准。台湾是我成长之地，我对台湾当然有一种浓厚的感情，但在地缘上和政情上，我却深知我是“真正大陆型的知识分子”，我不喜欢台湾。...	
《冷眼看台湾》自序.txt	7	真正大陆型的知识分子	classics,poem	political-context		正因为有那种时空上的遥远，对大陆和台湾，我既了无乡愁，也不怀寄旅。我素来讨厌中国人轻易乡愁的情绪，我早就说乡愁观念的基本成因，一个是农业社会的安土重迁；一个是古代交通的不发达、通讯的不方便。这些因素，在我们现代化以后，都不存在了或减少了，所以乡愁的意义也就愈来愈没意义。古人的诗里有“却恐他乡胜故乡”“此心安处即为乡”的境界；有“埋骨何须桑梓地，人间何处不青山”的境界，可见古人也不无提升起来的水准。台湾是我成长之地，我对台湾当然有一种浓厚的感情，但在地缘上和政情上，我却深知我是“真正大陆型的知识分子”，我不喜欢台湾。...	
《冷眼看台湾》自序.txt	7	江湖寥落尔安归	classics,poem	political-context		正因为有那种时空上的遥远，对大陆和台湾，我既了无乡愁，也不怀寄旅。我素来讨厌中国人轻易乡愁的情绪，我早就说乡愁观念的基本成因，一个是农业社会的安土重迁；一个是古代交通的不发达、通讯的不方便。这些因素，在我们现代化以后，都不存在了或减少了，所以乡愁的意义也就愈来愈没意义。古人的诗里有“却恐他乡胜故乡”“此心安处即为乡”的境界；有“埋骨何须桑梓地，人间何处不青山”的境界，可见古人也不无提升起来的水准。台湾是我成长之地，我对台湾当然有一种浓厚的感情，但在地缘上和政情上，我却深知我是“真正大陆型的知识分子”，我不喜欢台湾。...	
《冷眼看台湾》自序.txt	9	不止台湾出了个李敖，而是中国出了个李敖。李敖是真正大陆型的知识分子，虽然我像拿破仑一样的在厄尔巴（Elba）岛上 、在圣赫勒拿（St. Helena）岛上，但我总归是大陆型的人。也许多年以后，我会归骨于昆仑之西……		political-context		七年前，我写信给一位朋友，说：“不止台湾出了个李敖，而是中国出了个李敖。李敖是真正大陆型的知识分子，虽然我像拿破仑一样的在厄尔巴（Elba）岛上 、在圣赫勒拿（St. Helena）岛上，但我总归是大陆型的人。也许多年以后，我会归骨于昆仑之西……”四年前，我又引申此意，写给另外一位朋友，说：“请注意，我是归骨于昆仑之西，而不是东，我的真正大陆故乡其实在昆仑之东。但昆仑之西是大陆的根、大陆的动脉，虽然那个根、那个动脉，已经一片浩瀚、荒凉与死寂。我最佩服唐三藏西天取经，他偷渡出关，直奔昆仑之西，面对一片浩瀚、荒凉与死寂...	
《冷眼看台湾》自序.txt	9	请注意，我是归骨于昆仑之西，而不是东，我的真正大陆故乡其实在昆仑之东。但昆仑之西是大陆的根、大陆的动脉，虽然那个根、那个动脉，已经一片浩瀚、荒凉与死寂。我最佩服唐三藏西天取经，他偷渡出关，直奔昆仑之西，面对一片浩瀚、荒凉与死寂。在这种气氛里孤军奋斗，真是中国第一豪杰。		political-context		七年前，我写信给一位朋友，说：“不止台湾出了个李敖，而是中国出了个李敖。李敖是真正大陆型的知识分子，虽然我像拿破仑一样的在厄尔巴（Elba）岛上 、在圣赫勒拿（St. Helena）岛上，但我总归是大陆型的人。也许多年以后，我会归骨于昆仑之西……”四年前，我又引申此意，写给另外一位朋友，说：“请注意，我是归骨于昆仑之西，而不是东，我的真正大陆故乡其实在昆仑之东。但昆仑之西是大陆的根、大陆的动脉，虽然那个根、那个动脉，已经一片浩瀚、荒凉与死寂。我最佩服唐三藏西天取经，他偷渡出关，直奔昆仑之西，面对一片浩瀚、荒凉与死寂...	
