file	line	text	context
001.送高信疆归大陆序.txt	9	升高而望远	1200年前，韩愈写《送李愿归盘谷序》，写大丈夫人生方向的转折，最后“升高而望远”“终吾生以徜徉”。1200年后，我以超迈古人的新赠序类文体，为信疆一壮行色。前瞻大陆，回首台湾，人生徜徉至此，亦高人哉！
001.送高信疆归大陆序.txt	9	终吾生以徜徉	1200年前，韩愈写《送李愿归盘谷序》，写大丈夫人生方向的转折，最后“升高而望远”“终吾生以徜徉”。1200年后，我以超迈古人的新赠序类文体，为信疆一壮行色。前瞻大陆，回首台湾，人生徜徉至此，亦高人哉！
003.我写《上山上山爱》.txt	3	附记	1935我生那年，鲁迅在《且介亭杂文》的“附记”里，提到国民党政府管制言论，当时主持检查的人删文章，并不告诉读者哪儿被删，弄得文章上气不接下气，读者看了，大惑不解，“你在说什么呀？”
003.我写《上山上山爱》.txt	3	你在说什么呀？	1935我生那年，鲁迅在《且介亭杂文》的“附记”里，提到国民党政府管制言论，当时主持检查的人删文章，并不告诉读者哪儿被删，弄得文章上气不接下气，读者看了，大惑不解，“你在说什么呀？”
003.我写《上山上山爱》.txt	7	超鲁迅	1949年国民党的中华民国亡国了，它逃掉了，逃到台湾，重组了伪政府，按说既然宣布不事先检查了，理应比对付鲁迅那一时代多点言论自由才是，其实不然。事实上，伪政府暗中施出两种方法来“超鲁迅”。第一种方法是“不检即查法”，例如对李敖的书，根本是本本查禁。换句话说，根本检查都不必了，就查禁了事。所以，从形式上看，检查倒真仿佛取消了呢！只是代替的，不是更多的自由，而是更多的查禁而已。
003.我写《上山上山爱》.txt	7	不检即查法	1949年国民党的中华民国亡国了，它逃掉了，逃到台湾，重组了伪政府，按说既然宣布不事先检查了，理应比对付鲁迅那一时代多点言论自由才是，其实不然。事实上，伪政府暗中施出两种方法来“超鲁迅”。第一种方法是“不检即查法”，例如对李敖的书，根本是本本查禁。换句话说，根本检查都不必了，就查禁了事。所以，从形式上看，检查倒真仿佛取消了呢！只是代替的，不是更多的自由，而是更多的查禁而已。
003.我写《上山上山爱》.txt	33	黄色其外，红色其中	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	33	思想	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	33	形而上	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	33	形而下	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	33	形而上者谓之道，形而下者谓之器	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	33	黄色小说	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	35	尸陀林主	藏传佛教有“尸陀林主”（Masters of Sitavana），画面是男女骷髅，风月交叉，虽朽为枯骨，但仍能灭敌饮血，以显神通。若论真的“尸陀林主”，非此书莫属。《上山·上山·爱》是真正灭敌饮血的文学，“谈笑间，强虏灰飞烟灭。”“强虏”是谁，读者一看便知。本书虽为情爱秘籍、男女圣经，但是功夫深处，却是“思想挂帅”的智者、强者文学，不想再看娘娘腔文学作品的读者，何妨一读此书，大开眼界也。
003.我写《上山上山爱》.txt	35	谈笑间，强虏灰飞烟灭。	藏传佛教有“尸陀林主”（Masters of Sitavana），画面是男女骷髅，风月交叉，虽朽为枯骨，但仍能灭敌饮血，以显神通。若论真的“尸陀林主”，非此书莫属。《上山·上山·爱》是真正灭敌饮血的文学，“谈笑间，强虏灰飞烟灭。”“强虏”是谁，读者一看便知。本书虽为情爱秘籍、男女圣经，但是功夫深处，却是“思想挂帅”的智者、强者文学，不想再看娘娘腔文学作品的读者，何妨一读此书，大开眼界也。
003.我写《上山上山爱》.txt	35	强虏	藏传佛教有“尸陀林主”（Masters of Sitavana），画面是男女骷髅，风月交叉，虽朽为枯骨，但仍能灭敌饮血，以显神通。若论真的“尸陀林主”，非此书莫属。《上山·上山·爱》是真正灭敌饮血的文学，“谈笑间，强虏灰飞烟灭。”“强虏”是谁，读者一看便知。本书虽为情爱秘籍、男女圣经，但是功夫深处，却是“思想挂帅”的智者、强者文学，不想再看娘娘腔文学作品的读者，何妨一读此书，大开眼界也。
003.我写《上山上山爱》.txt	35	思想挂帅	藏传佛教有“尸陀林主”（Masters of Sitavana），画面是男女骷髅，风月交叉，虽朽为枯骨，但仍能灭敌饮血，以显神通。若论真的“尸陀林主”，非此书莫属。《上山·上山·爱》是真正灭敌饮血的文学，“谈笑间，强虏灰飞烟灭。”“强虏”是谁，读者一看便知。本书虽为情爱秘籍、男女圣经，但是功夫深处，却是“思想挂帅”的智者、强者文学，不想再看娘娘腔文学作品的读者，何妨一读此书，大开眼界也。
005.分个第一给她.txt	11	妙天下	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	借题发挥	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	喜欢借题发挥	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	作文章切莫要借题发挥	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	消极	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	积极	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	教人一个思想学问的方法	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	被人蒙着眼睛牵着鼻子走。	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
005.分个第一给她.txt	11	与子偕小	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，辩护他为什么要考证《红楼梦》，曾说考证《红楼梦》只是“消极”的目的，他别有“积极”的目的，那就是借小说考证来“教人一个思想学问的方法”，教人不要“被人蒙着眼睛牵着鼻子走。”考证《红楼梦》是本题，是“消极”的；考证以外“借题发挥”的题外有题，才是“积极”的。这样“借题发挥”起来，陈文茜和李敖纵Diamond加Diamon...
006.《胡适语粹》新序.txt	3	内忧外患	对整个中国来说，历史所记的“内忧外患”，其实只有“内忧”，算不上是“外患”。直到19世纪的1840年鸦片战争到来，中国才领教了什么是“外患”。鸦片战争的要角林则徐，事后写信给他一个亲近的朋友，偷偷说：这种战争是打不过洋人的，我们的武器太不行了，这种仗，“虽关、岳束手”，就便是关公、岳飞， 也打不赢的。
006.《胡适语粹》新序.txt	3	内忧	对整个中国来说，历史所记的“内忧外患”，其实只有“内忧”，算不上是“外患”。直到19世纪的1840年鸦片战争到来，中国才领教了什么是“外患”。鸦片战争的要角林则徐，事后写信给他一个亲近的朋友，偷偷说：这种战争是打不过洋人的，我们的武器太不行了，这种仗，“虽关、岳束手”，就便是关公、岳飞， 也打不赢的。
006.《胡适语粹》新序.txt	3	外患	对整个中国来说，历史所记的“内忧外患”，其实只有“内忧”，算不上是“外患”。直到19世纪的1840年鸦片战争到来，中国才领教了什么是“外患”。鸦片战争的要角林则徐，事后写信给他一个亲近的朋友，偷偷说：这种战争是打不过洋人的，我们的武器太不行了，这种仗，“虽关、岳束手”，就便是关公、岳飞， 也打不赢的。
006.《胡适语粹》新序.txt	3	虽关、岳束手	对整个中国来说，历史所记的“内忧外患”，其实只有“内忧”，算不上是“外患”。直到19世纪的1840年鸦片战争到来，中国才领教了什么是“外患”。鸦片战争的要角林则徐，事后写信给他一个亲近的朋友，偷偷说：这种战争是打不过洋人的，我们的武器太不行了，这种仗，“虽关、岳束手”，就便是关公、岳飞， 也打不赢的。
006.《胡适语粹》新序.txt	7	恰如其分	定位、定局、定风波、定神的范围是多方面的，其中包括慎终追远式的工作。慎终追远的对现代中国的启蒙人物们，给予“恰如其分”的发扬与评价。在启蒙人物中，胡适是最稳健、最优秀、最高瞻远嘱、最具潜德幽光的哲人智者。宋朝朱熹有诗说：“旧学商量加邃密，新知培养转深沉。”胡适一生，可谓身体力行，因此他死后的遗产与遗爱，最令我们珍惜。
006.《胡适语粹》新序.txt	7	旧学商量加邃密，新知培养转深沉。	定位、定局、定风波、定神的范围是多方面的，其中包括慎终追远式的工作。慎终追远的对现代中国的启蒙人物们，给予“恰如其分”的发扬与评价。在启蒙人物中，胡适是最稳健、最优秀、最高瞻远嘱、最具潜德幽光的哲人智者。宋朝朱熹有诗说：“旧学商量加邃密，新知培养转深沉。”胡适一生，可谓身体力行，因此他死后的遗产与遗爱，最令我们珍惜。
006.《胡适语粹》新序.txt	11	段宏俊	13年后，1983年，走火入魔，以台湾人自豪的李筱峰（现在是外省人办的大学教授），基于新的政治气候，别有用心的提出罗织与责问，近乎暧昧的暗示我跟“段宏俊”有什么政治勾结，我乃义正词严，写下拆穿李筱峰的几段话：
006.《胡适语粹》新序.txt	13	段宏俊	筱峰何不想想：为什么李敖12年前的一篇文章，要托名在“段宏俊”名下发表？筱峰只要求证一下我当时的处境，便明白了。我在文星时代，编《胡适选集》，就遭到胡太太等自己不做又不许别人做的人的封杀；文星结束后，我在文星的书大都被禁了，我的《李敖告别文坛十书》也被抢了（国民党在装订厂抢书之风，始自抢李敖的书），所有的报章封杀我，出版社视李敖两字如蛇蝎、如大麻风，所以我当时所能做的，只有“地下活动”，但求所做出来的有意义，由谁挂名，已非所计。因此，我编的《罗素选集》，便挂上刘福增之名；我编的《胡适语粹》，便挂上“段宏俊”之名了。筱峰只消翻一下去年3月16日《政治家》中我写的《李敖自订年表》，就知道我写《闹双胞的文章》的时候（1970年4月20日），我已“全年被警总软禁、跟踪”，筱峰何不想想，在那种艰苦的处境下，我还能为胡适思想的流传，尽几分力，找到“凯子”为我印书出书，我还能有何挑剔？那时候，挂李敖名字的任何东西，都是不可能的事，“段宏俊”那...
006.《胡适语粹》新序.txt	13	地下活动	筱峰何不想想：为什么李敖12年前的一篇文章，要托名在“段宏俊”名下发表？筱峰只要求证一下我当时的处境，便明白了。我在文星时代，编《胡适选集》，就遭到胡太太等自己不做又不许别人做的人的封杀；文星结束后，我在文星的书大都被禁了，我的《李敖告别文坛十书》也被抢了（国民党在装订厂抢书之风，始自抢李敖的书），所有的报章封杀我，出版社视李敖两字如蛇蝎、如大麻风，所以我当时所能做的，只有“地下活动”，但求所做出来的有意义，由谁挂名，已非所计。因此，我编的《罗素选集》，便挂上刘福增之名；我编的《胡适语粹》，便挂上“段宏俊”之名了。筱峰只消翻一下去年3月16日《政治家》中我写的《李敖自订年表》，就知道我写《闹双胞的文章》的时候（1970年4月20日），我已“全年被警总软禁、跟踪”，筱峰何不想想，在那种艰苦的处境下，我还能为胡适思想的流传，尽几分力，找到“凯子”为我印书出书，我还能有何挑剔？那时候，挂李敖名字的任何东西，都是不可能的事，“段宏俊”那...
006.《胡适语粹》新序.txt	13	全年被警总软禁、跟踪	筱峰何不想想：为什么李敖12年前的一篇文章，要托名在“段宏俊”名下发表？筱峰只要求证一下我当时的处境，便明白了。我在文星时代，编《胡适选集》，就遭到胡太太等自己不做又不许别人做的人的封杀；文星结束后，我在文星的书大都被禁了，我的《李敖告别文坛十书》也被抢了（国民党在装订厂抢书之风，始自抢李敖的书），所有的报章封杀我，出版社视李敖两字如蛇蝎、如大麻风，所以我当时所能做的，只有“地下活动”，但求所做出来的有意义，由谁挂名，已非所计。因此，我编的《罗素选集》，便挂上刘福增之名；我编的《胡适语粹》，便挂上“段宏俊”之名了。筱峰只消翻一下去年3月16日《政治家》中我写的《李敖自订年表》，就知道我写《闹双胞的文章》的时候（1970年4月20日），我已“全年被警总软禁、跟踪”，筱峰何不想想，在那种艰苦的处境下，我还能为胡适思想的流传，尽几分力，找到“凯子”为我印书出书，我还能有何挑剔？那时候，挂李敖名字的任何东西，都是不可能的事，“段宏俊”那...
