score	file	line	text	context
5	001.我最佩服的一个国民党.txt	5	年少通经，文极古藻，隽才也！	蔡元培生在1867年，就是清朝同治六年。他在十七岁时当了秀才、二十三岁时当了举人、二十六岁时当了进士、二十八岁时当了翰林院编修。在旧社会里，这些纪录，是养尊处优功成名就的最好本钱，可是蔡元培却志不在此。他认为要救中国，必须抛弃旧的、迎接新的。三十五岁以后，他明显的转向革命，组织学社、编写报刊、制造炸弹……样样都来。以一个出身旧社会的知识分子，抛弃他拥有的最好...
5	001.我最佩服的一个国民党.txt	11	畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也	辛亥革命成功后，蔡元培做了中华民国第一任教育总长，因为不满中华民国大总统袁世凯，决定辞职不干。蔡元培追忆这个中华民国大总统的罪恶，可盖棺论定三点，第一是“官僚”，“畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也”；第二是“学究”，“天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也”；第三是“方士”，“武庙宣誓，教院祈祷，相士贡谀，神方...
5	001.我最佩服的一个国民党.txt	11	天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也	辛亥革命成功后，蔡元培做了中华民国第一任教育总长，因为不满中华民国大总统袁世凯，决定辞职不干。蔡元培追忆这个中华民国大总统的罪恶，可盖棺论定三点，第一是“官僚”，“畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也”；第二是“学究”，“天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也”；第三是“方士”，“武庙宣誓，教院祈祷，相士贡谀，神方...
5	001.我最佩服的一个国民党.txt	11	武庙宣誓，教院祈祷，相士贡谀，神方治疾，所以表方士之迂怪也	辛亥革命成功后，蔡元培做了中华民国第一任教育总长，因为不满中华民国大总统袁世凯，决定辞职不干。蔡元培追忆这个中华民国大总统的罪恶，可盖棺论定三点，第一是“官僚”，“畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也”；第二是“学究”，“天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也”；第三是“方士”，“武庙宣誓，教院祈祷，相士贡谀，神方...
4	001.我最佩服的一个国民党.txt	11	我代表四万万人，请先生打消辞意。	辛亥革命成功后，蔡元培做了中华民国第一任教育总长，因为不满中华民国大总统袁世凯，决定辞职不干。蔡元培追忆这个中华民国大总统的罪恶，可盖棺论定三点，第一是“官僚”，“畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也”；第二是“学究”，“天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也”；第三是“方士”，“武庙宣誓，教院祈祷，相士贡谀，神方...
4	001.我最佩服的一个国民党.txt	11	我也代表四万万人，向大总统辞职。	辛亥革命成功后，蔡元培做了中华民国第一任教育总长，因为不满中华民国大总统袁世凯，决定辞职不干。蔡元培追忆这个中华民国大总统的罪恶，可盖棺论定三点，第一是“官僚”，“畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也”；第二是“学究”，“天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也”；第三是“方士”，“武庙宣誓，教院祈祷，相士贡谀，神方...
3	001.我最佩服的一个国民党.txt	11	袁世凯者，必不至复为曾国藩，然未必肯为华盛顿，故彼之出山，意在破坏革命军，而即藉此以自帝。	辛亥革命成功后，蔡元培做了中华民国第一任教育总长，因为不满中华民国大总统袁世凯，决定辞职不干。蔡元培追忆这个中华民国大总统的罪恶，可盖棺论定三点，第一是“官僚”，“畏强抑弱，假公济私，口蜜腹剑，穷侈极欲，所以表官僚之黑暗也”；第二是“学究”，“天坛祀帝，小学读经，复冕之饰，行拜跪之仪，所以表学究之顽旧也”；第三是“方士”，“武庙宣誓，教院祈祷，相士贡谀，神方...
4	001.我最佩服的一个国民党.txt	19	你对蔡孑民同志有误会，此事非片言所能尽，我知道他最清楚，故我有此处置。	当中山先生念出蔡先生为中央候补监察委员时，会中立时有两种不同的议论：一是说蔡先生是在北京政府的势力下任北京大学的校长，他有依附军阀的嫌疑；一是批评蔡先生放纵青年学生思想左倾，仇孝非孔。一位思想偏激守旧的安徽代表张秋白并当场提出询问。中山先生报以微笑，并轻描淡写的说：“你对蔡孑民同志有误会，此事非片言所能尽，我知道他最清楚，故我有此处置。”大会对于张秋白的意见...
3	001.我最佩服的一个国民党.txt	21	蔡孑民先生在北方的任务很重大，北方的政治环境与南方大不相同，他对革命的贡献是一般人不易了解的。本党此次改组不提他参加中央亦不好，使他在中央的地位太显著，对于他的工作反为不便，他不会计较这些的，我希望他由欧洲回国后仍能到北京去工作。	我对于提名蔡先生为候补监察委员，内心感到十分的不安和怀疑。我的不安和怀疑倒并不是因为蔡先生出任北京大学校长，误会他依附北方军阀和放纵青年左倾。我以为蔡先生在革命的历史和他在学术思想上的贡献，要嘛，不提他的名；要提他的名，就不应该提名他为候补中央监察委员。中央监察委员中的邓泽如、谢持两先生，在学术界和青年人的眼光中都不及蔡先生出任监察委员恰当。我曾经以我的看法...
3	001.我最佩服的一个国民党.txt	27	极其重要的革命棋子	“极其重要的革命棋子”
