source_file	line	risky	text
002.“我自成佛不读经”.txt	1	no	“我自成佛不读经”
002.“我自成佛不读经”.txt	5	no	你的信将被老景等传观，以后每一书来皆如是处置，想能同意也。新汉和你一诗，也算是奉劝之意。诗曰：
002.“我自成佛不读经”.txt	15	no	此诗甚好。新汉来信要我“如回信给老马请代我问好，或用我二人之名发。”其情其可念也。
002.“我自成佛不读经”.txt	25	no	来信两度提到新女朋友，闻汝有此种“念头”亦一佳事, 此乃真正的唯一的打破过去偶像之路，只有如此方可使你忘怀，更可使你进一步有正视过去的勇气而毫无伤感或与兴奋之情，在那时候，你便可以点一支烟，把脚往桌子上一翘，毫无所谓的读读我的八页信了。祝你快快臻于是境。
003.艳事一则.txt	3	no	老马：十五日上午下课后（十时），经过邮局看到谭凝晖在买邮票，本人走过去，站在她身旁，煞有介事地问邮局办事员道：“请问寄封航空信（不是邮筒）要多少钱？”他说：“八块钱。”我又问道：“能寄多重？”殊不知那位职员尚未答，旁边的谭小姐忽然说：“二十克。”那职员道：“不是二十克，二十克是平信，是四克。”她见她说错了，很不好意思地低下头来。我走后，在十一点半打一个电话到她家，她问道：“喂？”我也说：“喂。”她说：“你是谁呀？”我说：“你是谭凝晖吗？”她说：“是呀！你是谁呀？”我慢慢说道：“我——是——李——敖。”她说：“啊！”我说：“也许你知道我。”她说：“知道，知道，久闻大名！”我说：“谢谢你刚才那二十克。”她说：“哪里，哪里，我也是不知道的。”我说：“二十克是平信，航空只能寄四克。”她说：“啊，噢。”我说：“好吧，再见啊。”她说：“好，再见。”艳事一则奉闻宏祥，请参谋为盼。
004.罗曼史这样多，嫉妒否？.txt	3	no	李建湖今早盯着洒家，这小丫头真不坏，余“以眼还眼”久之。老景看中了袁祝泰那次等的那个太妹，殊非佳事。祝泰今早南下，否则必与横刀夺爱之老景双雄喋血矣！你如何，我（们）罗曼史这样多，嫉妒否？
005.年月日要写清楚.txt	3	no	老马：胡蓉裳地址是“云和街十号”，何妨写信给她？你们过去不是说要通信的吗？我好久没见她了。
006.活页日记.txt	5	no	二爷说你“语多灰色”，我为之心悸，真希望你快乐，想得开，忘掉过去那女人。
006.活页日记.txt	7	no	假如你不高兴听别人的得意事，那么让李先生经常制造些“Pseudo—得意事”给你听，把老夫的快乐分汝一杯羹，不知可否也？
006.活页日记.txt	13	no	对考试，多年反对作弊的我今日开始赞成了，我实在感到考试制度之不能测出真才，在这种情形下只有用作弊以“还敬”之，尊意如何，很想听听阁下的意见。此为今日一大想法，不可不记。
006.活页日记.txt	19	no	毕业论文始终决定不了題目，本想做近代中国妇女史，又缩小为“溺女考”。今天去中文系图书馆，又想做中国近百年之排外思潮，你有什么意见吗？
006.活页日记.txt	27	no	三、又在“行猎”乎？
006.活页日记.txt	35	no	老景明日跟小太妹约会，今午冒暑去其家告诉他约会时间地点，不知道这次小太妹们黄牛否也。老景来信说：“如回信宏祥，请代我问好，或用我二人之名发。”这个懒鬼，害得李某手不停书，而他却坐署其名。
006.活页日记.txt	57	no	昨晚孙英善跳舞归来言×××在舞场之事，甚堪笑也。吾近来对不能识货之女人一概不理，懒得再去与之周旋。横眉、 冷笑与沉默为吾三大法宝。“知音苟不存，已失何所悲？”我的高兴一如往昔，这种“何所悲”的态度你以为如何？
006.活页日记.txt	63	no	景新汉问好，将写信给阁下全权托付李敖，想不到他要抱怨一番，委实不够朋友，看来只好我自己动笔了。今日为星期日，我来李处，将同去观影，“我出钱，算李敖请客”，这是李敖提议的，逻辑专家以为合理吗？脑筋很乱，精神亦不太好, 草此，君当不怪我，下次当专函问候！
007.消遣与反消遣.txt	3	no	我写信给二爷说：袁小姐要消遣他了，盖女孩子跟男孩子好一会后一定要开始消遣，果然不出我所料。二爷现在正“反消遣”，下月初即北来，等着看好戏罢！宏祥老兄
009.爱情牢骚.txt	5	no	这信当然又是如你所说：“它一开始就不是正常的”，其实我的本意也不过是“如此而已”，我并不想更进一步的做什么，甚至我想此生不跟他说一句话都是可能的，正如我信末所说：我要的就是彻底的做一次——只是一次——Platonic Love的实习而已。很欢迎听听你的意见。
009.爱情牢骚.txt	7	no	你说我对女孩子只是“冷战”，这两个字用得真好，至于“短兵相接”，我实在有点忌讳，我那种生活过得久了，苦乐的经验都很深刻。当然，那种生活也自有乐在其中，但是我即使目前有那种生活，我照样还是要做这种“不正常的”拈花惹草式的、东打一拳西踢一脚式的勾当，这种态度若被与我“短兵相接”的女孩知道了，她能赞同吗？能容忍吗？当然是不能的！
009.爱情牢骚.txt	9	no	刚才的说法还算是乐观的，请想想看，谁敢跟我“短兵相接”？尽管你我自视甚高，可是女孩子（老娘）不赏识你，你又能如何？那还不是徒然吗？我们并不如我们自负地那样可爱呀！
009.爱情牢骚.txt	11	no	还有，即使她还算有眼有珠，有爱你的“可能性”（Probability)，那并不就是说你们就可以“短兵相接”了，她还要摆架子，考验你的诚意与爱她的深度、久度与韧性，经过长久的一阵考验后发现你合格，才可进而言“短兵”也。（过去她手中一直是丈八蛇矛，拒人于千里之外。）不错，那时候你是“合格”了，可是那时的模样却是一个：低三下四、摇尾乞怜、看人脸色、强颜欢笑的你我了。焦头烂额、心劳日绌、如脂如韦、钦此钦遵。
009.爱情牢骚.txt	13	no	“爱情的成功”和“个人的尊严”几乎是不能并存的，随便在一个周末的晚上，你试到女生宿舍门口去瞧瞧，那种门庭若市的场面，低首下心的奴才男人，你立刻便会倒胃口了，鲁仲连说得好：
009.爱情牢骚.txt	19	no	好，你“不忍为”吗？可见你是没有诚意的，他多体贴，多温存，多唯我命是依，多时代化（modern)，那才是标准的男孩子，会跳舞，会玩，而你的只是傲慢与神气！怪里怪气的，有什么了不起！当然了，你要是也能拜倒裙下，老娘也许另眼看你，做个点缀，也可以也是换换口味，算是我鱼池中的一条大鱼也未尝不可，但是这一定要你先驯顺起来，否则就不用谈啦！
009.爱情牢骚.txt	21	no	呜呼老马！爱情岂可如此致之耶？“短兵”岂可如此而“相接”耶？我们岂是这种人吗？
009.爱情牢骚.txt	23	no	记得那次骂Rosa后你对我说：“李先生，您別谈恋爱啦! 台大思想最摩登如马先生者皆视你如洪水，何况这些小丫头呢？你的自由恋爱我看是谈不成了！”
009.爱情牢骚.txt	25	no	真的，我如今才相信你的话，李先生的自由恋爱是谈不成了，至少是谈不成功的，至多是玩票式的表演一两手“不正常的‘开始’”，可是这也只是（永远是）“开始”而已，它将永远没有“下文”，也永远没有“结局”。我现在已经形成了一个“虎头蛇尾，有始无终”的半吊子，活象程咬金的斧头，一击不行，夹尾便逃了，呜呼哀战!
009.爱情牢骚.txt	27	no	不过我这种“程咬金式的一击”，却要力求其新颖，不落俗套，并从你所说的：“要像个诗人，像个文人，而不要像个史家，像个考据家”，此言极是。
009.爱情牢骚.txt	35	no	总之，我李敖要大浪漫特浪漫就是了！也就是如你所希望的， 要“过得痛快”！
009.爱情牢骚.txt	37	no	有一件事要恭喜你（更恭喜我），就是本小人对钧座之书法墨迹渐能认清（或说猜清），因而后知学，此之谓也。老景在读你信的速度上就不如我了，他叫道：“老马的字真难认！”其实这怎能怪你，只能怪这厮“程度”不够，一个不能识蛛丝“马迹”的人，是当然被李先生所笑的。
009.爱情牢骚.txt	41	no	老景也想你想得凶，一再催我找一个“老马第二”来做代用品，可惜的是我这个“有识人之能”的却恁地寻觅不出一个如你一般的小厮出来，真是他妈的。
009.爱情牢骚.txt	43	no	洒家有时行文颇粗旷，有海明威及施耐庵风，因为我想，太斯文是不好的，正如你说的：“我们又岂是gentleman也哉？”
010.有耳无膜.txt	7	no	尊意言吾人当有一乐器以为习，此提议甚好，然乐器奇昂，似非吾侪小民所能胜荷，我甚好吉他，但目前力不从心，老景有小提琴一具，不过也不见他练。尊意劝我停止唱Dear John等名曲，同室诸君知道了咸表赞同，为虎作伥，助纣为虐有如是乎？真可浩叹也夫！贾岛诗云：
