score	file	line	text	context
3	《李敖札记》目录.txt	4	只有一师吗？	001.“只有一师吗？”
5	《李敖札记》目录.txt	72	视弃天下，犹弃敝屣也！	069.“视弃天下，犹弃敝屣也！”
5	《李敖札记》目录.txt	104	知彼知己，量敌为计	101.“知彼知己，量敌为计”
3	001.“只有一师吗？”.txt	1	只有一师吗？	“只有一师吗？”
3	001.“只有一师吗？”.txt	3	只有一师吗？	碰到段昌国、韩崇智（周渝东海同班）、黄小姐。昌国转告萧启庆在普林斯敦说李敖抵得住国民党一师的军队。我笑着说：“只有一师吗？”启庆，老友也，来台讲学一年，不敢来看我。国民党的恐怖不只它本身，而是它衍生出来的使人“自己吓自己”的恐怖感觉，它能使高等知识分子人人俯首帖耳、人人噤若寒蝉，高等知识分子一一成了逃世的懦夫的时候，国民党的作恶，也就更无忌惮了。（1984年...
4	003.新女性下场.txt	39	丽塔的五次离婚，都没有向对方要过一毛钱，最穷的时候，她为了一架电视机，而宁愿上台出洋相……	“丽塔的五次离婚，都没有向对方要过一毛钱，最穷的时候，她为了一架电视机，而宁愿上台出洋相……”
5	003.新女性下场.txt	49	一个人坐在椅子上，痴呆地盯着窗外	此文述新女性下场，事实一应俱全。女人有好条件就闹闹闹，闹到“一个人坐在椅子上，痴呆地盯着窗外”而后已。悲夫！（1984年5月16日）
4	005.施不全的尊容.txt	3	康熙时苏州旅抚军世纶，系将军（施）琅之子。以功荫。貌甚奇，眼歪、手卷、足跛、口偏。	顾公燮《消夏闲记》说：“康熙时苏州旅抚军世纶，系将军（施）琅之子。以功荫。貌甚奇，眼歪、手卷、足跛、口偏。”这位福建晋江佬，显然是个畸形人。《清史稿》有这样一段：
6	005.施不全的尊容.txt	5	朕深知世纶廉，但遇事偏执，民与诸生讼，彼必袒民；诸生与搢绅讼，彼必袒诸生。处事唯求得中，岂可偏执？如世纶者，委以钱谷之事，则相宜耳。	（康熙）四十年，湖南按察使员缺，九卿举世纶，大学士伊桑阿入奏，圣祖谕曰：“朕深知世纶廉，但遇事偏执，民与诸生讼，彼必袒民；诸生与搢绅讼，彼必袒诸生。处事唯求得中，岂可偏执？如世纶者，委以钱谷之事，则相宜耳。”是岁授湖南布政使。湖南田赋丁银有徭费、漕米有京费。世纶至，尽革徭费，减京费四之一，民立石颂之。
7	005.施不全的尊容.txt	7	当官聪强果决，摧抑豪猾，禁戢胥吏。所至有惠政，民号曰‘青天’	《清史稿》又说他“当官聪强果决，摧抑豪猾，禁戢胥吏。所至有惠政，民号曰‘青天’”。
