file	line	matched_quote	previous_id	previous_book	previous_source	context
001.送高信疆归大陆序.txt	17	讳疾忌医	LACW-016	李敖全集	005.棒喝之余.txt:39-39	我在悼念高信疆先生的长文内谈及，高信疆先生于2010年在台湾跟李敖吃饭，李敖看他气色不对精神不佳，二话不说替他安排健康检查，并亲自把他“押送”到医院，更准备10万元新台币费用，要求院方把高先生当场“收押”，以免他讳疾忌医而逃之夭夭。
002.准伤痕文学.txt	7	独与天地精神往来	LAWN-013	我最难忘的事和人	003.我最难忘的一片小湖.txt:11-11	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
002.准伤痕文学.txt	7	独与天地精神往来	LAWN-022	我最难忘的事和人	007.我最难忘的一个官僚同学.txt:11-11	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
002.准伤痕文学.txt	7	独与天地精神往来	LAYTAS-004	李敖议坛哀思录	004.以玩笑出之.txt:5-5	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
002.准伤痕文学.txt	7	独与天地精神往来	LAFLZ-031	李敖风流自传	159.我中学没毕业.txt:3-3	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
002.准伤痕文学.txt	7	独与天地精神往来	LAFLZ-097	李敖风流自传	507.我玩世.txt:3-3	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
002.准伤痕文学.txt	7	独与天地精神往来	LACTDB-003	传统下的独白	003.独身者的独白.txt:15-15	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
002.准伤痕文学.txt	7	独与天地精神往来	LABBZ-130	波波颂	055.魂牵梦萦贝克特.txt:3-3	“伤痕文学”尽管没有出息，至少它还与自己成长的泥土结合、与生民同病、与国家共休戚，它并不逃世。但有一种逃世的“准伤痕文学”则不然，这种文学可跑得快，它快速的逃向祖国以外的世界，这种逃世是彻底的。这种文学的作者制造一种假象，是祖国有负于他，事实上，是他吸收了祖国泥土的营养才成长而有今日，我们不清楚他的党是否有负于他，但在祖国动乱时候，他并非独来独往的“独与天地精神往来”的有原则知识分子，相反的，他还是党员，未尝不参与打压异己。这种文学工作者，比起日本的懦种文学家川端康成还不如，川端康成在祖国动乱时吓得噤若寒蝉，勇敢抗争的文学家牺牲了，他却藏在欣赏女人的小世界里，“回到自古以来的悲哀”。他说他悲哀以外，也反抗、也讽刺，方法是在电车上和灯火管制的床上读《源氏物语》，用读书“聊以表示对时势的反抗和讽刺”！我的天！这是哪门子反抗？哪门子讽刺？但没人敢笑川端康成是懦种文学家，因为他得了诺贝尔文学奖。川端康成虽然如此不堪，但他热爱他的祖国，他不满政治人物和政党，但对祖国感怀感恩，直到73岁为女人自杀为止，他一辈子是日本人，没有入过其他国籍。
003.我写《上山上山爱》.txt	15	卷土重来	LAWZYZH-023	为自由招魂	006.流血的自由.txt:23-23	17年过去了，我卷土重来，终于在我66大寿（2001年4月25日）时，把小说铁定问世。这是继《北京法源寺》后我的第二本长篇小说，30万字，在禁书史上，无疑的，它是世界冠军。——一本小说还没写完就给查禁了，它的“妖言惑众”，还不世界吗？
003.我写《上山上山爱》.txt	35	谈笑间，强虏灰飞烟灭	LASXGJ-131	上下古今谈	048.用笑脸做后盾.txt:9-9	藏传佛教有“尸陀林主”（Masters of Sitavana），画面是男女骷髅，风月交叉，虽朽为枯骨，但仍能灭敌饮血，以显神通。若论真的“尸陀林主”，非此书莫属。《上山·上山·爱》是真正灭敌饮血的文学，“谈笑间，强虏灰飞烟灭。”“强虏”是谁，读者一看便知。本书虽为情爱秘籍、男女圣经，但是功夫深处，却是“思想挂帅”的智者、强者文学，不想再看娘娘腔文学作品的读者，何妨一读此书，大开眼界也。
