file	line	text	reason	context
《教育与脸谱》序幕.txt	5	为什么在台湾的这些大学教授们都显得活力不够？为什么他们不像韩国那些教授们那样生气勃勃、勇气十足？	modern-political-education-or-institutional-context	在窦丁先生所提出的问题里面，有一个很有味儿的题目，他问我：“为什么在台湾的这些大学教授们都显得活力不够？为什么他们不像韩国那些教授们那样生气勃勃、勇气十足？”
《教育与脸谱》序幕.txt	7	思想改造	modern-political-education-or-institutional-context	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
《教育与脸谱》序幕.txt	7	二流货	modern-political-education-or-institutional-context	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
《教育与脸谱》序幕.txt	7	没办法	modern-political-education-or-institutional-context	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
《教育与脸谱》序幕.txt	7	无能	modern-political-education-or-institutional-context	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
《教育与脸谱》序幕.txt	11	内幕	modern-political-education-or-institutional-context	我所谓“内幕”的理由，是有很多的。其中主要的原因是政治的，其次是人事的，当然还有许多别的原因。政治的原因咱们最好别谈，谈了麻烦，何苦来？人事的原因，似乎可以酌量谈一谈，可是谈起来总难免“欲说还休”，总觉得嘴巴和笔杆解决不了问题。
《教育与脸谱》序幕.txt	11	欲说还休	modern-political-education-or-institutional-context	我所谓“内幕”的理由，是有很多的。其中主要的原因是政治的，其次是人事的，当然还有许多别的原因。政治的原因咱们最好别谈，谈了麻烦，何苦来？人事的原因，似乎可以酌量谈一谈，可是谈起来总难免“欲说还休”，总觉得嘴巴和笔杆解决不了问题。
《教育与脸谱》序幕.txt	13	思想改造	modern-political-education-or-institutional-context	为了说明上面一段话，我且举一个例子。在大陆上被“思想改造”的名教授、前北京大学文学院院长朱光潜，无疑的，他是属于“第一流”的阶层的。当从大陆撤守的时候，台湾大学校长傅斯年有一个抢救这些“第一流”教授的计划，在被抢救的人中，朱光潜名列前茅。可是谁能想到这个计划竟被现在台大文学院院长沈刚伯“扣”住，阴错阳差，终于使朱光潜这类教授不能到台湾。不能在台湾大学发挥他们的智慧与抱负，这是多么教人呕心的事！
《教育与脸谱》序幕.txt	13	第一流	modern-political-education-or-institutional-context	为了说明上面一段话，我且举一个例子。在大陆上被“思想改造”的名教授、前北京大学文学院院长朱光潜，无疑的，他是属于“第一流”的阶层的。当从大陆撤守的时候，台湾大学校长傅斯年有一个抢救这些“第一流”教授的计划，在被抢救的人中，朱光潜名列前茅。可是谁能想到这个计划竟被现在台大文学院院长沈刚伯“扣”住，阴错阳差，终于使朱光潜这类教授不能到台湾。不能在台湾大学发挥他们的智慧与抱负，这是多么教人呕心的事！
《教育与脸谱》序幕.txt	15	思想迫害	modern-political-education-or-institutional-context	所以，我每次看到死气沉沉的沈刚伯，从死气沉沉的台大文学院中荡出来，我就忍不住一肚子鸟气。我就记起朱光潜那小老头儿和他那一点也不阴险的模样儿，就回忆起我初中一年级时听他讲演的那副神气，就幻想起他那遭受“思想迫害”的悲哀。
《教育与脸谱》序幕.txt	17	留中不发	modern-political-education-or-institutional-context	于是，仿佛长得高高的沈刚伯，在我的眼中忽然矮小了，矮得变成跟朱光潜一边高了，消失了脸上的阴险，变成了朱光潜，向我飘过来了。我恍然大悟：哦！现在我明白为什么沈刚伯要“留中不发”了，要使朱光潜不能到台湾来了，朱光潜要来了，台大文学院院长还有沈刚伯的份吗？
