file	line	text	reason	context
001.从《秀嫚信箱》到《上下古今谈》.txt	27	一个得人心的英雄	modern-social-political-legal-context	中华民国54年的7月里，在台湾岛上发生了两件大事：一件是从7月2号开始的《秀嫚信箱》，由刘秀嫚执笔，发表在《中华日报》；一件是7月5号开始的《上下古今谈》，由李敖执笔，发表在《台湾日报》。我所以说这是中华民国的两件大事，就因为这两个专栏的主持者都是名人：一位是名女人，是美国选美场合中的东方美女；一位是名男人，是英国《中国季刊》（The China Quarterly）中称道的“一个得人心的英雄”（a popular hero）。如今这一女一男，不约而同，在哥德所谓的“恋爱季节”（5月）之后两个月，分别在报上宣传人生的大道理，这不是中华民国的两件大事，又是什么呢？
001.从《秀嫚信箱》到《上下古今谈》.txt	27	恋爱季节	modern-social-political-legal-context	中华民国54年的7月里，在台湾岛上发生了两件大事：一件是从7月2号开始的《秀嫚信箱》，由刘秀嫚执笔，发表在《中华日报》；一件是7月5号开始的《上下古今谈》，由李敖执笔，发表在《台湾日报》。我所以说这是中华民国的两件大事，就因为这两个专栏的主持者都是名人：一位是名女人，是美国选美场合中的东方美女；一位是名男人，是英国《中国季刊》（The China Quarterly）中称道的“一个得人心的英雄”（a popular hero）。如今这一女一男，不约而同，在哥德所谓的“恋爱季节”（5月）之后两个月，分别在报上宣传人生的大道理，这不是中华民国的两件大事，又是什么呢？
001.从《秀嫚信箱》到《上下古今谈》.txt	29	最使我着迷的美人儿	modern-social-political-legal-context	提到刘秀嫚，我曾写文章戏呼她是“最使我着迷的美人儿”，不料这话引起了大谣言，——这个社会不允许男人纯粹有“着迷的自由”。谣言说到刘秀嫚和我正在“闹恋爱”，台湾北部的报纸和东部的报纸，都有文章来捕风捉影，非常好玩。去年10月3号，《中华日报》上有洪敬思先生的一篇《从绚丽归平淡——刘秀嫚弃虚荣》的报导，就“传说她跟李敖在闹恋爱”一点上，有段话说：
001.从《秀嫚信箱》到《上下古今谈》.txt	29	着迷的自由	modern-social-political-legal-context	提到刘秀嫚，我曾写文章戏呼她是“最使我着迷的美人儿”，不料这话引起了大谣言，——这个社会不允许男人纯粹有“着迷的自由”。谣言说到刘秀嫚和我正在“闹恋爱”，台湾北部的报纸和东部的报纸，都有文章来捕风捉影，非常好玩。去年10月3号，《中华日报》上有洪敬思先生的一篇《从绚丽归平淡——刘秀嫚弃虚荣》的报导，就“传说她跟李敖在闹恋爱”一点上，有段话说：
001.从《秀嫚信箱》到《上下古今谈》.txt	29	闹恋爱	modern-social-political-legal-context	提到刘秀嫚，我曾写文章戏呼她是“最使我着迷的美人儿”，不料这话引起了大谣言，——这个社会不允许男人纯粹有“着迷的自由”。谣言说到刘秀嫚和我正在“闹恋爱”，台湾北部的报纸和东部的报纸，都有文章来捕风捉影，非常好玩。去年10月3号，《中华日报》上有洪敬思先生的一篇《从绚丽归平淡——刘秀嫚弃虚荣》的报导，就“传说她跟李敖在闹恋爱”一点上，有段话说：
001.从《秀嫚信箱》到《上下古今谈》.txt	29	传说她跟李敖在闹恋爱	modern-social-political-legal-context	提到刘秀嫚，我曾写文章戏呼她是“最使我着迷的美人儿”，不料这话引起了大谣言，——这个社会不允许男人纯粹有“着迷的自由”。谣言说到刘秀嫚和我正在“闹恋爱”，台湾北部的报纸和东部的报纸，都有文章来捕风捉影，非常好玩。去年10月3号，《中华日报》上有洪敬思先生的一篇《从绚丽归平淡——刘秀嫚弃虚荣》的报导，就“传说她跟李敖在闹恋爱”一点上，有段话说：
001.从《秀嫚信箱》到《上下古今谈》.txt	37	最使我着迷的刘秀嫚小姐	modern-social-political-legal-context	至于有关李敖的传言，刘秀嫚说这可能是《文星》杂志上李敖一篇文章所引起的，那篇文章中李敖曾经这样写：“最使我着迷的刘秀嫚小姐”。刘秀嫚说：这只是李敖文章中的文句，但别人看了，就加上了我跟李敖在闹恋爱，这是很滑稽的事。她在中广主持一个《刘秀嫚时间》，经常访问一些教授及学者，也访问过李敖，李敖没有追求过她，她除了那次访问李敖之后，至今也未再跟李敖做过接触，因此，这谣言除了是人们根据李敖的文章“猜”出来的，别无传出此项谣言的理由。
001.从《秀嫚信箱》到《上下古今谈》.txt	55	孝顺的孩子	modern-social-political-legal-context	但是，对刘秀嫚今天所处的地位来说，我老是觉得她可以多做点什么，更积极地做点什么。她对群众的意义，不该只是一个“孝顺的孩子”、一个“努力的大学生”、一个“技巧熟练的广播节目主持人”，或是一个“小周璇式的女歌手”。她个人的行动，除了表演、访问、劳军、剪彩、广播剧、散发签名照片等等以外，似乎应该更进一步，为广大的中国群众做点更积极而有意义的好事。只有这样发展，才更能配得起她的善良和美丽、才更能衬得住她那块“中国小姐”“环球小姐”的招牌、才不辜负她的“小偶像”的地位、才对得住我们青年朋友对她的殷切期望。只有这样发展，刘秀嫚才能在平凡中孕育伟大、孕育永恒的伟大。
001.从《秀嫚信箱》到《上下古今谈》.txt	55	努力的大学生	modern-social-political-legal-context	但是，对刘秀嫚今天所处的地位来说，我老是觉得她可以多做点什么，更积极地做点什么。她对群众的意义，不该只是一个“孝顺的孩子”、一个“努力的大学生”、一个“技巧熟练的广播节目主持人”，或是一个“小周璇式的女歌手”。她个人的行动，除了表演、访问、劳军、剪彩、广播剧、散发签名照片等等以外，似乎应该更进一步，为广大的中国群众做点更积极而有意义的好事。只有这样发展，才更能配得起她的善良和美丽、才更能衬得住她那块“中国小姐”“环球小姐”的招牌、才不辜负她的“小偶像”的地位、才对得住我们青年朋友对她的殷切期望。只有这样发展，刘秀嫚才能在平凡中孕育伟大、孕育永恒的伟大。
001.从《秀嫚信箱》到《上下古今谈》.txt	55	技巧熟练的广播节目主持人	modern-social-political-legal-context	但是，对刘秀嫚今天所处的地位来说，我老是觉得她可以多做点什么，更积极地做点什么。她对群众的意义，不该只是一个“孝顺的孩子”、一个“努力的大学生”、一个“技巧熟练的广播节目主持人”，或是一个“小周璇式的女歌手”。她个人的行动，除了表演、访问、劳军、剪彩、广播剧、散发签名照片等等以外，似乎应该更进一步，为广大的中国群众做点更积极而有意义的好事。只有这样发展，才更能配得起她的善良和美丽、才更能衬得住她那块“中国小姐”“环球小姐”的招牌、才不辜负她的“小偶像”的地位、才对得住我们青年朋友对她的殷切期望。只有这样发展，刘秀嫚才能在平凡中孕育伟大、孕育永恒的伟大。
001.从《秀嫚信箱》到《上下古今谈》.txt	55	小周璇式的女歌手	modern-social-political-legal-context	但是，对刘秀嫚今天所处的地位来说，我老是觉得她可以多做点什么，更积极地做点什么。她对群众的意义，不该只是一个“孝顺的孩子”、一个“努力的大学生”、一个“技巧熟练的广播节目主持人”，或是一个“小周璇式的女歌手”。她个人的行动，除了表演、访问、劳军、剪彩、广播剧、散发签名照片等等以外，似乎应该更进一步，为广大的中国群众做点更积极而有意义的好事。只有这样发展，才更能配得起她的善良和美丽、才更能衬得住她那块“中国小姐”“环球小姐”的招牌、才不辜负她的“小偶像”的地位、才对得住我们青年朋友对她的殷切期望。只有这样发展，刘秀嫚才能在平凡中孕育伟大、孕育永恒的伟大。
001.从《秀嫚信箱》到《上下古今谈》.txt	55	中国小姐	modern-social-political-legal-context	但是，对刘秀嫚今天所处的地位来说，我老是觉得她可以多做点什么，更积极地做点什么。她对群众的意义，不该只是一个“孝顺的孩子”、一个“努力的大学生”、一个“技巧熟练的广播节目主持人”，或是一个“小周璇式的女歌手”。她个人的行动，除了表演、访问、劳军、剪彩、广播剧、散发签名照片等等以外，似乎应该更进一步，为广大的中国群众做点更积极而有意义的好事。只有这样发展，才更能配得起她的善良和美丽、才更能衬得住她那块“中国小姐”“环球小姐”的招牌、才不辜负她的“小偶像”的地位、才对得住我们青年朋友对她的殷切期望。只有这样发展，刘秀嫚才能在平凡中孕育伟大、孕育永恒的伟大。
