file	line	matched_quote	previous_id	previous_book	previous_source	context
001.《文化论战丹火录》开场白.txt	5	始不介意，继而成精	LACW-157	李敖全集	031.孙悟空和我.txt:13-13	妖猴齐天大圣本是东胜神州傲来国花果山石卵化生的。当时生出，即目运金光，射冲斗府。始不介意，继而成精，降龙伏虎，自削死籍，整天东游西荡，将老树大桃、仙肴仙酒尽偷吃了。朕心为此烦恼，故调十万天兵，天罗地网收伏。这一日不见回报，不知胜负如何？
001.《文化论战丹火录》开场白.txt	5	降龙伏虎，自削死籍，整天东游西荡	LACW-158	李敖全集	031.孙悟空和我.txt:13-13	妖猴齐天大圣本是东胜神州傲来国花果山石卵化生的。当时生出，即目运金光，射冲斗府。始不介意，继而成精，降龙伏虎，自削死籍，整天东游西荡，将老树大桃、仙肴仙酒尽偷吃了。朕心为此烦恼，故调十万天兵，天罗地网收伏。这一日不见回报，不知胜负如何？
001.《文化论战丹火录》开场白.txt	5	始不介意，继而成精	LACW-165	李敖全集	031.孙悟空和我.txt:31-31	妖猴齐天大圣本是东胜神州傲来国花果山石卵化生的。当时生出，即目运金光，射冲斗府。始不介意，继而成精，降龙伏虎，自削死籍，整天东游西荡，将老树大桃、仙肴仙酒尽偷吃了。朕心为此烦恼，故调十万天兵，天罗地网收伏。这一日不见回报，不知胜负如何？
001.《文化论战丹火录》开场白.txt	5	降龙伏虎，自削死籍，整天东游西荡	LACW-166	李敖全集	031.孙悟空和我.txt:31-31	妖猴齐天大圣本是东胜神州傲来国花果山石卵化生的。当时生出，即目运金光，射冲斗府。始不介意，继而成精，降龙伏虎，自削死籍，整天东游西荡，将老树大桃、仙肴仙酒尽偷吃了。朕心为此烦恼，故调十万天兵，天罗地网收伏。这一日不见回报，不知胜负如何？
001.《文化论战丹火录》开场白.txt	7	这厮这等，这等，如何处置？	LACW-159	李敖全集	031.孙悟空和我.txt:15-15	就在这当儿，各路神兵联合围剿齐天大圣孙猴子，正杀得难解难分。神兵方面，四大天王、木吒太子、哪吒、二郎显圣真君、四太尉、二将军及二郎的走狗，一干人狗团团把孙猴子围住，最后押在斩妖台下，可是刀砍斧剁、枪刺剑刳、雷打火烧，都不能伤这猴子一根毫毛。于是玉皇大帝又把双眉紧皱，叫道：“这厮这等，这等，如何处置？”
001.《文化论战丹火录》开场白.txt	23	始不介意，继而成精	LACW-157	李敖全集	031.孙悟空和我.txt:13-13	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
001.《文化论战丹火录》开场白.txt	23	降龙伏虎，自削死籍，整天东游西荡	LACW-158	李敖全集	031.孙悟空和我.txt:13-13	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
001.《文化论战丹火录》开场白.txt	23	始不介意，继而成精	LACW-165	李敖全集	031.孙悟空和我.txt:31-31	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
001.《文化论战丹火录》开场白.txt	23	降龙伏虎，自削死籍，整天东游西荡	LACW-166	李敖全集	031.孙悟空和我.txt:31-31	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
001.《文化论战丹火录》开场白.txt	27	天有不测风云	LACW-106	李敖全集	031.孙悟空和我.txt:35-35	但是天有不测风云，即使齐天大圣孙猴子，也早晚被如来佛翻掌一扑，压在五行山下，最后只好被迫“再莫行凶，皈依佛法”，敬陪老王八唐三藏西天取经去也。
001.《文化论战丹火录》开场白.txt	27	再莫行凶，皈依佛法	LACW-107	李敖全集	031.孙悟空和我.txt:35-35	但是天有不测风云，即使齐天大圣孙猴子，也早晚被如来佛翻掌一扑，压在五行山下，最后只好被迫“再莫行凶，皈依佛法”，敬陪老王八唐三藏西天取经去也。
001.《文化论战丹火录》开场白.txt	27	翻掌一扑，压在五行山下	LACW-160	李敖全集	031.孙悟空和我.txt:35-35	但是天有不测风云，即使齐天大圣孙猴子，也早晚被如来佛翻掌一扑，压在五行山下，最后只好被迫“再莫行凶，皈依佛法”，敬陪老王八唐三藏西天取经去也。
001.《文化论战丹火录》开场白.txt	27	翻掌一扑，压在五行山下	LACW-167	李敖全集	031.孙悟空和我.txt:125-125	但是天有不测风云，即使齐天大圣孙猴子，也早晚被如来佛翻掌一扑，压在五行山下，最后只好被迫“再莫行凶，皈依佛法”，敬陪老王八唐三藏西天取经去也。
001.《文化论战丹火录》开场白.txt	37	小太子，你的奶牙尚未退、胎毛尚未干，怎敢说这般大话？我且留你性命不打你。……我只站住不动，任你砍几剑吧？	LACW-108	李敖全集	031.孙悟空和我.txt:45-45	小太子，你的奶牙尚未退、胎毛尚未干，怎敢说这般大话？我且留你性命不打你。……我只站住不动，任你砍几剑吧？
002.文化论战丹火录.txt	37	推陈出新	LACTZB-027	传统下的再白	005.论知识人的动向.txt:11-11	胡适的演说和李敖的文字，它们的基本重点都是在避开枝节，直截了当地指出我们中国思想“趋向”该走哪条路。这种用心，似乎被许多人误解。因为误解，所以有的指出这是一个不必要的老问题；有的一方面承认这个老问题有推陈出新的必要，一方面却又把它带入缠讼和曲解的境地。
002.文化论战丹火录.txt	37	推陈出新	LAWC-111	李敖文存	012.中华大赌特赌史.txt:43-43	胡适的演说和李敖的文字，它们的基本重点都是在避开枝节，直截了当地指出我们中国思想“趋向”该走哪条路。这种用心，似乎被许多人误解。因为误解，所以有的指出这是一个不必要的老问题；有的一方面承认这个老问题有推陈出新的必要，一方面却又把它带入缠讼和曲解的境地。
002.文化论战丹火录.txt	37	推陈出新	LACW-075	李敖全集	020.出版缘起示例.txt:77-77	胡适的演说和李敖的文字，它们的基本重点都是在避开枝节，直截了当地指出我们中国思想“趋向”该走哪条路。这种用心，似乎被许多人误解。因为误解，所以有的指出这是一个不必要的老问题；有的一方面承认这个老问题有推陈出新的必要，一方面却又把它带入缠讼和曲解的境地。
002.文化论战丹火录.txt	399	舍生取义	LABBZ-030	波波颂	013.人到底该怎么选择？.txt:19-19	……是不是应该考虑让中国传统人文思想中的某些有价值的因素，来充实整个的人类文化呢？是不是可以让充分具有道德勇气和理想主义精神的“舍生取义”观念，取舍生取义的意识而代之呢？是不是可以使中国的仁义思想与现代人道主义获致一次新的结合呢？我们相信，这种文化的大协调、大融合，必将有助于整个世界文化的新生。因此我们也敢于建议，如果这次论争能够多朝着这个方向致力，其收获必然益见丰硕，贡献一定更为巨大。
002.文化论战丹火录.txt	431	咄咄逼人	LADXT-026	独白下的传统	003.避讳——“非常不敢说”.txt:39-39	我看了首先出阵的战士李敖先生所写《播种者胡适》，以及《给谈中西文化的人看看病》这两篇大作之后，曾对当时在香港旅游的台大教授余又荪兄说，这“李敖”一定是殷海光仁兄的化名，理由是那文章的命意遣词，具有浓厚的俏皮而又犀利的气质，咄咄逼人，似非殷兄莫属（吾友刘百闵兄亦有同感）。继而又荪回到台北即函告我以李敖并非殷海光，乃是一位如假包换的青年学人，使我为之哑然失笑。我是生长在好吃辣椒的地方——湘南一个盛产“朝天辣椒”的山区——素性喜欢带有刺激性的事事物物，尤以文章为然。所以，对于陈独秀那种笔下“拖着四十二生的大炮”的文章，颇为欣赏，以其气壮心雄，却不流于尖酸刻薄也。李敖先生的作品庶几近之，只微惜其不无失之过刻而已。
002.文化论战丹火录.txt	431	咄咄逼人	LAJYLP-140	教育与脸谱	012.於梨华和她的小说.txt:11-11	我看了首先出阵的战士李敖先生所写《播种者胡适》，以及《给谈中西文化的人看看病》这两篇大作之后，曾对当时在香港旅游的台大教授余又荪兄说，这“李敖”一定是殷海光仁兄的化名，理由是那文章的命意遣词，具有浓厚的俏皮而又犀利的气质，咄咄逼人，似非殷兄莫属（吾友刘百闵兄亦有同感）。继而又荪回到台北即函告我以李敖并非殷海光，乃是一位如假包换的青年学人，使我为之哑然失笑。我是生长在好吃辣椒的地方——湘南一个盛产“朝天辣椒”的山区——素性喜欢带有刺激性的事事物物，尤以文章为然。所以，对于陈独秀那种笔下“拖着四十二生的大炮”的文章，颇为欣赏，以其气壮心雄，却不流于尖酸刻薄也。李敖先生的作品庶几近之，只微惜其不无失之过刻而已。
002.文化论战丹火录.txt	649	虽千万人，吾往矣	LAMR-019	李敖回忆录	007.台大（1954-1959·19到24岁）.txt:9-9	主张“全盘西化”者该怎么办？“把‘心智真诚’当做第一个考虑标准的学人，在这种关头，常常表现着‘虽千万人吾往矣’的伟大风范。”否则就做一个光明磊落的汉子，认输竖白旗吧！而李敖既不战，又不降，更不敢面对真理。写了那么长的文章，对这根本问题却噤若寒蝉。这显得十分懦弱、畏缩，真像教师头的喽啰。当然，如果把李敖当成“学人”，那也未免估价太高，就太难为他了。
002.文化论战丹火录.txt	649	虽千万人，吾往矣。	LAYTAS-028	李敖议坛哀思录	088.“只要五天，天就会亮”.txt:27-27	主张“全盘西化”者该怎么办？“把‘心智真诚’当做第一个考虑标准的学人，在这种关头，常常表现着‘虽千万人吾往矣’的伟大风范。”否则就做一个光明磊落的汉子，认输竖白旗吧！而李敖既不战，又不降，更不敢面对真理。写了那么长的文章，对这根本问题却噤若寒蝉。这显得十分懦弱、畏缩，真像教师头的喽啰。当然，如果把李敖当成“学人”，那也未免估价太高，就太难为他了。
002.文化论战丹火录.txt	649	虽千万人，吾往矣	LAFLZ-018	李敖风流自传	066.我吹牛，因为你沉默.txt:3-3	主张“全盘西化”者该怎么办？“把‘心智真诚’当做第一个考虑标准的学人，在这种关头，常常表现着‘虽千万人吾往矣’的伟大风范。”否则就做一个光明磊落的汉子，认输竖白旗吧！而李敖既不战，又不降，更不敢面对真理。写了那么长的文章，对这根本问题却噤若寒蝉。这显得十分懦弱、畏缩，真像教师头的喽啰。当然，如果把李敖当成“学人”，那也未免估价太高，就太难为他了。
002.文化论战丹火录.txt	649	虽千万人，吾往矣！	LAFLZ-028	李敖风流自传	085.“大人格”.txt:3-3	主张“全盘西化”者该怎么办？“把‘心智真诚’当做第一个考虑标准的学人，在这种关头，常常表现着‘虽千万人吾往矣’的伟大风范。”否则就做一个光明磊落的汉子，认输竖白旗吧！而李敖既不战，又不降，更不敢面对真理。写了那么长的文章，对这根本问题却噤若寒蝉。这显得十分懦弱、畏缩，真像教师头的喽啰。当然，如果把李敖当成“学人”，那也未免估价太高，就太难为他了。
