score	file	line	text	context
5	001.楔子——1911（黄花岗）.txt	3	师爷，第几个了？	“师爷，第几个了？”
5	001.楔子——1911（黄花岗）.txt	5	报告大人，数也数不准了，包括打死的、砍头的，一共七十二个吧？	“报告大人，数也数不准了，包括打死的、砍头的，一共七十二个吧？”
5	001.楔子——1911（黄花岗）.txt	7	七十二个死尸？没弄混吗？我们的官兵也死了好多，没混在一起吗？	“七十二个死尸？没弄混吗？我们的官兵也死了好多，没混在一起吗？”
3	001.楔子——1911（黄花岗）.txt	9	报告大人，不可能混在一起，我们的人，是穿制服的。都分清楚了，穿制服的、跟没穿制服的，都分开了。穿制服的要埋得像样一点；没穿的，丢他老妈吧。老祖宗规矩叫‘曝尸三日’，就曝曝这些死革命党的尸吧。什么革命党，都是乱党！	“报告大人，不可能混在一起，我们的人，是穿制服的。都分清楚了，穿制服的、跟没穿制服的，都分开了。穿制服的要埋得像样一点；没穿的，丢他老妈吧。老祖宗规矩叫‘曝尸三日’，就曝曝这些死革命党的尸吧。什么革命党，都是乱党！”
5	001.楔子——1911（黄花岗）.txt	11	砍了这么多个，拿鬼头刀的刽老爷累坏了吧？	“砍了这么多个，拿鬼头刀的刽老爷累坏了吧？”
3	001.楔子——1911（黄花岗）.txt	13	报告大人，刽老爷跟他徒弟们一起砍的，都累坏了。他们就坐在那土堆上抽旱烟呢，大人要不要慰问一下？给他们赏几文？	“报告大人，刽老爷跟他徒弟们一起砍的，都累坏了。他们就坐在那土堆上抽旱烟呢，大人要不要慰问一下？给他们赏几文？”
4	001.楔子——1911（黄花岗）.txt	15	嗯，叫他们过来。现在国家财政拮据，但赏刽子手的钱可不能少。	“嗯，叫他们过来。现在国家财政拮据，但赏刽子手的钱可不能少。”
4	001.楔子——1911（黄花岗）.txt	21	丢老妈！这些死革命党！年纪轻轻的，革什么命？革命就是丢老妈造反啊，造反就得杀头啊！杀得老子累死了，一个又一个、一个又一个，要杀这么多头啊，溅得一身都是血，这些死革命党真不怕死啊，砍了一辈子人头，多少江洋大盗、绿林好汉，有的临砍头前就懦了、就软了、就脸白了、就腿抖了，可是这些死革命党啊，一个又一个、一个又一个，没有一个懦的，怎么回事啊，丢老妈！	“丢老妈！这些死革命党！年纪轻轻的，革什么命？革命就是丢老妈造反啊，造反就得杀头啊！杀得老子累死了，一个又一个、一个又一个，要杀这么多头啊，溅得一身都是血，这些死革命党真不怕死啊，砍了一辈子人头，多少江洋大盗、绿林好汉，有的临砍头前就懦了、就软了、就脸白了、就腿抖了，可是这些死革命党啊，一个又一个、一个又一个，没有一个懦的，怎么回事啊，丢老妈！”
4	001.楔子——1911（黄花岗）.txt	23	报告大人，刽老爷他们说话没规矩，在大人面前讲粗话，太失态了。	“报告大人，刽老爷他们说话没规矩，在大人面前讲粗话，太失态了。”
4	001.楔子——1911（黄花岗）.txt	25	不怪他们、不怪他们。	“不怪他们、不怪他们。”总督大人说。“他们是粗人。干这行是祖传的，不是吗？刽老爷？”
4	001.楔子——1911（黄花岗）.txt	25	他们是粗人。干这行是祖传的，不是吗？刽老爷？	“不怪他们、不怪他们。”总督大人说。“他们是粗人。干这行是祖传的，不是吗？刽老爷？”
4	001.楔子——1911（黄花岗）.txt	27	丢老妈！真是祖传的，我们一家三代都是拿鬼头刀的。丢老妈！	“丢老妈！真是祖传的，我们一家三代都是拿鬼头刀的。丢老妈！”
3	001.楔子——1911（黄花岗）.txt	29	你们杀人无数？	“你们杀人无数？”
4	001.楔子——1911（黄花岗）.txt	33	大人是说，你们三代杀的人可多了、数不清了。	“大人是说，你们三代杀的人可多了、数不清了。”
3	001.楔子——1911（黄花岗）.txt	35	哦，丢老妈！真数不清了。但一天内一个接一个、连杀这么多的，可是第一次。并且，过去我们杀的，都是江洋大盗、绿林好汉，没杀过革命党，除了十多天前杀的那一个，叫什么温什么的。他是行刺孚琦将军的凶手，砍他的时候，他戴着粗脚镣拖过来，还大骂‘丢老妈’呢。那叫什么温什么的，他的辫子，又粗又有力道，砍头的时候，我的徒弟拉直这辫子，我看得发呆，我从没看过那样的辫子。	“哦，丢老妈！真数不清了。但一天内一个接一个、连杀这么多的，可是第一次。并且，过去我们杀的，都是江洋大盗、绿林好汉，没杀过革命党，除了十多天前杀的那一个，叫什么温什么的。他是行刺孚琦将军的凶手，砍他的时候，他戴着粗脚镣拖过来，还大骂‘丢老妈’呢。那叫什么温什么的，他的辫子，又粗又有力道，砍头的时候，我的徒弟拉直这辫子，我看得发呆，我从没看过那样的辫子。”刽老...
5	001.楔子——1911（黄花岗）.txt	37	别小看了辫子，	“别小看了辫子，”总督大人淡淡的说，“为了这条辫子，千万人头落地。噢，你说温什么的，都是你们老广。”
4	001.楔子——1911（黄花岗）.txt	37	为了这条辫子，千万人头落地。噢，你说温什么的，都是你们老广。	“别小看了辫子，”总督大人淡淡的说，“为了这条辫子，千万人头落地。噢，你说温什么的，都是你们老广。”
4	001.楔子——1911（黄花岗）.txt	39	丢老妈！他是老广，老广杀老广，很不是滋味。	“丢老妈！他是老广，老广杀老广，很不是滋味。”
4	001.楔子——1911（黄花岗）.txt	41	他叫温生才，温开水的温、生小孩的生、才能的才。	“他叫温生才，温开水的温、生小孩的生、才能的才。”
3	001.楔子——1911（黄花岗）.txt	43	丢老妈！温什么的看来比今天杀的这些死革命党干脆得多，今天的死革命党被砍头前，有的还谈大道理，我们听不懂。	“丢老妈！温什么的看来比今天杀的这些死革命党干脆得多，今天的死革命党被砍头前，有的还谈大道理，我们听不懂。”
5	001.楔子——1911（黄花岗）.txt	45	大概他们劝你们改行吧，	“大概他们劝你们改行吧，”总督大人说，“别一连三代都干刽子手了？”
3	001.楔子——1911（黄花岗）.txt	45	别一连三代都干刽子手了？	“大概他们劝你们改行吧，”总督大人说，“别一连三代都干刽子手了？”
4	001.楔子——1911（黄花岗）.txt	47	他们皇上不是也一连三代干同一行吗？丢老妈！他们死革命党如果不死，难道不一连干三代革命党吗？	“他们皇上不是也一连三代干同一行吗？丢老妈！他们死革命党如果不死，难道不一连干三代革命党吗？”
4	001.楔子——1911（黄花岗）.txt	49	报告大人，刽老爷是粗人，但不知道革命党只干第一代，第二代就改行当刽子手了。	“报告大人，刽老爷是粗人，但不知道革命党只干第一代，第二代就改行当刽子手了。”
3	001.楔子——1911（黄花岗）.txt	51	革命党变刽子手，无须等到下一代。全世界最好的革命党就是死了的革命党。他们死了，是他们永远的光荣。	总督大人瞪了左右一眼。“革命党变刽子手，无须等到下一代。全世界最好的革命党就是死了的革命党。他们死了，是他们永远的光荣。”
5	001.楔子——1911（黄花岗）.txt	53	光荣，报告大人，从被砍头开始算吗？	“光荣，报告大人，从被砍头开始算吗？”
3	001.楔子——1911（黄花岗）.txt	55	不是吧？	“不是吧？”大人若有所思。“该从‘曝尸三日’后开始算。哦，本官是外省人，孚琦将军被刺后我才忙起来，不太清楚这地方，这地方叫什么名字啊？”
3	001.楔子——1911（黄花岗）.txt	55	该从‘曝尸三日’后开始算。哦，本官是外省人，孚琦将军被刺后我才忙起来，不太清楚这地方，这地方叫什么名字啊？	“不是吧？”大人若有所思。“该从‘曝尸三日’后开始算。哦，本官是外省人，孚琦将军被刺后我才忙起来，不太清楚这地方，这地方叫什么名字啊？”
4	001.楔子——1911（黄花岗）.txt	57	报告大人，它叫‘红花岗’。	“报告大人，它叫‘红花岗’。”
