id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LAXA50-001	keep-first-pass	民俗格言	泰山石敢当	传统民俗辟邪石刻语	《笑傲五十年》题辞.txt	3	3	本书在相关章节引用或使用“泰山石敢当”，首轮保留其可独立检索的民俗格言性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-002	keep-first-pass	李敖式仿古成句	春蚕到死丝方尽，李敖一去兮不复还！	化用李商隐诗句与《史记》句式	001.笑傲五十年.txt	61	61	本书在相关章节引用或使用“春蚕到死丝方尽，李敖一去兮不复还！”，首轮保留其可独立检索的李敖式仿古成句性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-003	keep-first-pass	古典诗句	泪尽胡尘里	陆游《秋夜将晓出篱门迎凉有感》	002.李敖画像.txt	5	5	本书在相关章节引用或使用“泪尽胡尘里”，首轮保留其可独立检索的古典诗句性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-004	keep-first-pass	中文成语	史所罕见	传统成语	002.李敖画像.txt	13	13	本书在相关章节引用或使用“史所罕见”，首轮保留其可独立检索的中文成语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-005	keep-first-pass	中文成语	独行其是	传统成语	002.李敖画像.txt	13	13	本书在相关章节引用或使用“独行其是”，首轮保留其可独立检索的中文成语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-006	keep-first-pass	中文成语	东征西讨	传统成语	002.李敖画像.txt	13	13	本书在相关章节引用或使用“东征西讨”，首轮保留其可独立检索的中文成语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-007	keep-first-pass	中文熟语	霹雳手段，菩萨心肠	传统熟语	002.李敖画像.txt	15	15	本书在相关章节引用或使用“霹雳手段，菩萨心肠”，首轮保留其可独立检索的中文熟语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-008	keep-first-pass	中文成语	扶弱抑强	传统成语	002.李敖画像.txt	15	15	本书在相关章节引用或使用“扶弱抑强”，首轮保留其可独立检索的中文成语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-009	keep-first-pass	中文成语	黑白分明	传统成语	002.李敖画像.txt	15	15	本书在相关章节引用或使用“黑白分明”，首轮保留其可独立检索的中文成语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
LAXA50-010	keep-first-pass	中文成语	目空一切	传统成语	002.李敖画像.txt	15	15	本书在相关章节引用或使用“目空一切”，首轮保留其可独立检索的中文成语性质。	首轮保守收录：《笑傲五十年》多为自述、人格论、历史人物与时政评论混合文本；现代党政攻防、司法/外交/统独判断、人物政治评价、口号式语录不收。仅保留句子本身可独立检索的诗句、传统联语、古典成句、成语俗语、文学典故、宗教/外文格言与少量李敖式仿古成句。
