id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LANY-001	keep-proofread	中文成语	不亦快哉	传统成语	《李敖闹衙集》小引.txt	3	3	李敖在本章使用或引录“不亦快哉”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-002	keep-proofread	中文成语	斤斤计较	传统成语	《李敖闹衙集》小引.txt	3	3	李敖在本章使用或引录“斤斤计较”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-003	keep-proofread	中文成语	纠缠不休	传统成语	《李敖闹衙集》小引.txt	3	3	李敖在本章使用或引录“纠缠不休”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-004	keep-proofread	中文成语	据理力争	传统成语	《李敖闹衙集》小引.txt	3	3	李敖在本章使用或引录“据理力争”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-005	keep-proofread	中文成语	逆来顺受	传统成语	《李敖闹衙集》小引.txt	3	3	李敖在本章使用或引录“逆来顺受”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-006	keep-proofread	中文成语	作威作福	传统成语	《李敖闹衙集》小引.txt	3	3	李敖在本章使用或引录“作威作福”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-007	keep-proofread	中文成语	不分青红皂白	传统成语	001.鸟政府，赔钱来.txt	21	21	李敖在本章使用或引录“不分青红皂白”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-008	keep-proofread	中文成语	无法无天	传统成语	001.鸟政府，赔钱来.txt	21	21	李敖在本章使用或引录“无法无天”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-009	keep-proofread	中文成语	眼花缭乱	传统成语	002.一元官司.txt	9	9	李敖在本章使用或引录“眼花缭乱”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-010	keep-proofread	中文成语	大获全胜	传统成语	002.一元官司.txt	15	15	李敖在本章使用或引录“大获全胜”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-011	keep-proofread	中文成语	来者不善	传统成语	002.一元官司.txt	15	15	李敖在本章使用或引录“来者不善”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-012	keep-proofread	中文熟语	自知理亏	中文熟语	002.一元官司.txt	15	15	李敖在本章使用或引录“自知理亏”，保存可独立检索的中文熟语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
LANY-013	keep-proofread	中文成语	对簿公堂	传统成语	003.又一元官司.txt	9	9	李敖在本章使用或引录“对簿公堂”，保存可独立检索的中文成语。	首轮保守收录：《李敖闹衙集》为法律控诉、政府机关往返文书与政治人物/机关批评密集文本；现代政治口号、政党/政府主张、法律条文、诉状请求、机关复函、政策判断与人身攻防不收；仅保留句子本身可独立检索的成语、俗语、古语、格言式短语及少量文学性表达。
