file	line	quoteText	markers	political	previous	context	next
001.俞国华找不到二二八的有关文件吗？.txt	3	联合报	poem			今天《联合报》上登出：	
001.俞国华找不到二二八的有关文件吗？.txt	15	闽变		political-context		历史事件历史化，未尝不自成一说，但它的成立条件，首先却是让人放手历史化，而不要轻予政治化的罪名。可是，国民党自己几十年来却根本做不到这一点，以我个人的遭遇为例，二十多年前，我以历史家身份研究1933年发生的“闽变”，便遭遇参与“闽变”叛国者的政治化压制。例如国民党立委胡秋原，便是此中之尤。胡秋原提出一种怪逻辑，他说：	
001.俞国华找不到二二八的有关文件吗？.txt	15	闽变		political-context		历史事件历史化，未尝不自成一说，但它的成立条件，首先却是让人放手历史化，而不要轻予政治化的罪名。可是，国民党自己几十年来却根本做不到这一点，以我个人的遭遇为例，二十多年前，我以历史家身份研究1933年发生的“闽变”，便遭遇参与“闽变”叛国者的政治化压制。例如国民党立委胡秋原，便是此中之尤。胡秋原提出一种怪逻辑，他说：	
001.俞国华找不到二二八的有关文件吗？.txt	21	不算旧账		political-context		“不算旧账”。过去的教训应该研究。但凡是反共的人，相互不论过去的是非。	
001.俞国华找不到二二八的有关文件吗？.txt	23	相互不论过去的是非		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	23	论		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	23	研究		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	23	过去的教训		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	23	算过去内政史上之旧账		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	23	扰乱反共目标		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	23	破坏团结，帮助敌人		political-context		胡秋原是有过叛国记录的人，当然他要这样说，可是身份清白的人谁愿跟他“相互不论过去的是非”？谁怕他“论”？别人只不过是如他所说，“研究”“过去的教训”而已，怎么就构成了“算过去内政史上之旧账”？怎么就构成了“扰乱反共目标”？怎么就构成了“破坏团结，帮助敌人”？可见在国民党怪逻辑下想把历史事件历史化，固良非易事也！	
001.俞国华找不到二二八的有关文件吗？.txt	25	为了进步		political-context		今天国民党总统李登辉、国民党行政院长俞国华的高论，在模式上，其实与当年国民党立委胡秋原的大脑毫无不同，李登辉、俞国华诸公都赞成过去的教训应该研究，但却一再叮咛“为了进步”，“眼睛要看前面，不要看后面”，看后面就是“徒然制造纷扰”、就是“挑起问题”，这和胡秋原的“研究”“过去的教训”就是算旧账、就是“破坏团结，帮助敌人”的大脑，又相去几希？	
001.俞国华找不到二二八的有关文件吗？.txt	25	眼睛要看前面，不要看后面		political-context		今天国民党总统李登辉、国民党行政院长俞国华的高论，在模式上，其实与当年国民党立委胡秋原的大脑毫无不同，李登辉、俞国华诸公都赞成过去的教训应该研究，但却一再叮咛“为了进步”，“眼睛要看前面，不要看后面”，看后面就是“徒然制造纷扰”、就是“挑起问题”，这和胡秋原的“研究”“过去的教训”就是算旧账、就是“破坏团结，帮助敌人”的大脑，又相去几希？	
001.俞国华找不到二二八的有关文件吗？.txt	25	徒然制造纷扰		political-context		今天国民党总统李登辉、国民党行政院长俞国华的高论，在模式上，其实与当年国民党立委胡秋原的大脑毫无不同，李登辉、俞国华诸公都赞成过去的教训应该研究，但却一再叮咛“为了进步”，“眼睛要看前面，不要看后面”，看后面就是“徒然制造纷扰”、就是“挑起问题”，这和胡秋原的“研究”“过去的教训”就是算旧账、就是“破坏团结，帮助敌人”的大脑，又相去几希？	
001.俞国华找不到二二八的有关文件吗？.txt	25	挑起问题		political-context		今天国民党总统李登辉、国民党行政院长俞国华的高论，在模式上，其实与当年国民党立委胡秋原的大脑毫无不同，李登辉、俞国华诸公都赞成过去的教训应该研究，但却一再叮咛“为了进步”，“眼睛要看前面，不要看后面”，看后面就是“徒然制造纷扰”、就是“挑起问题”，这和胡秋原的“研究”“过去的教训”就是算旧账、就是“破坏团结，帮助敌人”的大脑，又相去几希？	
001.俞国华找不到二二八的有关文件吗？.txt	25	研究		political-context		今天国民党总统李登辉、国民党行政院长俞国华的高论，在模式上，其实与当年国民党立委胡秋原的大脑毫无不同，李登辉、俞国华诸公都赞成过去的教训应该研究，但却一再叮咛“为了进步”，“眼睛要看前面，不要看后面”，看后面就是“徒然制造纷扰”、就是“挑起问题”，这和胡秋原的“研究”“过去的教训”就是算旧账、就是“破坏团结，帮助敌人”的大脑，又相去几希？	
001.俞国华找不到二二八的有关文件吗？.txt	25	过去的教训		political-context		今天国民党总统李登辉、国民党行政院长俞国华的高论，在模式上，其实与当年国民党立委胡秋原的大脑毫无不同，李登辉、俞国华诸公都赞成过去的教训应该研究，但却一再叮咛“为了进步”，“眼睛要看前面，不要看后面”，看后面就是“徒然制造纷扰”、就是“挑起问题”，这和胡秋原的“研究”“过去的教训”就是算旧账、就是“破坏团结，帮助敌人”的大脑，又相去几希？	
