file	line	context
《我梦碎，所以我梦醒》序.txt	9	《我梦碎，所以我梦醒》，多么生动的题目。滔滔者，天下皆梦也。梦不必反求诸己，可以是自己的梦、可以是别人的梦、可以新华春梦、可以金陵春梦、可以红楼梦、可以黄粱梦、可以南柯梦、可以李伯大梦、可以胡茵梦。哦，她在梦碎之后，改名胡“因”梦了。梦碎使她不再芳草如茵、梦碎使她从絮果悟出兰因，她落草了。
《我梦碎，所以我梦醒》序.txt	65	大方向是需要制衡力量，可叫它做“第三势力”。虽然“第三势力”这个词汇已经给用滥过，我们还是不妨一用，因为这个岛的确需要两个党以外的第三种势力。
《我梦碎，所以我梦醒》序.txt	77	我们对打王八蛋没有兴趣、对打龟儿子没有兴趣，对联合兔崽子打王八蛋和龟儿子有兴趣。
002.“公投”梦碎.txt	9	要公民投票，得先有公投法，于是1999年4月10日，由彭明敏、李镇源、林义雄、黄石城、辜宽敏、陈隆志带头，由蔡同荣、高俊明、许世楷、黄昭堂等为召集人，发动促使“通过公民投票法”，并不得有台湾前途议题的“排除条款”大行动。他们白纸黑字宣告：“全民公投，才能确认台湾自有主权，否则所谓‘中华民国早已是主权独立国家’的说法，只是在自欺欺人！”
002.“公投”梦碎.txt	19	蔡同荣版的提案是：《公投法》“适用事项”应包括“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，这就是呼应他们在1999年所推动的《公投法》“不得有台湾前途议题的‘排除条款’”，可是，投票的时候，当主席宣布“首先就蔡委员同荣等提案条文进行表决”，蔡同荣不但不投票同意自己提的案，反倒投了弃权票！同样妙的是：跟他一起提案的以绿色为主的100名立委，也都投了弃权票！其中李文忠尤其妙，他脱身不及，情急之下，投了反对票，你怎么反对起你自己的提案了呢？这真是古今中外人类议会史上的大笑话！
002.“公投”梦碎.txt	21	原来他们不敢玩真的！绝食是假的！提案也是假的！他们口口声声要向中国、向中华民国、向外来政权争回“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，可是真正有机会对决的时候，他们都吓跑了，他们口中的台湾人尊严与勇敢，都不见了！
002.“公投”梦碎.txt	23	结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
002.“公投”梦碎.txt	45	民进党明说建立“台湾共和国”，但对“中华民国”四个字却没处放，就活像男同性恋者性交时，多出一坨在体外摇荡，没地方放。从“中华民国到台湾”、到“中华民国在台湾”、到“中华民国是台湾”，诠释纷纷，可是就是拿不掉这“外来政权”的国号、也拿不掉它的国旗、也拿不掉它丑陋的国歌，执政党做的一切，其实都是家家酒：国歌动口不发声也、印228台湾邮票也、中华邮政改名也、护照加注TAIWAN也……都是家家酒，因为不敢玩真的。
002.“公投”梦碎.txt	47	真的是什么？真的是废掉“中华民国”国号、国旗和国歌。不敢废掉国号、国旗、和国歌，而把蒋介石铜像大卸816块，都没有用，都是自欺欺人，因为你不敢打中要害。你只是玩家家酒，蒋介石铜块陪你玩，他在地狱笑得要死，他会说：“本民族救星扣在你们台独英雄头上的国号、国旗、和国歌，你们敢改吗？”
002.“公投”梦碎.txt	53	台独英雄们说228就是台独，如今64年了。关键是，过去台独英雄不是执政党、没当家，未能废掉“外来政权”国号国旗，不能全怪他。但今天怎么说呢？你们执政了前后8年，有足够的机会了：总统是你、行政院长是你、执政党是你、国会半数是你，执政8年了也是你，怎么还搞家家酒呢，炒“正名”、炒“爱台湾”、炒“台湾人出头天”、炒“台湾人不是吓大的”、炒“去中国化”、炒“去蒋介石化”、炒“第N次修宪”……除非你去掉“中华民国”国号、国旗与国歌在先，一切炒作，都没有用、都是家家酒。
